TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Rarg	Il17a	1	50.94	0.942	rgb(227, 37, 39)	2	None
Hsf2	Tnfsf11	0.99818	50.92	0.917	rgb(227, 42, 44)	1.9996	None
Relb	Pigr	0.99635	50.89	0.892	rgb(227, 47, 48)	1.999	None
Nfe2	Tbxa2r	0.99453	50.87	0.866	rgb(227, 52, 53)	1.9986	None
Prdm1	Lmo2	-0.99453	50.87	-8.7E-01	rgb( 29,102,250)	1.9986	None
Zfp191	Pdgfrb	-0.99453	50.87	-8.7E-01	rgb( 29,102,250)	1.9986	None
Rarg	Il17f	0.99271	50.86	0.861	rgb(226, 53, 54)	1.9984	2,2
Irf4	Irf7	-0.99089	50.85	-8.5E-01	rgb( 33,105,249)	1.9982	None
Nfkb2	Selp	0.99089	50.85	0.848	rgb(226, 55, 57)	1.9982	None
Trerf1	Cd86	-0.99089	50.85	-8.5E-01	rgb( 32,104,249)	1.9982	None
Klf8	Fn1	-0.98906	50.84	-8.4E-01	rgb( 35,106,249)	1.998	None
Spib	Irf7	-0.98724	50.83	-8.3E-01	rgb( 36,107,249)	1.9978	None
Trerf1	Cd80	-0.98724	50.83	-8.3E-01	rgb( 37,108,248)	1.9978	None
Zeb2	Vim	0.98724	50.83	0.834	rgb(226, 58, 59)	1.9978	None
Rorc	Lingo4	0.98542	50.82	0.822	rgb(226, 60, 62)	1.9976	2,2
E2f1	Tyms	0.98359	50.81	0.812	rgb(226, 62, 64)	1.9974	None
Klf2	Ccr5	0.98359	50.81	0.806	rgb(226, 63, 65)	1.9974	None
Klf8	Vim	-0.98359	50.81	-8.1E-01	rgb( 41,110,248)	1.9974	None
Ppara	Tbx21	-0.98359	50.81	-8.1E-01	rgb( 42,110,248)	1.9974	None
Tbx21	Il12rb2	0.98359	50.81	0.811	rgb(226, 62, 64)	1.9974	None
Zfhx3	Afp	-0.98359	50.81	-8.1E-01	rgb( 42,111,248)	1.9974	None
Npas2	Per2	0.98177	50.8	0.802	rgb(226, 64, 65)	1.9972	None
Tbx21	Il23r	0.98177	50.8	0.804	rgb(226, 64, 65)	1.9972	None
Sp110	Cdkn2d	0.98177	50.8	0.798	rgb(226, 65, 66)	1.9972	2,2
Zfp182	Fyco1	0.98177	50.8	0.803	rgb(226, 64, 65)	1.9972	2,2
Zfp536	Lpin3	0.98177	50.8	0.798	rgb(226, 65, 66)	1.9972	2,2
Ar	Mndal	0.97995	50.79	0.792	rgb(226, 66, 67)	1.997	None
Klf3	Six4	0.97995	50.79	0.788	rgb(226, 67, 68)	1.997	None
Sall4	Sall4	0.97995	50.79	0.791	rgb(226, 66, 68)	1.997	None
Trp73	Aqp3	0.97995	50.79	0.785	rgb(226, 67, 69)	1.997	None
Foxo3	Bcl2l11	0.97813	50.78	0.777	rgb(226, 69, 70)	1.9968	None
Irf4	Il10	0.97813	50.78	0.783	rgb(226, 67, 69)	1.9968	None
Irf7	Cd80	0.97813	50.78	0.783	rgb(226, 67, 69)	1.9968	None
Zfp367	Dtl	0.97813	50.78	0.778	rgb(226, 68, 70)	1.9968	2,2
Foxa1	Loxl2	0.9763	50.77	0.772	rgb(225, 70, 71)	1.9966	None
Ncoa3	Mmp10	0.9763	50.77	0.771	rgb(225, 70, 71)	1.9966	None
Sp110	Max	0.9763	50.77	0.766	rgb(225, 71, 72)	1.9966	2,2
Rora	Nr1d1	0.97448	50.76	0.759	rgb(225, 72, 73)	1.9964	None
Satb1	Gata3	0.97448	50.76	0.756	rgb(225, 73, 74)	1.9964	None
Zfp385a	Zmat3	0.97448	50.76	0.764	rgb(225, 71, 73)	1.9964	2,2
Gabpa	Chrne	0.97266	50.75	0.753	rgb(225, 73, 75)	1.9962	None
Irf1	Tapbp	0.97266	50.75	0.753	rgb(225, 73, 75)	1.9962	None
Stat4	Tbx21	0.97266	50.75	0.747	rgb(225, 74, 76)	1.9962	None
Trp53	Pyhin1	0.97266	50.75	0.75	rgb(225, 74, 75)	1.9962	None
Sp100	Stat2	0.97266	50.75	0.755	rgb(225, 73, 74)	1.9962	2,2
Ddit3	Trf	0.97083	50.74	0.742	rgb(225, 75, 77)	1.996	None
Egr2	Fasl	-0.97083	50.74	-7.4E-01	rgb( 56,119,245)	1.996	None
Hif1a	Aldoa	0.97083	50.74	0.738	rgb(225, 76, 78)	1.996	None
Sox4	Nkx3-1	0.97083	50.74	0.736	rgb(225, 76, 78)	1.996	None
Tbx21	Il10	0.97083	50.74	0.741	rgb(225, 75, 77)	1.996	None
Cebpg	Psph	0.97083	50.74	0.738	rgb(225, 76, 78)	1.996	2,2
Ar	Ifi203	0.96901	50.73	0.732	rgb(225, 77, 79)	1.9958	None
Fosl2	Timp1	-0.96901	50.73	-7.3E-01	rgb( 58,120,245)	1.9958	None
Hif1a	Egln1	0.96901	50.73	0.73	rgb(225, 78, 79)	1.9958	None
Hif1a	Plod2	0.96901	50.73	0.726	rgb(225, 78, 80)	1.9958	2,2
Hsf2	Cd9	0.96901	50.73	0.728	rgb(225, 78, 79)	1.9958	2,2
Rarg	Il23r	0.96901	50.73	0.731	rgb(225, 77, 79)	1.9958	2,2
Srf	Mmp14	0.96901	50.73	0.728	rgb(225, 78, 79)	1.9958	None
Irf5	Gna15	0.96901	50.73	0.728	rgb(225, 78, 79)	1.9958	2,2
Zfp467	Sspo	0.96901	50.73	0.731	rgb(225, 77, 79)	1.9958	2,2
Fosl1	Itgb3	-0.96719	50.72	-7.2E-01	rgb( 61,122,244)	1.9956	None
Gli1	Cyr61	0.96719	50.72	0.724	rgb(225, 79, 80)	1.9956	None
Ncoa3	Npas2	0.96719	50.72	0.717	rgb(225, 80, 82)	1.9956	None
Zfp382	Id1	-0.96719	50.72	-7.2E-01	rgb( 62,122,244)	1.9956	None
Tcf12	Mycbp2	0.96719	50.72	0.716	rgb(225, 80, 82)	1.9956	2,2
Hif1a	Slc2a1	0.96536	50.71	0.708	rgb(225, 82, 83)	1.9954	None
Stat3	Il21	0.96536	50.71	0.707	rgb(225, 82, 83)	1.9954	None
Elk3	Capg	0.96536	50.71	0.711	rgb(225, 81, 83)	1.9954	2,2
Ikzf4	Treml2	0.96536	50.71	0.712	rgb(225, 81, 82)	1.9954	2,2
Sox5	Akr1b8	0.96536	50.71	0.715	rgb(225, 81, 82)	1.9954	2,2
Zfp948	Ankrd23	0.96536	50.71	0.705	rgb(225, 82, 84)	1.9954	2,2
Foxp3	Ctla4	0.96354	50.7	0.698	rgb(225, 84, 85)	1.9952	None
Hsf2	Sla	0.96354	50.7	0.699	rgb(225, 83, 85)	1.9952	2,2
Nfatc1	Id3	0.96354	50.7	0.705	rgb(225, 82, 84)	1.9952	None
Sp2	Papss2	0.96354	50.7	0.697	rgb(225, 84, 85)	1.9952	None
Stat2	Igtp	0.96354	50.7	0.695	rgb(225, 84, 86)	1.9952	2,2
Tcf4	Lgr5	0.96354	50.7	0.697	rgb(225, 84, 85)	1.9952	None
Ahrr	Cyp1b1	0.96354	50.7	0.7	rgb(225, 83, 85)	1.9952	2,2
Zfp367	Exo1	0.96354	50.7	0.703	rgb(225, 83, 84)	1.9952	2,2
Hes1	Pten	-0.96172	50.69	-6.9E-01	rgb( 67,126,243)	1.995	None
Irf7	Ccl5	0.96172	50.69	0.693	rgb(225, 85, 86)	1.995	None
Jun	Car2	0.96172	50.69	0.689	rgb(225, 85, 87)	1.995	None
Klf5	Fads2	0.96172	50.69	0.685	rgb(225, 86, 88)	1.995	2,2
Zbtb7a	Nfatc1	-0.96172	50.69	-6.9E-01	rgb( 66,125,243)	1.995	None
Cebpg	Aldh1l2	0.96172	50.69	0.694	rgb(225, 84, 86)	1.995	2,2
