TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
E2f4	Wdr76	0.79111	50.42	0.919	rgb(227, 42, 43)	2	None
Stat3	Tnip2	0.79111	50.39	0.891	rgb(227, 47, 49)	1.9994	None
E2f4	E2f7	0.79111	50.37	0.874	rgb(227, 50, 52)	1.999	None
Hif1a	Egln1	0.79111	50.37	0.874	rgb(227, 50, 52)	1.999	None
Stat3	Timp1	0.79111	50.37	0.868	rgb(227, 51, 53)	1.999	None
Hif1a	Aldoc	0.79111	50.35	0.847	rgb(226, 55, 57)	1.9986	None
Hif1a	Slc2a1	0.79111	50.35	0.852	rgb(226, 54, 56)	1.9986	None
Stat3	Ncs1	0.79111	50.35	0.855	rgb(226, 54, 55)	1.9986	None
Lef1	Rps6ka4	0.79111	50.34	0.84	rgb(226, 57, 58)	1.9984	None
Stat3	Nsf	0.79111	50.34	0.836	rgb(226, 57, 59)	1.9984	None
Hif1a	Ero1l	0.79111	50.33	0.83	rgb(226, 58, 60)	1.9982	None
Hif1a	Hk1	0.79111	50.33	0.827	rgb(226, 59, 61)	1.9982	None
Stat3	Bcl3	0.79111	50.33	0.834	rgb(226, 58, 59)	1.9982	None
Hif1a	Pgm2	0.79111	50.32	0.82	rgb(226, 60, 62)	1.998	None
Hif1a	Ppme1	0.79111	50.32	0.824	rgb(226, 60, 61)	1.998	None
Hif1a	Smtnl2	0.79111	50.32	0.825	rgb(226, 59, 61)	1.998	None
Ikzf3	Fastkd2	-0.79111	50.32	-8.2E-01	rgb( 40,109,248)	1.998	None
Hif1a	H2-Ab1	0.79111	50.31	0.809	rgb(226, 63, 64)	1.9978	None
Hif1a	P4ha2	0.79111	50.31	0.812	rgb(226, 62, 64)	1.9978	None
Atf6	Rps14	0.79111	50.3	0.799	rgb(226, 64, 66)	1.9976	None
Atf6	Xpnpep1	-0.79111	50.3	-8.0E-01	rgb( 43,111,247)	1.9976	None
Hif1a	Pfkp	0.79111	50.3	0.803	rgb(226, 64, 65)	1.9976	None
Stat3	Klhl6	0.79111	50.3	0.796	rgb(226, 65, 67)	1.9976	None
Atf6	Txndc17	0.79111	50.29	0.787	rgb(226, 67, 68)	1.9974	None
Batf	Batf	0.79111	50.29	0.79	rgb(226, 66, 68)	1.9974	None
Hif1a	2310022B05Rik	0.79111	50.29	0.79	rgb(226, 66, 68)	1.9974	None
Hif1a	Jmjd6	0.79111	50.29	0.787	rgb(226, 67, 68)	1.9974	None
Hif1a	P4hb	0.79111	50.29	0.791	rgb(226, 66, 67)	1.9974	None
Ikzf3	Arhgef10	0.79111	50.29	0.791	rgb(226, 66, 68)	1.9974	None
Irf4	Prkd3	-0.79111	50.29	-7.9E-01	rgb( 47,113,247)	1.9974	None
Stat3	Gem	0.79111	50.29	0.791	rgb(226, 66, 67)	1.9974	None
Stat3	Il21	0.79111	50.29	0.795	rgb(226, 65, 67)	1.9974	None
Stat3	Sbno2	0.79111	50.29	0.792	rgb(226, 66, 67)	1.9974	None
Stat3	Tspan5	0.79111	50.29	0.794	rgb(226, 65, 67)	1.9974	None
Zfp367	Dtl	0.79111	50.29	0.791	rgb(226, 66, 67)	1.9974	2,2
Hif1a	Bnip3	0.79111	50.28	0.779	rgb(226, 68, 70)	1.9972	None
Hif1a	Hk2	0.79111	50.28	0.778	rgb(226, 68, 70)	1.9972	None
Ikzf3	Thoc3	-0.79111	50.28	-7.8E-01	rgb( 48,114,247)	1.9972	None
Irf4	Ada	0.79111	50.28	0.777	rgb(226, 69, 70)	1.9972	None
Zfp629	Ttbk2	0.79111	50.28	0.777	rgb(226, 69, 70)	1.9972	2,2
Hhex	Trpm6	0.79111	50.27	0.772	rgb(225, 70, 71)	1.997	None
Hif1a	Mboat2	0.79111	50.27	0.77	rgb(225, 70, 71)	1.997	None
Hif1a	Pafah1b3	0.79111	50.27	0.769	rgb(225, 70, 72)	1.997	None
Stat3	Chmp4b	0.79111	50.27	0.768	rgb(225, 70, 72)	1.997	None
Stat3	Malt1	0.79111	50.27	0.771	rgb(225, 70, 71)	1.997	None
Dbp	Ramp3	0.79111	50.26	0.758	rgb(225, 72, 74)	1.9968	None
E2f1	Slfn3	0.79111	50.26	0.759	rgb(225, 72, 74)	1.9968	None
E2f4	Rfwd3	0.79111	50.26	0.755	rgb(225, 73, 74)	1.9968	None
Etv6	Ppp1r13l	-0.79111	50.26	-7.6E-01	rgb( 52,117,246)	1.9968	None
Hif1a	Aldoa	0.79111	50.26	0.761	rgb(225, 72, 73)	1.9968	None
Irf4	Exoc2	-0.79111	50.26	-7.6E-01	rgb( 52,117,246)	1.9968	None
Irf4	Fam160a1	-0.79111	50.26	-7.6E-01	rgb( 52,116,246)	1.9968	2,2
Irf4	Myo1e	-0.79111	50.26	-7.6E-01	rgb( 53,117,246)	1.9968	None
Irf4	Nrp1	-0.79111	50.26	-7.6E-01	rgb( 51,116,246)	1.9968	None
Irf4	Rasgrp1	-0.79111	50.26	-7.6E-01	rgb( 52,117,246)	1.9968	None
Zfp385a	Eng	0.79111	50.26	0.757	rgb(225, 72, 74)	1.9968	2,2
Hif1a	Pgam1	0.79111	50.25	0.746	rgb(225, 75, 76)	1.9966	None
Ikzf3	Gatsl3	0.79111	50.25	0.752	rgb(225, 73, 75)	1.9966	None
Ikzf3	Sumf2	-0.79111	50.25	-7.5E-01	rgb( 54,118,246)	1.9966	None
Irf4	Irf4	0.79111	50.25	0.746	rgb(225, 75, 76)	1.9966	None
Smad3	Ctsw	0.79111	50.25	0.755	rgb(225, 73, 74)	1.9966	None
Stat3	Flot1	0.79111	50.25	0.749	rgb(225, 74, 76)	1.9966	None
Stat3	Sfmbt2	-0.79111	50.25	-7.5E-01	rgb( 55,119,245)	1.9966	None
Atf6	Dpm3	0.79111	50.24	0.74	rgb(225, 76, 77)	1.9964	None
Hif1a	Gys1	0.79111	50.24	0.738	rgb(225, 76, 77)	1.9964	None
Hif1a	Kremen2	0.79111	50.24	0.744	rgb(225, 75, 76)	1.9964	None
Ikzf3	Rpp14	-0.79111	50.24	-7.4E-01	rgb( 57,120,245)	1.9964	None
Irf4	Extl3	-0.79111	50.24	-7.4E-01	rgb( 57,120,245)	1.9964	None
Irf4	Wnt1	-0.79111	50.24	-7.4E-01	rgb( 57,120,245)	1.9964	None
Nr1d1	Impg2	0.79111	50.24	0.743	rgb(225, 75, 77)	1.9964	None
Stat3	Efemp2	0.79111	50.24	0.737	rgb(225, 76, 78)	1.9964	None
Etv6	Cyfip2	-0.79111	50.23	-7.3E-01	rgb( 58,121,245)	1.9962	None
Hif1a	Bcar1	0.79111	50.23	0.73	rgb(225, 78, 79)	1.9962	None
Irf4	Neto1	-0.79111	50.23	-7.3E-01	rgb( 59,121,245)	1.9962	None
Irf4	Nqo2	-0.79111	50.23	-7.3E-01	rgb( 58,120,245)	1.9962	None
Nfe2l2	Lrp8	0.79111	50.23	0.734	rgb(225, 77, 78)	1.9962	None
Zfp367	Exo1	0.79111	50.23	0.733	rgb(225, 77, 78)	1.9962	2,2
Ddit3	Insl3	0.79111	50.22	0.723	rgb(225, 79, 80)	1.996	None
Hif1a	Higd1a	0.79111	50.22	0.715	rgb(225, 80, 82)	1.996	None
Hif1a	Plekha2	0.79111	50.22	0.724	rgb(225, 79, 80)	1.996	None
Ikzf3	Ing2	0.79111	50.22	0.721	rgb(225, 79, 81)	1.996	None
Irf4	Samsn1	-0.79111	50.22	-7.2E-01	rgb( 62,122,244)	1.996	None
Maf	Il3	-0.79111	50.22	-7.2E-01	rgb( 61,122,244)	1.996	None
Stat3	Il1r1	0.79111	50.22	0.724	rgb(225, 79, 80)	1.996	None
