TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf7	Rtp4	1	50.92	0.921	rgb(227, 41, 43)	2	None
Tbx21	Tbkbp1	0.99762	50.89	0.887	rgb(227, 48, 49)	1.9994	2,2
Irf9	Irf7	0.99525	50.88	0.877	rgb(227, 49, 51)	1.9992	None
Zfp536	Lpin3	0.99287	50.86	0.857	rgb(226, 53, 55)	1.9988	2,2
Srebf1	Fads2	0.9905	50.83	0.832	rgb(226, 58, 60)	1.9982	2,2
Elf1	Pde7a	0.98812	50.79	0.786	rgb(226, 67, 68)	1.9974	None
Elf1	Arhgef6	0.98575	50.78	0.784	rgb(226, 67, 69)	1.9972	None
Hic1	Itga4	0.98575	50.78	0.78	rgb(226, 68, 70)	1.9972	None
Irf5	Gna15	0.98575	50.78	0.785	rgb(226, 67, 69)	1.9972	None
Irf7	Ifit3	0.98575	50.78	0.782	rgb(226, 68, 69)	1.9972	None
Irf7	Rsad2	0.98575	50.78	0.78	rgb(226, 68, 70)	1.9972	None
Irf7	Xaf1	0.98575	50.78	0.78	rgb(226, 68, 70)	1.9972	None
Rela	Dyx1c1	-0.98575	50.78	-7.8E-01	rgb( 48,114,247)	1.9972	None
Rxra	Slain1	0.98575	50.78	0.775	rgb(226, 69, 70)	1.9972	None
Irf1	Tbx21	0.98337	50.77	0.769	rgb(225, 70, 72)	1.997	2,2
Irf4	Abcb9	-0.98337	50.77	-7.7E-01	rgb( 51,116,246)	1.997	None
Tcf12	Mycbp2	0.98337	50.77	0.77	rgb(225, 70, 71)	1.997	None
Atf3	Nfil3	0.981	50.76	0.765	rgb(225, 71, 72)	1.9968	None
Smad4	Itpr3	0.981	50.76	0.755	rgb(225, 73, 74)	1.9968	None
Ahrr	Cyp1b1	0.97862	50.75	0.746	rgb(225, 74, 76)	1.9966	2,2
Irf1	Erap1	0.97862	50.75	0.754	rgb(225, 73, 75)	1.9966	None
Irf1	Gbp6	0.97862	50.75	0.746	rgb(225, 74, 76)	1.9966	None
Irf7	I830012O16Rik	0.97862	50.75	0.75	rgb(225, 74, 75)	1.9966	2,2
Rxra	Fgf2	0.97862	50.75	0.751	rgb(225, 74, 75)	1.9966	None
Zfp467	Wnt10a	0.97862	50.75	0.748	rgb(225, 74, 76)	1.9966	None
Zfp385a	Eng	0.97862	50.75	0.748	rgb(225, 74, 76)	1.9966	2,2
Rxra	Myo18a	0.97624	50.74	0.738	rgb(225, 76, 78)	1.9964	None
Sp4	Ptpn2	0.97624	50.74	0.739	rgb(225, 76, 77)	1.9964	None
Zfp369	Zfpm1	-0.97624	50.74	-7.4E-01	rgb( 56,119,245)	1.9964	None
Bhlhe40	Tnip3	0.97387	50.73	0.727	rgb(225, 78, 80)	1.9962	2,2
Egr1	Egr3	0.97387	50.73	0.734	rgb(225, 77, 78)	1.9962	None
Irf1	Nlrc5	0.97387	50.73	0.73	rgb(225, 78, 79)	1.9962	2,2
Mxi1	Ndufv3	0.97387	50.73	0.732	rgb(225, 77, 79)	1.9962	None
Rxra	Ptger4	0.97387	50.73	0.73	rgb(225, 78, 79)	1.9962	None
Sp2	Brd3	0.97387	50.73	0.734	rgb(225, 77, 78)	1.9962	None
Sp2	Zfp609	0.97387	50.73	0.728	rgb(225, 78, 79)	1.9962	None
Yy2	Smek1	0.97387	50.73	0.733	rgb(225, 77, 78)	1.9962	None
Zfp385a	Abhd4	0.97387	50.73	0.727	rgb(225, 78, 80)	1.9962	2,2
Ddit3	Sars	0.97149	50.72	0.723	rgb(225, 79, 80)	1.996	2,2
E2f4	Hspb11	-0.97149	50.72	-7.2E-01	rgb( 61,122,244)	1.996	None
Ets1	Cd2	0.97149	50.72	0.72	rgb(225, 80, 81)	1.996	None
Foxs1	Mylk2	0.97149	50.72	0.716	rgb(225, 80, 82)	1.996	2,2
Irf1	Tgtp2	0.97149	50.72	0.723	rgb(225, 79, 80)	1.996	None
Jun	Kdelc2	-0.97149	50.72	-7.2E-01	rgb( 60,122,244)	1.996	None
Jun	Stat5b	0.97149	50.72	0.718	rgb(225, 80, 81)	1.996	None
Etv6	Rasgrp1	-0.96912	50.71	-7.1E-01	rgb( 63,123,244)	1.9958	None
Hsf1	Smyd5	0.96912	50.71	0.708	rgb(225, 82, 83)	1.9958	None
Irf1	Gbp5	0.96912	50.71	0.712	rgb(225, 81, 82)	1.9958	None
Irf7	2010002M12Rik	0.96912	50.71	0.708	rgb(225, 82, 83)	1.9958	2,2
Irf7	Ccrl2	0.96912	50.71	0.715	rgb(225, 80, 82)	1.9958	None
Junb	Hook2	0.96912	50.71	0.713	rgb(225, 81, 82)	1.9958	None
Rorc	Ccdc63	0.96912	50.71	0.713	rgb(225, 81, 82)	1.9958	None
Sp110	Bcl2a1b	0.96912	50.71	0.706	rgb(225, 82, 84)	1.9958	2,2
Tead1	Fut7	0.96912	50.71	0.714	rgb(225, 81, 82)	1.9958	2,2
Zfp148	Nr4a1	-0.96912	50.71	-7.1E-01	rgb( 64,124,244)	1.9958	None
Zfp629	Ttbk2	0.96912	50.71	0.711	rgb(225, 81, 83)	1.9958	2,2
Foxs1	Vax2	0.96674	50.7	0.695	rgb(225, 84, 86)	1.9956	2,2
Irf8	Tbx21	0.96674	50.7	0.701	rgb(225, 83, 85)	1.9956	2,2
Nr4a1	Nr4a3	0.96674	50.7	0.704	rgb(225, 82, 84)	1.9956	2,2
Plagl2	R3hdm1	0.96674	50.7	0.698	rgb(225, 84, 85)	1.9956	None
Rorc	Il1r1	0.96674	50.7	0.7	rgb(225, 83, 85)	1.9956	None
Rorc	Lingo4	0.96674	50.7	0.703	rgb(225, 83, 84)	1.9956	2,2
Rxra	Zfp280b	0.96674	50.7	0.699	rgb(225, 84, 85)	1.9956	None
Sp110	Cdkn2d	0.96674	50.7	0.703	rgb(225, 83, 84)	1.9956	2,2
Sp2	Psmd8	-0.96674	50.7	-7.0E-01	rgb( 64,124,244)	1.9956	None
Tcf7l1	Cyp2s1	0.96674	50.7	0.698	rgb(225, 84, 85)	1.9956	None
Zbtb4	Anapc1	-0.96674	50.7	-7.0E-01	rgb( 66,125,244)	1.9956	None
Zfp202	Fam89a	0.96674	50.7	0.702	rgb(225, 83, 84)	1.9956	None
C030039L03Rik	Muc2	0.96674	50.7	0.701	rgb(225, 83, 85)	1.9956	2,2
Zfp536	Itsn1	0.96674	50.7	0.698	rgb(225, 84, 85)	1.9956	2,2
Hsf1	Npc2	-0.96437	50.69	-6.9E-01	rgb( 68,126,243)	1.9954	None
Irf1	Gbp2	0.96437	50.69	0.687	rgb(225, 86, 87)	1.9954	None
Nfkb1	Emb	-0.96437	50.69	-6.9E-01	rgb( 66,125,243)	1.9954	None
Sp2	Crtc1	0.96437	50.69	0.69	rgb(225, 85, 87)	1.9954	None
Yy2	Fancm	0.96437	50.69	0.688	rgb(225, 86, 87)	1.9954	None
Mxd3	Smtn	0.96437	50.69	0.685	rgb(225, 86, 87)	1.9954	2,2
Zfp385a	Rnf169	0.96437	50.69	0.694	rgb(225, 84, 86)	1.9954	2,2
Arid3a	Itm2a	-0.96199	50.68	-6.8E-01	rgb( 69,127,243)	1.9952	None
Hsf1	Rwdd2a	-0.96199	50.68	-6.8E-01	rgb( 70,127,243)	1.9952	None
Irf1	Gbp7	0.96199	50.68	0.684	rgb(225, 86, 88)	1.9952	None
Mxi1	Cxcr4	0.96199	50.68	0.682	rgb(224, 87, 88)	1.9952	None
Prrx1	Cav1	0.96199	50.68	0.684	rgb(225, 86, 88)	1.9952	2,2
Srebf1	Flna	0.96199	50.68	0.68	rgb(224, 87, 88)	1.9952	None
Tcf3	Wrnip1	0.96199	50.68	0.679	rgb(224, 87, 89)	1.9952	None
Zfp219	Dab2ip	0.96199	50.68	0.675	rgb(224, 88, 89)	1.9952	None
L3mbtl3	Piga	-0.96199	50.68	-6.8E-01	rgb( 70,128,243)	1.9952	2,2
Ahctf1	Zcchc2	0.95962	50.67	0.669	rgb(224, 89, 90)	1.995	None
Cebpg	Pck2	0.95962	50.67	0.675	rgb(224, 88, 89)	1.995	2,2
Crem	Galc	0.95962	50.67	0.668	rgb(224, 89, 91)	1.995	None
E2f4	Slc2a1	0.95962	50.67	0.665	rgb(224, 90, 91)	1.995	None
Hbp1	Rpusd2	-0.95962	50.67	-6.7E-01	rgb( 72,129,242)	1.995	None
Irf1	Igtp	0.95962	50.67	0.675	rgb(224, 88, 90)	1.995	None
Irf4	Nrgn	-0.95962	50.67	-6.7E-01	rgb( 71,128,243)	1.995	None
Irf4	Spry2	-0.95962	50.67	-6.7E-01	rgb( 72,129,242)	1.995	None
Irf7	Ccl5	0.95962	50.67	0.668	rgb(224, 89, 91)	1.995	None
Irf7	Pydc4	0.95962	50.67	0.67	rgb(224, 89, 90)	1.995	None
Klf13	Emp3	0.95962	50.67	0.67	rgb(224, 89, 90)	1.995	None
Mxi1	Ppp1r13l	0.95962	50.67	0.668	rgb(224, 89, 91)	1.995	None
Mxi1	Urb1	-0.95962	50.67	-6.7E-01	rgb( 71,128,243)	1.995	None
Mybl1	Gtse1	0.95962	50.67	0.671	rgb(224, 89, 90)	1.995	2,2
Ppard	Coro7	0.95962	50.67	0.673	rgb(224, 89, 90)	1.995	None
Rela	Ifit2	-0.95962	50.67	-6.7E-01	rgb( 71,128,243)	1.995	None
Runx2	Galnt3	0.95962	50.67	0.668	rgb(224, 89, 91)	1.995	None
Xbp1	Gpatch4	-0.95962	50.67	-6.7E-01	rgb( 72,129,242)	1.995	2,2
Adnp	Dcxr	-0.95962	50.67	-6.7E-01	rgb( 71,128,242)	1.995	2,2
Ahctf1	BC021614	-0.95724	50.66	-6.6E-01	rgb( 73,130,242)	1.9948	None
Arid5a	Sbno2	0.95724	50.66	0.664	rgb(224, 90, 92)	1.9948	2,2
E2f1	Wee1	0.95724	50.66	0.665	rgb(224, 90, 91)	1.9948	None
Elf1	Slain1	0.95724	50.66	0.66	rgb(224, 91, 92)	1.9948	None
Foxo3	Zfpm1	0.95724	50.66	0.657	rgb(224, 91, 93)	1.9948	None
Irf1	Gbp10	0.95724	50.66	0.659	rgb(224, 91, 92)	1.9948	None
Mxi1	Aen	-0.95724	50.66	-6.6E-01	rgb( 73,130,242)	1.9948	None
Patz1	Gart	0.95724	50.66	0.658	rgb(224, 91, 93)	1.9948	None
Rest	Rnf169	0.95724	50.66	0.658	rgb(224, 91, 93)	1.9948	None
Scrt1	Cyp2s1	0.95724	50.66	0.661	rgb(224, 91, 92)	1.9948	2,2
Sox5	Zfp280b	-0.95724	50.66	-6.6E-01	rgb( 74,130,242)	1.9948	None
Sp3	Psme1	-0.95724	50.66	-6.6E-01	rgb( 75,130,242)	1.9948	None
Srf	Adarb1	0.95724	50.66	0.659	rgb(224, 91, 92)	1.9948	None
Vax2	Il17re	0.95724	50.66	0.655	rgb(224, 92, 93)	1.9948	2,2
Xbp1	9930014A18Rik	-0.95724	50.66	-6.6E-01	rgb( 75,130,242)	1.9948	None
Mxd3	Cdc25b	0.95724	50.66	0.664	rgb(224, 90, 92)	1.9948	2,2
Skil	Slco4a1	-0.95724	50.66	-6.6E-01	rgb( 75,130,242)	1.9948	2,2
Tet2	Atad2b	0.95724	50.66	0.656	rgb(224, 92, 93)	1.9948	2,2
Bhlhe40	Trpc1	0.95487	50.65	0.647	rgb(224, 93, 95)	1.9946	None
Cebpg	Psph	0.95487	50.65	0.648	rgb(224, 93, 95)	1.9946	2,2
E2f1	Exo1	0.95487	50.65	0.654	rgb(224, 92, 93)	1.9946	None
E2f4	Cox6b2	-0.95487	50.65	-6.5E-01	rgb( 76,131,242)	1.9946	None
Fosl2	Tbc1d30	0.95487	50.65	0.651	rgb(224, 93, 94)	1.9946	None
Ikzf2	Trib1	0.95487	50.65	0.645	rgb(224, 94, 95)	1.9946	2,2
Irf7	BC094916	0.95487	50.65	0.653	rgb(224, 92, 94)	1.9946	None
Irf7	Gbp9	0.95487	50.65	0.647	rgb(224, 93, 95)	1.9946	None
Irf7	Isg20	0.95487	50.65	0.646	rgb(224, 94, 95)	1.9946	None
Mybl1	Marcks	0.95487	50.65	0.651	rgb(224, 93, 94)	1.9946	None
Myc	Lactb	-0.95487	50.65	-6.5E-01	rgb( 76,131,242)	1.9946	None
Rbpj	Nedd4	0.95487	50.65	0.651	rgb(224, 93, 94)	1.9946	2,2
Smad3	Fam102a	0.95487	50.65	0.648	rgb(224, 93, 95)	1.9946	None
Sox5	Serpinf1	0.95487	50.65	0.651	rgb(224, 93, 94)	1.9946	2,2
Sp3	Dcakd	-0.95487	50.65	-6.5E-01	rgb( 76,131,242)	1.9946	None
Sp4	Dctn4	0.95487	50.65	0.655	rgb(224, 92, 93)	1.9946	None
Srebf1	Tnk2	0.95487	50.65	0.649	rgb(224, 93, 94)	1.9946	None
Srebf2	Cnnm3	0.95487	50.65	0.654	rgb(224, 92, 93)	1.9946	None
Tcf3	Anapc1	0.95487	50.65	0.654	rgb(224, 92, 93)	1.9946	None
Tcf3	Slc9a3r1	0.95487	50.65	0.646	rgb(224, 94, 95)	1.9946	None
Arid3a	Ahnak	0.95249	50.64	0.638	rgb(224, 95, 96)	1.9944	None
Arid3a	Ms4a4b	-0.95249	50.64	-6.4E-01	rgb( 79,133,241)	1.9944	None
Atf3	Atp11a	0.95249	50.64	0.636	rgb(224, 96, 97)	1.9944	2,2
Bhlhe40	Tg	0.95249	50.64	0.635	rgb(224, 96, 97)	1.9944	None
Ebf1	Gatsl2	0.95249	50.64	0.638	rgb(224, 95, 96)	1.9944	None
Elk3	Tmem19	0.95249	50.64	0.636	rgb(224, 95, 97)	1.9944	None
Ets1	Slc9a3r1	0.95249	50.64	0.64	rgb(224, 95, 96)	1.9944	None
Ets2	Flt3l	-0.95249	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	None
Ets2	Ifit2	0.95249	50.64	0.641	rgb(224, 95, 96)	1.9944	2,2
Ets2	Sept9	-0.95249	50.64	-6.4E-01	rgb( 79,133,241)	1.9944	None
Etv6	Il12rb1	0.95249	50.64	0.645	rgb(224, 94, 95)	1.9944	2,2
Gfi1	Rgmb	-0.95249	50.64	-6.4E-01	rgb( 78,133,241)	1.9944	None
Hsf1	4931406P16Rik	0.95249	50.64	0.638	rgb(224, 95, 96)	1.9944	None
Irf4	Dusp22	-0.95249	50.64	-6.4E-01	rgb( 79,133,241)	1.9944	None
Irf4	Srgap3	-0.95249	50.64	-6.4E-01	rgb( 77,132,241)	1.9944	2,2
Irf4	Trpm1	-0.95249	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	None
Irf7	Gbp10	0.95249	50.64	0.638	rgb(224, 95, 96)	1.9944	None
Irf7	Mx1	0.95249	50.64	0.637	rgb(224, 95, 97)	1.9944	None
Lhx2	Cdkl5	0.95249	50.64	0.642	rgb(224, 94, 96)	1.9944	None
Mxi1	Acp5	0.95249	50.64	0.642	rgb(224, 94, 96)	1.9944	None
Nfil3	Sntb1	-0.95249	50.64	-6.4E-01	rgb( 79,133,241)	1.9944	None
Rbpj	Nfil3	0.95249	50.64	0.641	rgb(224, 95, 96)	1.9944	2,2
Rxra	Gstm1	-0.95249	50.64	-6.4E-01	rgb( 78,133,241)	1.9944	None
Six5	Skil	-0.95249	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	None
Six5	Tes	-0.95249	50.64	-6.4E-01	rgb( 78,133,241)	1.9944	None
Sp4	Arhgdig	-0.95249	50.64	-6.4E-01	rgb( 79,133,241)	1.9944	None
Sp6	Lrrc66	-0.95249	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	2,2
Srf	Ccdc107	-0.95249	50.64	-6.4E-01	rgb( 78,133,241)	1.9944	None
Tead1	Nupr1	0.95249	50.64	0.645	rgb(224, 94, 95)	1.9944	2,2
Thap1	Dffb	0.95249	50.64	0.639	rgb(224, 95, 96)	1.9944	None
Zfp281	Synpo	0.95249	50.64	0.637	rgb(224, 95, 97)	1.9944	None
Zfp277	Tmem35	0.95249	50.64	0.641	rgb(224, 95, 96)	1.9944	2,2
Bhlhe40	Kdelc2	0.95011	50.63	0.629	rgb(224, 97, 98)	1.9942	None
Bhlhe40	Mbtd1	-0.95011	50.63	-6.3E-01	rgb( 80,134,241)	1.9942	None
Cebpg	B930041F14Rik	-0.95011	50.63	-6.3E-01	rgb( 81,134,241)	1.9942	None
Cebpg	Gpt2	0.95011	50.63	0.629	rgb(224, 97, 98)	1.9942	2,2
Cebpg	Slc7a3	0.95011	50.63	0.634	rgb(224, 96, 97)	1.9942	2,2
Egr2	Pten	-0.95011	50.63	-6.3E-01	rgb( 81,134,241)	1.9942	None
Elf1	Mafg	-0.95011	50.63	-6.3E-01	rgb( 81,134,241)	1.9942	None
