TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf7	Rtp4	0.79734	50.44	0.937	rgb(227, 38, 40)	2	None
Srebf1	Fads2	0.79734	50.35	0.846	rgb(226, 55, 57)	1.9982	2,2
Irf1	Nlrc5	0.79734	50.34	0.844	rgb(226, 56, 57)	1.998	None
Irf7	Rsad2	0.79734	50.34	0.838	rgb(226, 57, 59)	1.998	None
Tbx21	Tbkbp1	0.79734	50.32	0.822	rgb(226, 60, 62)	1.9976	2,2
Sp2	Psmd8	-0.79734	50.31	-8.1E-01	rgb( 41,110,248)	1.9974	None
Srebf1	Sqle	0.79734	50.3	0.803	rgb(226, 64, 65)	1.9972	None
Elf1	Pde7a	0.79734	50.29	0.792	rgb(226, 66, 67)	1.997	None
Irf7	Xaf1	0.79734	50.29	0.789	rgb(226, 66, 68)	1.997	None
Rorc	C2cd4d	0.79734	50.29	0.794	rgb(226, 65, 67)	1.997	None
Sp2	Brd3	0.79734	50.29	0.786	rgb(226, 67, 68)	1.997	None
Srf	Adarb1	0.79734	50.29	0.791	rgb(226, 66, 67)	1.997	None
Elf1	Arhgef6	0.79734	50.28	0.784	rgb(226, 67, 69)	1.9968	None
Irf1	Tbx21	0.79734	50.28	0.78	rgb(226, 68, 70)	1.9968	2,2
Irf5	Gna15	0.79734	50.28	0.784	rgb(226, 67, 69)	1.9968	None
Hic1	Itga4	0.79734	50.27	0.771	rgb(225, 70, 71)	1.9966	None
Hsf1	Smyd5	0.79734	50.27	0.771	rgb(225, 70, 71)	1.9966	None
Irf1	Gbp6	0.79734	50.27	0.769	rgb(225, 70, 72)	1.9966	None
Tcf12	Mycbp2	0.79734	50.27	0.77	rgb(225, 70, 71)	1.9966	None
Zfp629	Ttbk2	0.79734	50.27	0.766	rgb(225, 71, 72)	1.9966	2,2
Hif1a	Ccr5	0.79734	50.26	0.757	rgb(225, 72, 74)	1.9964	None
Irf9	Irf7	0.79734	50.26	0.758	rgb(225, 72, 74)	1.9964	None
Hif1a	Mfsd2a	0.79734	50.25	0.75	rgb(225, 74, 75)	1.9962	None
Irf7	I830012O16Rik	0.79734	50.25	0.75	rgb(225, 74, 75)	1.9962	2,2
Irf7	Ifit3	0.79734	50.25	0.754	rgb(225, 73, 75)	1.9962	None
Smad4	Itpr3	0.79734	50.25	0.748	rgb(225, 74, 76)	1.9962	None
Zfp385a	Eng	0.79734	50.25	0.75	rgb(225, 74, 75)	1.9962	2,2
Irf7	Cmpk2	0.79734	50.24	0.736	rgb(225, 76, 78)	1.996	None
Irf7	Pydc4	0.79734	50.24	0.735	rgb(225, 77, 78)	1.996	None
Mxi1	Ndufv3	0.79734	50.24	0.736	rgb(225, 76, 78)	1.996	None
Nfkb2	Psd	0.79734	50.24	0.742	rgb(225, 75, 77)	1.996	None
Mxd3	Cdc25b	0.79734	50.24	0.741	rgb(225, 75, 77)	1.996	2,2
Elf1	Dock11	0.79734	50.23	0.728	rgb(225, 78, 79)	1.9958	None
Foxs1	Mylk2	0.79734	50.23	0.734	rgb(225, 77, 78)	1.9958	2,2
Irf1	Igtp	0.79734	50.23	0.727	rgb(225, 78, 80)	1.9958	None
Sp110	Cdkn2d	0.79734	50.23	0.728	rgb(225, 78, 79)	1.9958	2,2
Srebf1	Flna	0.79734	50.23	0.728	rgb(225, 78, 79)	1.9958	None
Atf5	Minpp1	-0.79734	50.22	-7.2E-01	rgb( 62,123,244)	1.9956	2,2
E2f4	Hspb11	-0.79734	50.22	-7.2E-01	rgb( 61,122,244)	1.9956	None
Foxs1	Vax2	0.79734	50.22	0.715	rgb(225, 80, 82)	1.9956	2,2
Irf7	Gm6548	0.79734	50.22	0.721	rgb(225, 79, 81)	1.9956	2,2
Irf7	Ifit1	0.79734	50.22	0.721	rgb(225, 79, 81)	1.9956	None
