TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf7	Rtp4	1	50.91	0.913	rgb(227, 43, 44)	2	2,2
Irf7	Cmpk2	0.99677	50.87	0.866	rgb(227, 52, 53)	1.9992	2,2
Irf9	Irf7	0.99353	50.86	0.864	rgb(227, 52, 54)	1.999	2,2
Sp2	Zfp592	0.9903	50.85	0.848	rgb(226, 55, 57)	1.9988	None
Zfp536	Lpin3	0.9903	50.85	0.847	rgb(226, 55, 57)	1.9988	2,2
Irf1	Nlrc5	0.98707	50.83	0.831	rgb(226, 58, 60)	1.9984	None
Sp2	Rreb1	0.98707	50.83	0.826	rgb(226, 59, 61)	1.9984	None
Srf	Adarb1	0.98383	50.82	0.817	rgb(226, 61, 62)	1.9982	None
Irf1	Tbx21	0.9806	50.81	0.806	rgb(226, 63, 65)	1.998	2,2
Gm14420	Gm2011	0.9806	50.81	0.809	rgb(226, 62, 64)	1.998	2,2
Irf7	Rsad2	0.97737	50.8	0.804	rgb(226, 63, 65)	1.9978	None
Nfkb1	Emb	-0.97737	50.8	-8.0E-01	rgb( 42,111,248)	1.9978	None
Sp2	Lrrc28	-0.97737	50.8	-8.0E-01	rgb( 43,111,247)	1.9978	None
Tbx21	Tbkbp1	0.97737	50.8	0.801	rgb(226, 64, 66)	1.9978	2,2
Pou2af1	Il10ra	-0.97413	50.79	-7.9E-01	rgb( 46,113,247)	1.9976	None
Srebf2	Dhcr24	0.97413	50.79	0.795	rgb(226, 65, 67)	1.9976	2,2
Stat4	Tnnt1	0.97413	50.79	0.787	rgb(226, 67, 68)	1.9976	None
Zfp536	Tmem37	0.97413	50.79	0.785	rgb(226, 67, 69)	1.9976	2,2
Irf7	Xaf1	0.9709	50.78	0.783	rgb(226, 67, 69)	1.9974	None
Maf	Aqp3	0.9709	50.78	0.778	rgb(226, 68, 70)	1.9974	None
Rorc	Lingo4	0.9709	50.78	0.784	rgb(226, 67, 69)	1.9974	2,2
Srebf1	Sqle	0.9709	50.78	0.781	rgb(226, 68, 69)	1.9974	None
Irf7	Ifit1	0.96766	50.77	0.77	rgb(225, 70, 72)	1.9972	None
Irf7	Ifit3	0.96766	50.77	0.77	rgb(225, 70, 71)	1.9972	2,2
Sp2	E2f7	0.96766	50.77	0.771	rgb(225, 70, 71)	1.9972	None
Zfp595	Zbed4	0.96766	50.77	0.773	rgb(225, 69, 71)	1.9972	2,2
Ahctf1	Zcchc2	0.96443	50.76	0.764	rgb(225, 71, 73)	1.997	None
Ddit3	Soat2	0.96443	50.76	0.765	rgb(225, 71, 72)	1.997	None
Elf1	Arhgef6	0.96443	50.76	0.764	rgb(225, 71, 73)	1.997	None
Nfatc1	Foxp4	0.96443	50.76	0.762	rgb(225, 71, 73)	1.997	None
Etv6	Pml	0.9612	50.75	0.747	rgb(225, 74, 76)	1.9968	None
Hif1a	B3gnt3	0.9612	50.75	0.747	rgb(225, 74, 76)	1.9968	None
Irf4	Chst15	0.9612	50.75	0.754	rgb(225, 73, 75)	1.9968	None
