TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Nfe2l2	Dhcr24	1	50.94	0.941	rgb(227, 37, 39)	2	None
Stat3	Chmp4b	0.99822	50.93	0.926	rgb(227, 40, 42)	1.9998	None
Nfe2l2	Lrrc59	0.99645	50.91	0.914	rgb(227, 42, 44)	1.9994	None
Tbx21	Tbkbp1	0.99645	50.91	0.905	rgb(227, 44, 46)	1.9994	2,2
Stat3	Tnip2	0.99467	50.9	0.899	rgb(227, 45, 47)	1.9992	None
Irf7	Rtp4	0.99467	50.9	0.899	rgb(227, 45, 47)	1.9992	2,2
Stat3	Klhl6	0.9929	50.89	0.886	rgb(227, 48, 50)	1.999	None
Maf	Cdk5	0.99112	50.88	0.881	rgb(227, 49, 51)	1.9988	None
Maf	Ddx51	-0.99112	50.88	-8.8E-01	rgb( 26,101,250)	1.9988	None
Nfe2l2	Nfatc2	0.99112	50.88	0.883	rgb(227, 48, 50)	1.9988	None
Stat3	Arid5a	0.99112	50.88	0.876	rgb(227, 50, 52)	1.9988	None
Nfe2l2	Tnk2	0.98934	50.87	0.868	rgb(227, 51, 53)	1.9986	None
Stat3	Flot1	0.98934	50.87	0.874	rgb(227, 50, 52)	1.9986	None
Irf1	Nlrc5	0.98934	50.87	0.87	rgb(227, 51, 53)	1.9986	2,2
Maf	Slc9a8	-0.98757	50.86	-8.6E-01	rgb( 31,104,250)	1.9984	None
Stat3	Chm	0.98757	50.86	0.865	rgb(227, 52, 54)	1.9984	None
Hif1a	Ero1l	0.98579	50.85	0.855	rgb(226, 54, 55)	1.9982	None
Hif1a	Scrt1	0.98579	50.85	0.847	rgb(226, 55, 57)	1.9982	None
Nfe2l2	Slco3a1	0.98579	50.85	0.848	rgb(226, 55, 57)	1.9982	None
Stat3	Abi3	0.98579	50.85	0.848	rgb(226, 55, 57)	1.9982	None
Etv6	Hist1h1b	0.98401	50.84	0.841	rgb(226, 56, 58)	1.998	None
Hif1a	Jmjd6	0.98401	50.84	0.844	rgb(226, 56, 58)	1.998	None
Hif1a	Ppme1	0.98401	50.84	0.844	rgb(226, 56, 57)	1.998	None
Stat3	Bcl3	0.98401	50.84	0.84	rgb(226, 57, 58)	1.998	None
Stat3	Sema7a	0.98401	50.84	0.839	rgb(226, 57, 58)	1.998	None
Etv6	Hist2h4	0.98224	50.83	0.833	rgb(226, 58, 59)	1.9978	None
Hif1a	Mboat2	0.98224	50.83	0.827	rgb(226, 59, 61)	1.9978	None
Hif1a	Pdxp	0.98224	50.83	0.828	rgb(226, 59, 60)	1.9978	None
Hif1a	Ralb	0.98224	50.83	0.832	rgb(226, 58, 60)	1.9978	None
Stat3	Timp1	0.98224	50.83	0.827	rgb(226, 59, 61)	1.9978	None
Etv6	Atp7b	-0.98046	50.82	-8.2E-01	rgb( 40,109,248)	1.9976	None
Etv6	Rpp14	0.98046	50.82	0.82	rgb(226, 60, 62)	1.9976	None
Irf4	Glcci1	0.98046	50.82	0.817	rgb(226, 61, 63)	1.9976	None
Nfe2l2	Jak3	0.98046	50.82	0.816	rgb(226, 61, 63)	1.9976	None
Stat3	Dock9	0.98046	50.82	0.821	rgb(226, 60, 62)	1.9976	None
Stat3	Efemp2	0.98046	50.82	0.818	rgb(226, 61, 62)	1.9976	None
Stat3	Gngt2	0.98046	50.82	0.816	rgb(226, 61, 63)	1.9976	None
Stat3	Klf3	-0.98046	50.82	-8.2E-01	rgb( 40,109,248)	1.9976	None
Stat3	Ly6a	0.98046	50.82	0.822	rgb(226, 60, 62)	1.9976	None
Stat3	Zfp36	0.98046	50.82	0.816	rgb(226, 61, 63)	1.9976	None
Irf7	Rsad2	0.98046	50.82	0.817	rgb(226, 61, 63)	1.9976	2,2
Nfkb2	Psd	0.98046	50.82	0.823	rgb(226, 60, 62)	1.9976	2,2
Etv6	Hist2h2bb	0.97869	50.81	0.814	rgb(226, 62, 63)	1.9974	None
Hif1a	Aldoa	0.97869	50.81	0.808	rgb(226, 63, 64)	1.9974	None
Hif1a	Fam71f2	0.97869	50.81	0.806	rgb(226, 63, 65)	1.9974	None
Hif1a	Galk1	0.97869	50.81	0.811	rgb(226, 62, 64)	1.9974	None
Hif1a	Higd1a	0.97869	50.81	0.81	rgb(226, 62, 64)	1.9974	None
Nfe2l2	Tnfrsf18	-0.97869	50.81	-8.1E-01	rgb( 41,110,248)	1.9974	None
Zfp182	Fyco1	0.97869	50.81	0.806	rgb(226, 63, 65)	1.9974	2,2
Etv6	Gemin6	0.97691	50.8	0.797	rgb(226, 65, 66)	1.9972	None
Hif1a	Aldoc	0.97691	50.8	0.801	rgb(226, 64, 66)	1.9972	None
Hif1a	Ppp1r3b	0.97691	50.8	0.803	rgb(226, 64, 65)	1.9972	None
Hif1a	Sertad1	0.97691	50.8	0.8	rgb(226, 64, 66)	1.9972	None
Rorc	Il17f	0.97691	50.8	0.801	rgb(226, 64, 66)	1.9972	None
Stat3	Sgk1	0.97691	50.8	0.797	rgb(226, 65, 66)	1.9972	None
Stat3	Socs3	0.97691	50.8	0.796	rgb(226, 65, 67)	1.9972	None
Etv6	Pomc	0.97513	50.79	0.794	rgb(226, 65, 67)	1.997	None
Hif1a	Pafah1b3	0.97513	50.79	0.792	rgb(226, 66, 67)	1.997	None
Hif1a	Plcxd1	0.97513	50.79	0.786	rgb(226, 67, 68)	1.997	None
Hif1a	Rnf113a1	0.97513	50.79	0.791	rgb(226, 66, 68)	1.997	None
Nr4a1	Nr4a3	0.97513	50.79	0.792	rgb(226, 66, 67)	1.997	2,2
Zfp367	Dtl	0.97513	50.79	0.792	rgb(226, 66, 67)	1.997	2,2
Etv6	Rap1gds1	-0.97336	50.78	-7.8E-01	rgb( 47,114,247)	1.9968	None
Hif1a	Ddit4	0.97336	50.78	0.781	rgb(226, 68, 69)	1.9968	None
Hif1a	Ier3	0.97336	50.78	0.78	rgb(226, 68, 70)	1.9968	None
Nfe2l2	Samd1	0.97336	50.78	0.781	rgb(226, 68, 69)	1.9968	None
Rorc	Cyth4	0.97336	50.78	0.785	rgb(226, 67, 69)	1.9968	None
Rorc	Tnfrsf25	0.97336	50.78	0.775	rgb(226, 69, 71)	1.9968	None
Stat3	Frmd4b	0.97336	50.78	0.785	rgb(226, 67, 69)	1.9968	None
Stat3	Lamc2	0.97336	50.78	0.78	rgb(226, 68, 70)	1.9968	None
Stat3	Tcp11l2	0.97336	50.78	0.777	rgb(226, 69, 70)	1.9968	None
Hif1a	Arrb1	0.97158	50.77	0.771	rgb(225, 70, 71)	1.9966	None
Hif1a	Fam114a2	0.97158	50.77	0.767	rgb(225, 71, 72)	1.9966	None
Hif1a	Ndrg2	0.97158	50.77	0.772	rgb(225, 69, 71)	1.9966	None
