TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf1	Nlrc5	0.78739	50.39	0.888	rgb(227, 47, 49)	2	2,2
Irf9	Irf7	0.78739	50.39	0.885	rgb(227, 48, 50)	2	None
Tbx21	Tbkbp1	0.78739	50.39	0.886	rgb(227, 48, 49)	2	2,2
Srebf2	Dhcr24	0.78739	50.38	0.883	rgb(227, 48, 50)	1.9998	None
Irf7	Rtp4	0.78739	50.37	0.866	rgb(227, 52, 53)	1.9996	None
Sp110	Cdkn2d	0.78739	50.36	0.862	rgb(226, 52, 54)	1.9994	2,2
Zfp182	Fyco1	0.78739	50.33	0.835	rgb(226, 58, 59)	1.9988	2,2
Zfp536	Lpin3	0.78739	50.32	0.819	rgb(226, 61, 62)	1.9986	2,2
Hsf1	Sra1	-0.78739	50.31	-8.1E-01	rgb( 41,110,248)	1.9984	None
Irf1	Tbx21	0.78739	50.3	0.803	rgb(226, 64, 65)	1.9982	2,2
Sp2	Brd3	0.78739	50.3	0.803	rgb(226, 64, 65)	1.9982	None
Rorc	Lingo4	0.78739	50.3	0.798	rgb(226, 65, 66)	1.9982	2,2
Ahrr	Cyp1b1	0.78739	50.29	0.794	rgb(226, 65, 67)	1.998	None
Cebpg	Slc7a3	0.78739	50.29	0.788	rgb(226, 67, 68)	1.998	None
Irf1	Erap1	0.78739	50.29	0.795	rgb(226, 65, 67)	1.998	None
Irf7	Rsad2	0.78739	50.29	0.79	rgb(226, 66, 68)	1.998	None
C030039L03Rik	Ankzf1	0.78739	50.29	0.79	rgb(226, 66, 68)	1.998	2,2
Irf7	Ifit3	0.78739	50.28	0.775	rgb(226, 69, 70)	1.9978	2,2
Srebf2	Dhcr7	0.78739	50.28	0.777	rgb(226, 69, 70)	1.9978	2,2
Elf1	Arhgef6	0.78739	50.27	0.767	rgb(225, 70, 72)	1.9976	None
Junb	Hook2	0.78739	50.27	0.767	rgb(225, 70, 72)	1.9976	None
Irf1	Igtp	0.78739	50.26	0.762	rgb(225, 72, 73)	1.9974	None
Sp2	Slc39a9	0.78739	50.26	0.761	rgb(225, 72, 73)	1.9974	None
Zbed6	Cnot1	0.78739	50.26	0.757	rgb(225, 72, 74)	1.9974	None
Zbed6	Tsc1	0.78739	50.26	0.765	rgb(225, 71, 72)	1.9974	None
Crem	Vps37b	0.78739	50.25	0.745	rgb(225, 75, 76)	1.9972	None
Irf1	Gbp5	0.78739	50.25	0.747	rgb(225, 74, 76)	1.9972	None
Irf5	Cd44	0.78739	50.25	0.745	rgb(225, 75, 76)	1.9972	None
