TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Sp2	Brd3	0.80751	50.4	0.902	rgb(227, 45, 47)	2	None
Irf7	Rtp4	0.80751	50.39	0.886	rgb(227, 48, 50)	1.9998	2,2
Irf7	Rsad2	0.80751	50.37	0.867	rgb(227, 51, 53)	1.9994	None
Irf1	Nlrc5	0.80751	50.36	0.857	rgb(226, 53, 55)	1.9992	None
Tbx21	Tbkbp1	0.80751	50.34	0.843	rgb(226, 56, 58)	1.9988	2,2
Irf7	Xaf1	0.80751	50.33	0.83	rgb(226, 58, 60)	1.9986	None
Srebf2	Dhcr24	0.80751	50.33	0.832	rgb(226, 58, 60)	1.9986	2,2
Rorc	C2cd4d	0.80751	50.32	0.818	rgb(226, 61, 62)	1.9984	None
Crem	Vps37b	0.80751	50.31	0.807	rgb(226, 63, 64)	1.9982	None
Irf1	Tbx21	0.80751	50.31	0.808	rgb(226, 63, 64)	1.9982	2,2
Irf9	Irf7	0.80751	50.3	0.8	rgb(226, 64, 66)	1.998	2,2
Ahctf1	Zcchc2	0.80751	50.29	0.788	rgb(226, 67, 68)	1.9978	None
Hsf1	Smyd5	0.80751	50.28	0.784	rgb(226, 67, 69)	1.9976	None
Irf7	Ifit3	0.80751	50.28	0.778	rgb(226, 68, 70)	1.9976	2,2
Nr4a1	Nr4a3	0.80751	50.28	0.784	rgb(226, 67, 69)	1.9976	2,2
Rorc	Lingo4	0.80751	50.28	0.784	rgb(226, 67, 69)	1.9976	2,2
Srf	Notch1	0.80751	50.28	0.78	rgb(226, 68, 70)	1.9976	None
Smad4	Itpr3	0.80751	50.27	0.773	rgb(225, 69, 71)	1.9974	None
Mxd3	Cdc25b	0.80751	50.27	0.772	rgb(225, 69, 71)	1.9974	2,2
Egr1	Egr2	0.80751	50.26	0.758	rgb(225, 72, 74)	1.9972	None
Irf1	Erap1	0.80751	50.26	0.759	rgb(225, 72, 74)	1.9972	None
Irf1	Gbp5	0.80751	50.26	0.758	rgb(225, 72, 74)	1.9972	None
Irf7	Cmpk2	0.80751	50.26	0.762	rgb(225, 72, 73)	1.9972	2,2
Nfkb2	Psd	0.80751	50.26	0.762	rgb(225, 71, 73)	1.9972	None
Sp2	Slc39a9	0.80751	50.26	0.76	rgb(225, 72, 73)	1.9972	None
Srf	Adarb1	0.80751	50.26	0.757	rgb(225, 72, 74)	1.9972	None
Irf7	I830012O16Rik	0.80751	50.25	0.754	rgb(225, 73, 75)	1.997	2,2
Srebf1	Fads2	0.80751	50.25	0.75	rgb(225, 74, 75)	1.997	2,2
Irf7	Mx1	0.80751	50.24	0.739	rgb(225, 76, 77)	1.9968	2,2
Sp110	Cdkn2d	0.80751	50.24	0.736	rgb(225, 76, 78)	1.9968	2,2
Zfp385a	Eng	0.80751	50.24	0.743	rgb(225, 75, 77)	1.9968	2,2
Ahrr	Cyp1b1	0.80751	50.23	0.733	rgb(225, 77, 79)	1.9966	2,2
Elf1	Arhgef6	0.80751	50.23	0.732	rgb(225, 77, 79)	1.9966	None
Elf1	Pde7a	0.80751	50.23	0.732	rgb(225, 77, 79)	1.9966	None
Nfic	Klf13	0.80751	50.23	0.726	rgb(225, 78, 80)	1.9966	None
Pou2af1	Il10ra	-0.80751	50.23	-7.3E-01	rgb( 60,121,245)	1.9966	None
Tcf12	Mycbp2	0.80751	50.23	0.727	rgb(225, 78, 80)	1.9966	2,2
Cux1	Epb4.1l2	0.80751	50.22	0.716	rgb(225, 80, 82)	1.9964	2,2
Etv6	Ifi203	-0.80751	50.22	-7.2E-01	rgb( 61,122,244)	1.9964	None
Irf1	Gbp10	0.80751	50.22	0.721	rgb(225, 79, 81)	1.9964	2,2
Irf2	Wipf1	0.80751	50.22	0.724	rgb(225, 79, 80)	1.9964	None
Irf5	Gna15	0.80751	50.22	0.719	rgb(225, 80, 81)	1.9964	2,2
Irf7	Ifit1	0.80751	50.22	0.721	rgb(225, 79, 81)	1.9964	None
Mxi1	Ppp1r13l	0.80751	50.22	0.721	rgb(225, 79, 81)	1.9964	None
Mybl1	Gen1	0.80751	50.22	0.715	rgb(225, 80, 82)	1.9964	2,2
Sp110	Ly6c1	0.80751	50.22	0.724	rgb(225, 79, 80)	1.9964	2,2
Irf7	2010002M12Rik	0.80751	50.21	0.708	rgb(225, 82, 83)	1.9962	2,2
Mxi1	Ypel5	0.80751	50.21	0.708	rgb(225, 82, 83)	1.9962	None
Nfatc1	Foxp4	0.80751	50.21	0.71	rgb(225, 81, 83)	1.9962	None
Sp2	Zfp592	0.80751	50.21	0.706	rgb(225, 82, 84)	1.9962	None
Srebf2	Kdm2b	0.80751	50.21	0.705	rgb(225, 82, 84)	1.9962	None
Stat4	Cyp39a1	0.80751	50.21	0.707	rgb(225, 82, 83)	1.9962	None
Zbtb17	Dnmt3a	0.80751	50.21	0.713	rgb(225, 81, 82)	1.9962	2,2
E2f1	Wee1	0.80751	50.2	0.696	rgb(225, 84, 85)	1.996	None
Egr2	Runx1	0.80751	50.2	0.702	rgb(225, 83, 84)	1.996	None
Elk3	Capg	0.80751	50.2	0.695	rgb(225, 84, 86)	1.996	2,2
Foxs1	Mylk2	0.80751	50.2	0.704	rgb(225, 83, 84)	1.996	2,2
Foxs1	Vax2	0.80751	50.2	0.695	rgb(225, 84, 86)	1.996	2,2
Hsf1	Mtrf1	-0.80751	50.2	-7.0E-01	rgb( 65,124,244)	1.996	None
Irf1	Igtp	0.80751	50.2	0.702	rgb(225, 83, 84)	1.996	2,2
Smad3	Cyr61	-0.80751	50.2	-7.0E-01	rgb( 66,125,243)	1.996	None
Sp2	Crtc1	0.80751	50.2	0.698	rgb(225, 84, 85)	1.996	None
Srebf1	Sqle	0.80751	50.2	0.704	rgb(225, 82, 84)	1.996	None
C030039L03Rik	Muc2	0.80751	50.2	0.701	rgb(225, 83, 85)	1.996	2,2
Zfp367	Exo1	0.80751	50.2	0.696	rgb(225, 84, 85)	1.996	2,2
Zfp629	Ttbk2	0.80751	50.2	0.703	rgb(225, 83, 84)	1.996	2,2
Ahrr	Gpr15	0.80751	50.19	0.691	rgb(225, 85, 86)	1.9957	2,2
Cebpg	Pck2	0.80751	50.19	0.69	rgb(225, 85, 87)	1.9957	2,2
Elf1	Slain1	0.80751	50.19	0.688	rgb(225, 86, 87)	1.9957	None
Epas1	Gata3	0.80751	50.19	0.689	rgb(225, 85, 87)	1.9957	2,2
Irf1	Gbp2	0.80751	50.19	0.687	rgb(225, 86, 87)	1.9957	None
Jun	Kdelc2	-0.80751	50.19	-6.9E-01	rgb( 67,126,243)	1.9957	2,2
Sp4	Ccdc134	-0.80751	50.19	-6.9E-01	rgb( 67,125,243)	1.9957	None
Srebf1	Abcg1	0.80751	50.19	0.687	rgb(225, 86, 87)	1.9957	2,2
Zfp513	Vdac1	-0.80751	50.19	-6.9E-01	rgb( 68,126,243)	1.9957	2,2
Zfp948	Ankrd23	0.80751	50.19	0.693	rgb(225, 85, 86)	1.9957	2,2
Cebpg	Psph	0.80751	50.18	0.677	rgb(224, 88, 89)	1.9955	2,2
Etv6	Gripap1	-0.80751	50.18	-6.8E-01	rgb( 69,127,243)	1.9955	None
Irf1	Gbp4	0.80751	50.18	0.679	rgb(224, 87, 89)	1.9955	None
Irf7	Oasl2	0.80751	50.18	0.683	rgb(225, 87, 88)	1.9955	2,2
Klf10	Rara	0.80751	50.18	0.676	rgb(224, 88, 89)	1.9955	None
Rest	Rbm15	0.80751	50.18	0.681	rgb(224, 87, 88)	1.9955	None
Runx2	Galnt3	0.80751	50.18	0.68	rgb(224, 87, 88)	1.9955	None
Sp110	Bcl2a1b	0.80751	50.18	0.68	rgb(224, 87, 89)	1.9955	2,2
Sp2	Drosha	0.80751	50.18	0.678	rgb(224, 88, 89)	1.9955	None
Sp2	E2f7	0.80751	50.18	0.683	rgb(225, 87, 88)	1.9955	None
Sp4	Nrf1	-0.80751	50.18	-6.8E-01	rgb( 70,128,243)	1.9955	None
Yy2	Slfn3	0.80751	50.18	0.679	rgb(224, 87, 89)	1.9955	None
Crem	Galc	0.80751	50.17	0.667	rgb(224, 90, 91)	1.9953	None
E2f4	Tnfrsf18	-0.80751	50.17	-6.7E-01	rgb( 73,129,242)	1.9953	None
Ets1	Slc9a3r1	0.80751	50.17	0.668	rgb(224, 89, 91)	1.9953	None
Ets1	Tex2	0.80751	50.17	0.672	rgb(224, 89, 90)	1.9953	None
Irf1	Tgtp2	0.80751	50.17	0.673	rgb(224, 88, 90)	1.9953	None
Irf4	Crtam	-0.80751	50.17	-6.7E-01	rgb( 71,128,243)	1.9953	None
Jdp2	Pck2	0.80751	50.17	0.672	rgb(224, 89, 90)	1.9953	2,2
Mxi1	Aen	-0.80751	50.17	-6.7E-01	rgb( 73,129,242)	1.9953	None
Prrx1	Cav1	0.80751	50.17	0.675	rgb(224, 88, 89)	1.9953	2,2
Rxra	Slain1	0.80751	50.17	0.67	rgb(224, 89, 90)	1.9953	None
Sp2	Hist3h2bb-ps	-0.80751	50.17	-6.7E-01	rgb( 72,129,242)	1.9953	None
Sp2	Rpl14	-0.80751	50.17	-6.7E-01	rgb( 72,129,242)	1.9953	None
Zfp467	Wnt10a	0.80751	50.17	0.674	rgb(224, 88, 90)	1.9953	None
Sgsm2	Tert	0.80751	50.17	0.666	rgb(224, 90, 91)	1.9953	2,2
Bcl11b	Mllt6	0.80751	50.16	0.663	rgb(224, 90, 92)	1.9951	None
Ets2	Ifit2	0.80751	50.16	0.665	rgb(224, 90, 91)	1.9951	2,2
Hsf1	Rwdd2a	-0.80751	50.16	-6.6E-01	rgb( 73,130,242)	1.9951	None
Irf7	Gbp10	0.80751	50.16	0.664	rgb(224, 90, 92)	1.9951	2,2
Jun	Stat5b	0.80751	50.16	0.66	rgb(224, 91, 92)	1.9951	None
Maf	Pdpn	0.80751	50.16	0.664	rgb(224, 90, 92)	1.9951	None
Rreb1	Tacc2	0.80751	50.16	0.657	rgb(224, 92, 93)	1.9951	None
Vax2	Avpi1	0.80751	50.16	0.659	rgb(224, 91, 92)	1.9951	None
Vax2	Il17re	0.80751	50.16	0.659	rgb(224, 91, 92)	1.9951	2,2
Eea1	Ctsw	-0.80751	50.16	-6.6E-01	rgb( 73,130,242)	1.9951	2,2
Zfp429	Apold1	-0.80751	50.16	-6.6E-01	rgb( 75,130,242)	1.9951	2,2
Zfp536	Tekt2	0.80751	50.16	0.655	rgb(224, 92, 93)	1.9951	2,2
E2f1	Exo1	0.80751	50.15	0.65	rgb(224, 93, 94)	1.9949	None
Etv4	Mboat7	0.80751	50.15	0.649	rgb(224, 93, 94)	1.9949	2,2
Hif1a	Ccr5	0.80751	50.15	0.646	rgb(224, 94, 95)	1.9949	None
Irf1	Gbp6	0.80751	50.15	0.651	rgb(224, 93, 94)	1.9949	2,2
Irf4	Abcd3	-0.80751	50.15	-6.5E-01	rgb( 75,131,242)	1.9949	None
Irf4	Gdpd5	-0.80751	50.15	-6.5E-01	rgb( 76,131,242)	1.9949	None
Irf4	Icosl	-0.80751	50.15	-6.5E-01	rgb( 77,132,242)	1.9949	None
Osr2	Serpinb1b	0.80751	50.15	0.649	rgb(224, 93, 94)	1.9949	2,2
Rxra	Fgf2	0.80751	50.15	0.654	rgb(224, 92, 93)	1.9949	None
Sox5	Tbc1d30	-0.80751	50.15	-6.5E-01	rgb( 76,131,242)	1.9949	None
Sp110	Max	0.80751	50.15	0.646	rgb(224, 94, 95)	1.9949	2,2
Zfhx3	Ermp1	0.80751	50.15	0.651	rgb(224, 93, 94)	1.9949	2,2
Mxd4	Ypel3	0.80751	50.15	0.654	rgb(224, 92, 93)	1.9949	2,2
Zfp277	Fam120c	-0.80751	50.15	-6.5E-01	rgb( 77,132,242)	1.9949	2,2
Zfp429	Zfp874a	0.80751	50.15	0.646	rgb(224, 94, 95)	1.9949	2,2
Zfp787	Zfp668	0.80751	50.15	0.65	rgb(224, 93, 94)	1.9949	2,2
E2f1	Tbc1d5	0.80751	50.14	0.643	rgb(224, 94, 95)	1.9947	None
Epas1	Mllt3	0.80751	50.14	0.644	rgb(224, 94, 95)	1.9947	None
Irf4	Abcb9	-0.80751	50.14	-6.4E-01	rgb( 78,132,241)	1.9947	None
Irf5	Calhm2	0.80751	50.14	0.636	rgb(224, 96, 97)	1.9947	2,2
Irf5	St14	0.80751	50.14	0.642	rgb(224, 94, 96)	1.9947	2,2
Irf7	Pydc4	0.80751	50.14	0.636	rgb(224, 96, 97)	1.9947	2,2
Klf2	Gpr146	0.80751	50.14	0.644	rgb(224, 94, 95)	1.9947	None
Maf	Aqp3	0.80751	50.14	0.636	rgb(224, 96, 97)	1.9947	None
