TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf7	Rtp4	1	50.91	0.915	rgb(227, 42, 44)	2	2,2
Irf9	Irf7	0.99687	50.86	0.856	rgb(226, 54, 55)	1.999	2,2
Sp2	Zfp592	0.99687	50.86	0.858	rgb(226, 53, 55)	1.999	None
Tbx21	Tbkbp1	0.99375	50.85	0.846	rgb(226, 55, 57)	1.9988	2,2
Irf7	Rsad2	0.99062	50.84	0.841	rgb(226, 56, 58)	1.9986	None
Zfp536	Lpin3	0.99062	50.84	0.845	rgb(226, 56, 57)	1.9986	2,2
Srebf2	Dhcr24	0.98749	50.82	0.821	rgb(226, 60, 62)	1.9982	2,2
Srf	Zfp646	0.98749	50.82	0.818	rgb(226, 61, 62)	1.9982	None
Irf1	Nlrc5	0.98436	50.81	0.806	rgb(226, 63, 65)	1.998	None
Nfkb1	Emb	-0.98436	50.81	-8.1E-01	rgb( 40,110,248)	1.998	None
Sp2	E2f7	0.98436	50.81	0.811	rgb(226, 62, 64)	1.998	None
Sp2	Lrrc28	-0.98436	50.81	-8.1E-01	rgb( 41,110,248)	1.998	None
Mxi1	Cxcr4	0.98124	50.8	0.805	rgb(226, 63, 65)	1.9978	None
Sp2	Hist3h2a	-0.98124	50.8	-8.0E-01	rgb( 44,112,247)	1.9978	None
Sp2	Rreb1	0.98124	50.8	0.804	rgb(226, 64, 65)	1.9978	None
Srf	Adarb1	0.98124	50.8	0.801	rgb(226, 64, 66)	1.9978	None
Stat4	Tnnt1	0.98124	50.8	0.796	rgb(226, 65, 67)	1.9978	None
Irf1	Tbx21	0.97811	50.79	0.795	rgb(226, 65, 67)	1.9976	2,2
Vax2	Il17re	0.97811	50.79	0.793	rgb(226, 66, 67)	1.9976	2,2
Crem	Galc	0.97498	50.78	0.778	rgb(226, 68, 70)	1.9974	None
Elf1	Arhgef6	0.97498	50.78	0.782	rgb(226, 68, 69)	1.9974	None
Srebf1	Sqle	0.97498	50.78	0.781	rgb(226, 68, 69)	1.9974	None
Epas1	Gata3	0.97185	50.77	0.767	rgb(225, 71, 72)	1.9972	2,2
Rorc	Lingo4	0.97185	50.77	0.766	rgb(225, 71, 72)	1.9972	2,2
Nfatc1	Foxp4	0.96873	50.76	0.757	rgb(225, 72, 74)	1.997	None
Smad3	Cyr61	-0.96873	50.76	-7.6E-01	rgb( 53,117,246)	1.997	None
E2f1	Exo1	0.9656	50.75	0.75	rgb(225, 74, 75)	1.9968	None
Hsf1	Ascc1	-0.9656	50.75	-7.5E-01	rgb( 54,118,245)	1.9968	None
Irf7	Oasl2	0.9656	50.75	0.75	rgb(225, 74, 75)	1.9968	2,2
Rest	Crebbp	0.9656	50.75	0.753	rgb(225, 73, 75)	1.9968	None
Sp2	Ckmt1	-0.9656	50.75	-7.5E-01	rgb( 53,117,246)	1.9968	None
Yy2	Smek1	0.9656	50.75	0.75	rgb(225, 74, 75)	1.9968	None
Ahctf1	Zcchc2	0.96247	50.74	0.74	rgb(225, 76, 77)	1.9966	None
Ddit3	Stard5	0.96247	50.74	0.742	rgb(225, 75, 77)	1.9966	2,2
Nr4a3	Nr4a1	0.96247	50.74	0.735	rgb(225, 77, 78)	1.9966	2,2
Rfx1	Psme1	-0.96247	50.74	-7.4E-01	rgb( 57,120,245)	1.9966	None
Sp2	Crtc1	0.96247	50.74	0.737	rgb(225, 76, 78)	1.9966	None
Mxd3	Cdc25b	0.96247	50.74	0.738	rgb(225, 76, 77)	1.9966	2,2
Cux1	Epb4.1l2	0.95935	50.73	0.728	rgb(225, 78, 79)	1.9964	2,2
Hif1a	Satb1	0.95935	50.73	0.728	rgb(225, 78, 79)	1.9964	None
Sp110	Cdkn2d	0.95935	50.73	0.727	rgb(225, 78, 80)	1.9964	2,2
Sp2	Sav1	0.95935	50.73	0.726	rgb(225, 78, 80)	1.9964	None
Sp2	Sept4	-0.95935	50.73	-7.3E-01	rgb( 59,121,245)	1.9964	None
Sp4	Nrf1	-0.95935	50.73	-7.3E-01	rgb( 59,121,245)	1.9964	None
Tcf3	Wrnip1	0.95935	50.73	0.728	rgb(225, 78, 79)	1.9964	None
Zfp182	Tlcd2	-0.95935	50.73	-7.3E-01	rgb( 59,121,245)	1.9964	None
Zfp52	Mapkbp1	0.95935	50.73	0.726	rgb(225, 78, 80)	1.9964	2,2
Zfp629	Ttbk2	0.95935	50.73	0.729	rgb(225, 78, 79)	1.9964	2,2
Zfp787	Ocrl	-0.95935	50.73	-7.3E-01	rgb( 60,121,245)	1.9964	2,2
Ahrr	Cyp1b1	0.95622	50.72	0.715	rgb(225, 80, 82)	1.9962	2,2
Cebpg	Chac1	0.95622	50.72	0.718	rgb(225, 80, 81)	1.9962	2,2
E2f4	Aebp1	0.95622	50.72	0.721	rgb(225, 79, 81)	1.9962	None
Fosl2	Tbc1d30	0.95622	50.72	0.725	rgb(225, 79, 80)	1.9962	None
Hsf1	Guca1a	-0.95622	50.72	-7.2E-01	rgb( 62,123,244)	1.9962	None
Irf2	Gimap7	0.95622	50.72	0.715	rgb(225, 80, 82)	1.9962	None
Maf	Aqp3	0.95622	50.72	0.719	rgb(225, 80, 81)	1.9962	None
Nfatc2	Mndal	-0.95622	50.72	-7.2E-01	rgb( 61,122,244)	1.9962	None
Rest	Rbm15	0.95622	50.72	0.719	rgb(225, 80, 81)	1.9962	None
Srebf1	Fads2	0.95622	50.72	0.724	rgb(225, 79, 80)	1.9962	2,2
Zfp800	Smek1	0.95622	50.72	0.717	rgb(225, 80, 82)	1.9962	2,2
Cebpg	Pck2	0.95309	50.71	0.706	rgb(225, 82, 84)	1.996	2,2
Hsf1	Smyd5	0.95309	50.71	0.71	rgb(225, 81, 83)	1.996	None
Irf2	Rbms2	0.95309	50.71	0.712	rgb(225, 81, 82)	1.996	None
Irf7	2010002M12Rik	0.95309	50.71	0.706	rgb(225, 82, 84)	1.996	2,2
Junb	Hook2	0.95309	50.71	0.714	rgb(225, 81, 82)	1.996	None
Runx2	Galnt3	0.95309	50.71	0.713	rgb(225, 81, 82)	1.996	None
Srebf2	Mtmr7	-0.95309	50.71	-7.1E-01	rgb( 62,123,244)	1.996	None
Xbp1	9930014A18Rik	-0.95309	50.71	-7.1E-01	rgb( 63,123,244)	1.996	None
Cebpg	Psph	0.94996	50.7	0.698	rgb(225, 84, 85)	1.9958	2,2
E2f1	Ddx51	0.94996	50.7	0.704	rgb(225, 83, 84)	1.9958	None
E2f1	Wee1	0.94996	50.7	0.696	rgb(225, 84, 85)	1.9958	None
