TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Tbx21	Tbkbp1	1	50.95	0.947	rgb(227, 36, 38)	2	2,2
Hif1a	P4hb	0.99771	50.86	0.858	rgb(226, 53, 55)	1.9982	None
Zfp182	Fyco1	0.99541	50.83	0.825	rgb(226, 59, 61)	1.9976	2,2
Hif1a	Ero1l	0.99312	50.81	0.805	rgb(226, 63, 65)	1.9972	None
Rorc	Lingo4	0.99312	50.81	0.807	rgb(226, 63, 64)	1.9972	2,2
Zfhx3	Ptgfrn	0.99082	50.79	0.786	rgb(226, 67, 68)	1.9968	None
Zfp367	Dtl	0.99082	50.79	0.787	rgb(226, 67, 68)	1.9968	2,2
Epas1	Bcar1	0.98853	50.78	0.776	rgb(226, 69, 70)	1.9966	None
Hif1a	2310022B05Rik	0.98853	50.78	0.779	rgb(226, 68, 70)	1.9966	None
Myc	Heatr1	0.98624	50.77	0.769	rgb(225, 70, 72)	1.9964	None
Hif1a	Egln1	0.98394	50.76	0.765	rgb(225, 71, 72)	1.9962	None
Mxd3	Cdc25b	0.98394	50.76	0.761	rgb(225, 72, 73)	1.9962	2,2
Hif1a	Slc2a3	0.98165	50.75	0.75	rgb(225, 74, 75)	1.996	None
Hif1a	Smtnl2	0.98165	50.75	0.752	rgb(225, 73, 75)	1.996	None
C030039L03Rik	Gapdhs	0.98165	50.75	0.748	rgb(225, 74, 76)	1.996	2,2
Zfp467	Sspo	0.98165	50.75	0.753	rgb(225, 73, 75)	1.996	2,2
Hsf2	Nrn1	0.97935	50.73	0.728	rgb(225, 78, 79)	1.9956	None
Irf9	2010002M12Rik	0.97935	50.73	0.725	rgb(225, 78, 80)	1.9956	None
Sp110	Cdkn2d	0.97706	50.72	0.725	rgb(225, 79, 80)	1.9954	2,2
Zfp536	Tekt2	0.97706	50.72	0.723	rgb(225, 79, 80)	1.9954	2,2
Hif1a	1700001L05Rik	0.97477	50.71	0.713	rgb(225, 81, 82)	1.9952	2,2
Epas1	Egln1	0.97247	50.7	0.703	rgb(225, 83, 84)	1.995	None
Hif1a	Rab39	0.97247	50.7	0.699	rgb(225, 83, 85)	1.995	None
Nfe2l2	Slc48a1	0.97247	50.7	0.697	rgb(225, 84, 85)	1.995	None
Stat1	Zbp1	0.97247	50.7	0.704	rgb(225, 83, 84)	1.995	None
Zfp385a	Zmat3	0.97247	50.7	0.699	rgb(225, 83, 85)	1.995	2,2
Epas1	Hk1	0.97018	50.69	0.686	rgb(225, 86, 87)	1.9948	2,2
Hif1a	Muc2	0.97018	50.69	0.688	rgb(225, 86, 87)	1.9948	None
Hif1a	Sncb	0.97018	50.69	0.686	rgb(225, 86, 87)	1.9948	None
Irf9	Pyhin1	0.97018	50.69	0.691	rgb(225, 85, 86)	1.9948	2,2
Myc	Rwdd2a	-0.97018	50.69	-6.9E-01	rgb( 67,126,243)	1.9948	None
Trp53	Gna15	0.97018	50.69	0.688	rgb(225, 86, 87)	1.9948	None
