TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Tbx21	Tbkbp1	1	50.92	0.921	rgb(227, 41, 43)	2	2,2
Irf7	Rtp4	0.99793	50.91	0.913	rgb(227, 43, 45)	1.9998	2,2
Irf1	Nlrc5	0.99585	50.87	0.867	rgb(227, 51, 53)	1.999	2,2
Zfp182	Fyco1	0.99378	50.83	0.833	rgb(226, 58, 59)	1.9982	2,2
Srebf1	Fads2	0.9917	50.81	0.815	rgb(226, 61, 63)	1.9978	2,2
Zfp385a	Eng	0.98963	50.8	0.797	rgb(226, 65, 66)	1.9976	2,2
Rorc	Lingo4	0.98756	50.79	0.788	rgb(226, 66, 68)	1.9974	2,2
Ddit3	Sars	0.98756	50.79	0.793	rgb(226, 65, 67)	1.9974	2,2
Irf1	Tbx21	0.98756	50.79	0.786	rgb(226, 67, 69)	1.9974	2,2
Irf9	Irf7	0.98756	50.79	0.791	rgb(226, 66, 67)	1.9974	2,2
Maf	Stab1	0.98548	50.78	0.778	rgb(226, 68, 70)	1.9972	None
Rorc	C2cd4d	0.98548	50.78	0.778	rgb(226, 68, 70)	1.9972	None
Irf7	Rsad2	0.98548	50.78	0.78	rgb(226, 68, 69)	1.9972	2,2
Nr4a1	Nr4a3	0.98548	50.78	0.785	rgb(226, 67, 69)	1.9972	2,2
Irf7	Mx1	0.98341	50.77	0.77	rgb(225, 70, 71)	1.997	2,2
Vax2	Avpi1	0.98134	50.76	0.761	rgb(225, 72, 73)	1.9968	2,2
Zfp367	Dtl	0.98134	50.76	0.763	rgb(225, 71, 73)	1.9968	2,2
Zfp385a	Zmat3	0.98134	50.76	0.757	rgb(225, 72, 74)	1.9968	2,2
Zfp467	Sspo	0.98134	50.76	0.76	rgb(225, 72, 73)	1.9968	2,2
Irf7	I830012O16Rik	0.97926	50.75	0.75	rgb(225, 74, 75)	1.9966	2,2
Irf7	Xaf1	0.97926	50.75	0.75	rgb(225, 74, 75)	1.9966	2,2
Bhlhe40	Tnip3	0.97719	50.74	0.741	rgb(225, 75, 77)	1.9964	2,2
Elk3	Capg	0.97719	50.74	0.743	rgb(225, 75, 76)	1.9964	2,2
Sp110	Gbp6	0.97719	50.74	0.742	rgb(225, 75, 77)	1.9964	2,2
Ahrr	Cyp1b1	0.97511	50.73	0.732	rgb(225, 77, 79)	1.9962	2,2
Foxs1	Mylk2	0.97511	50.73	0.731	rgb(225, 77, 79)	1.9962	2,2
Foxs1	Vax2	0.97511	50.73	0.735	rgb(225, 77, 78)	1.9962	2,2
Irf1	Igtp	0.97511	50.73	0.725	rgb(225, 78, 80)	1.9962	2,2
Irf7	Ifit3	0.97511	50.73	0.729	rgb(225, 78, 79)	1.9962	2,2
Tulp3	Tbc1d14	0.97511	50.73	0.733	rgb(225, 77, 78)	1.9962	2,2
Zfp367	Rpa2	0.97511	50.73	0.728	rgb(225, 78, 79)	1.9962	2,2
Irf4	Abcd3	-0.97304	50.72	-7.2E-01	rgb( 60,122,244)	1.996	None
Atf6b	Crip1	-0.97304	50.72	-7.2E-01	rgb( 61,122,244)	1.996	2,2
Irf1	Fam26f	0.97304	50.72	0.717	rgb(225, 80, 81)	1.996	2,2
Mxd3	Cdc25b	0.97304	50.72	0.717	rgb(225, 80, 81)	1.996	2,2
Zhx2	Sema6b	-0.97304	50.72	-7.2E-01	rgb( 61,122,244)	1.996	2,2
Maf	Ifih1	-0.97097	50.71	-7.1E-01	rgb( 63,123,244)	1.9958	None
Cebpg	Pck2	0.97097	50.71	0.709	rgb(225, 82, 83)	1.9958	2,2
Hes1	Spink2	0.97097	50.71	0.711	rgb(225, 81, 83)	1.9958	2,2
Irf5	St14	0.97097	50.71	0.706	rgb(225, 82, 83)	1.9958	2,2
Irf7	Oas1b	0.97097	50.71	0.707	rgb(225, 82, 83)	1.9958	2,2
Kdm2b	Mxd1	-0.97097	50.71	-7.1E-01	rgb( 63,124,244)	1.9958	2,2
Tcf12	Mycbp2	0.97097	50.71	0.708	rgb(225, 82, 83)	1.9958	2,2
Whsc1	Exo1	0.97097	50.71	0.712	rgb(225, 81, 82)	1.9958	2,2
Etv6	Ncs1	0.96889	50.7	0.702	rgb(225, 83, 84)	1.9956	None
Irf4	Gdpd5	-0.96889	50.7	-7.0E-01	rgb( 64,124,244)	1.9956	None
C030039L03Rik	Prkab2	0.96889	50.7	0.702	rgb(225, 83, 84)	1.9956	2,2
Pknox1	Got1	-0.96889	50.7	-7.0E-01	rgb( 66,125,243)	1.9956	2,2
Whsc1	Rfwd3	0.96889	50.7	0.704	rgb(225, 83, 84)	1.9956	2,2
Fosl2	Lrmp	-0.96682	50.69	-6.9E-01	rgb( 67,126,243)	1.9954	None
Irf4	Atp8b4	-0.96682	50.69	-6.9E-01	rgb( 68,126,243)	1.9954	None
Irf4	Crtam	-0.96682	50.69	-6.9E-01	rgb( 68,126,243)	1.9954	None
Maf	Aqp3	0.96682	50.69	0.693	rgb(225, 85, 86)	1.9954	None
C030039L03Rik	Muc2	0.96682	50.69	0.687	rgb(225, 86, 87)	1.9954	2,2
Dot1l	Rnf130	-0.96682	50.69	-6.9E-01	rgb( 66,125,243)	1.9954	2,2
Elf1	Stk4	0.96682	50.69	0.691	rgb(225, 85, 86)	1.9954	2,2
Ets1	Tex2	0.96682	50.69	0.695	rgb(225, 84, 86)	1.9954	2,2
Etv4	Slc6a9	0.96682	50.69	0.686	rgb(225, 86, 87)	1.9954	2,2
Irf7	Ifit1	0.96682	50.69	0.693	rgb(225, 85, 86)	1.9954	2,2
Sp110	Cdkn2d	0.96682	50.69	0.689	rgb(225, 85, 87)	1.9954	2,2
Terf1	Rftn1	-0.96682	50.69	-6.9E-01	rgb( 66,125,243)	1.9954	2,2
Zbtb26	2310015A10Rik	0.96682	50.69	0.695	rgb(225, 84, 86)	1.9954	2,2
Zfp397	Chst12	-0.96682	50.69	-6.9E-01	rgb( 67,126,243)	1.9954	2,2
Zfp473	Fkrp	-0.96682	50.69	-6.9E-01	rgb( 68,126,243)	1.9954	2,2
Fosl2	L3mbtl3	-0.96474	50.68	-6.8E-01	rgb( 69,127,243)	1.9952	None
Irf4	Chst15	0.96474	50.68	0.682	rgb(225, 87, 88)	1.9952	None
Irf1	Gbp4	0.96474	50.68	0.679	rgb(224, 87, 89)	1.9952	2,2
Irf1	Gbp6	0.96474	50.68	0.684	rgb(225, 86, 88)	1.9952	2,2
Irf7	Mx2	0.96474	50.68	0.681	rgb(224, 87, 88)	1.9952	2,2
Jdp2	Pck2	0.96474	50.68	0.679	rgb(224, 87, 89)	1.9952	2,2
Prrx1	Cav1	0.96474	50.68	0.684	rgb(225, 86, 88)	1.9952	2,2
Srebf2	Dhcr24	0.96474	50.68	0.677	rgb(224, 88, 89)	1.9952	2,2
Zfp318	Ptprj	-0.96474	50.68	-6.8E-01	rgb( 70,128,243)	1.9952	2,2
Etv6	Bcl3	0.96267	50.67	0.668	rgb(224, 89, 91)	1.995	None
Etv6	Dnajc12	-0.96267	50.67	-6.7E-01	rgb( 72,129,242)	1.995	None
Etv6	Il12rb1	0.96267	50.67	0.669	rgb(224, 89, 91)	1.995	None
Fosl2	Lpp	0.96267	50.67	0.674	rgb(224, 88, 90)	1.995	None
Fosl2	Tspan5	0.96267	50.67	0.672	rgb(224, 89, 90)	1.995	None
Fosl2	Zfp36l1	0.96267	50.67	0.674	rgb(224, 88, 90)	1.995	None
Irf4	Lpcat1	-0.96267	50.67	-6.7E-01	rgb( 71,128,243)	1.995	None
Maf	Plekho1	0.96267	50.67	0.666	rgb(224, 90, 91)	1.995	None
Cebpg	Psph	0.96267	50.67	0.666	rgb(224, 90, 91)	1.995	2,2
Irf7	2010002M12Rik	0.96267	50.67	0.667	rgb(224, 90, 91)	1.995	2,2
Msc	Il4ra	0.96267	50.67	0.674	rgb(224, 88, 90)	1.995	2,2
Patz1	Mboat7	0.96267	50.67	0.675	rgb(224, 88, 90)	1.995	2,2
Rel	1600014C10Rik	-0.96267	50.67	-6.7E-01	rgb( 71,128,243)	1.995	2,2
Sgsm2	Tert	0.96267	50.67	0.665	rgb(224, 90, 91)	1.995	2,2
Sp110	Ly6c1	0.96267	50.67	0.665	rgb(224, 90, 91)	1.995	2,2
Srebf1	Insig1	0.96267	50.67	0.666	rgb(224, 90, 91)	1.995	2,2
Zfp280c	Rfx7	0.96267	50.67	0.672	rgb(224, 89, 90)	1.995	2,2
Zfp367	Exo1	0.96267	50.67	0.671	rgb(224, 89, 90)	1.995	2,2
Zfp385a	Rnf169	0.96267	50.67	0.669	rgb(224, 89, 91)	1.995	2,2
Zfp750	Pik3r3	0.96267	50.67	0.668	rgb(224, 89, 91)	1.995	2,2
Etv6	Hmox1	0.9606	50.66	0.662	rgb(224, 90, 92)	1.9948	None
Hif1a	Cd28	0.9606	50.66	0.66	rgb(224, 91, 92)	1.9948	None
Hbp1	Smyd5	-0.9606	50.66	-6.6E-01	rgb( 74,130,242)	1.9948	2,2
Hlx	Olfm1	0.9606	50.66	0.655	rgb(224, 92, 93)	1.9948	2,2
Irf1	Erap1	0.9606	50.66	0.656	rgb(224, 92, 93)	1.9948	2,2
Irf5	Gna15	0.9606	50.66	0.66	rgb(224, 91, 92)	1.9948	2,2
Jun	Stat5b	0.9606	50.66	0.659	rgb(224, 91, 92)	1.9948	2,2
Mxi1	Aen	-0.9606	50.66	-6.6E-01	rgb( 73,129,242)	1.9948	2,2
Ncoa2	Tcf12	0.9606	50.66	0.659	rgb(224, 91, 92)	1.9948	2,2
Nfkb2	Psd	0.9606	50.66	0.663	rgb(224, 90, 92)	1.9948	2,2
Patz1	Btbd11	0.9606	50.66	0.661	rgb(224, 91, 92)	1.9948	2,2
Rest	Rbm15	0.9606	50.66	0.655	rgb(224, 92, 93)	1.9948	2,2
Srebf1	Abcg1	0.9606	50.66	0.66	rgb(224, 91, 92)	1.9948	2,2
Tead1	Nupr1	0.9606	50.66	0.661	rgb(224, 91, 92)	1.9948	2,2
Whsc1	Fancm	0.9606	50.66	0.662	rgb(224, 90, 92)	1.9948	2,2
Zfp385a	Abhd4	0.9606	50.66	0.657	rgb(224, 92, 93)	1.9948	2,2
Zfp467	Wnt10a	0.9606	50.66	0.662	rgb(224, 91, 92)	1.9948	2,2
Fosl2	Dnmt3b	-0.95852	50.65	-6.5E-01	rgb( 77,132,242)	1.9946	None
Hif1a	Sesn3	0.95852	50.65	0.648	rgb(224, 93, 95)	1.9946	None
Irf4	Gnpda1	0.95852	50.65	0.648	rgb(224, 93, 94)	1.9946	None
Irf4	Sh3bp1	-0.95852	50.65	-6.5E-01	rgb( 75,131,242)	1.9946	None
Ankzf1	Pdia2	0.95852	50.65	0.648	rgb(224, 93, 94)	1.9946	2,2
C030039L03Rik	Ankzf1	0.95852	50.65	0.653	rgb(224, 92, 94)	1.9946	2,2
C030039L03Rik	Per2	0.95852	50.65	0.646	rgb(224, 94, 95)	1.9946	2,2
Elf1	Id1	-0.95852	50.65	-6.5E-01	rgb( 75,131,242)	1.9946	2,2
Irf1	Gbp5	0.95852	50.65	0.652	rgb(224, 92, 94)	1.9946	2,2
Plagl1	Cd180	0.95852	50.65	0.65	rgb(224, 93, 94)	1.9946	2,2
Sp110	Bcl2a1b	0.95852	50.65	0.655	rgb(224, 92, 93)	1.9946	2,2
Trerf1	Tnk2	0.95852	50.65	0.647	rgb(224, 93, 95)	1.9946	2,2
Vax2	Cysltr1	0.95852	50.65	0.649	rgb(224, 93, 94)	1.9946	2,2
Zfp329	Neat1	0.95852	50.65	0.649	rgb(224, 93, 94)	1.9946	2,2
Zfp429	Apold1	-0.95852	50.65	-6.5E-01	rgb( 77,132,242)	1.9946	2,2
Zfp750	Robo3	0.95852	50.65	0.648	rgb(224, 93, 94)	1.9946	2,2
Zfp770	Zfp568	0.95852	50.65	0.645	rgb(224, 94, 95)	1.9946	2,2
Zik1	Mvp	-0.95852	50.65	-6.5E-01	rgb( 76,131,242)	1.9946	2,2
Etv6	Il2rb	0.95645	50.64	0.64	rgb(224, 95, 96)	1.9944	None
Etv6	Nfatc2	0.95645	50.64	0.636	rgb(224, 96, 97)	1.9944	None
Fosl2	Cnnm4	0.95645	50.64	0.636	rgb(224, 96, 97)	1.9944	None
Fosl2	Inpp5a	0.95645	50.64	0.642	rgb(224, 94, 96)	1.9944	None
Hif1a	Aff3	0.95645	50.64	0.637	rgb(224, 95, 97)	1.9944	None
Hif1a	Mvp	0.95645	50.64	0.639	rgb(224, 95, 96)	1.9944	None
Irf4	Hdac9	-0.95645	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	None
Maf	Cdk16	0.95645	50.64	0.639	rgb(224, 95, 96)	1.9944	None
Nfe2l2	Gfod1	-0.95645	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	None
Rorc	Tnfrsf25	0.95645	50.64	0.643	rgb(224, 94, 95)	1.9944	None
Cebpg	Gpt2	0.95645	50.64	0.636	rgb(224, 96, 97)	1.9944	2,2
Cggbp1	Scyl2	0.95645	50.64	0.645	rgb(224, 94, 95)	1.9944	2,2
Epas1	Gsn	0.95645	50.64	0.641	rgb(224, 95, 96)	1.9944	2,2
Irf5	Phldb1	0.95645	50.64	0.641	rgb(224, 94, 96)	1.9944	2,2
Mxd3	Capg	0.95645	50.64	0.644	rgb(224, 94, 95)	1.9944	2,2
Ovol1	Dixdc1	0.95645	50.64	0.639	rgb(224, 95, 96)	1.9944	2,2
Pou6f1	Ssh2	0.95645	50.64	0.635	rgb(224, 96, 97)	1.9944	2,2
Pou6f1	Ust	0.95645	50.64	0.643	rgb(224, 94, 95)	1.9944	2,2
Tbx21	Icam1	0.95645	50.64	0.64	rgb(224, 95, 96)	1.9944	2,2
Tbx21	Notch1	0.95645	50.64	0.638	rgb(224, 95, 96)	1.9944	2,2
Vax2	Il17re	0.95645	50.64	0.639	rgb(224, 95, 96)	1.9944	2,2
Zfp750	1700007K13Rik	0.95645	50.64	0.644	rgb(224, 94, 95)	1.9944	2,2
Batf	Col18a1	0.95438	50.63	0.628	rgb(224, 97, 98)	1.9942	None
Batf	St3gal1	0.95438	50.63	0.626	rgb(224, 97, 99)	1.9942	None
Hif1a	B3gnt3	0.95438	50.63	0.632	rgb(224, 96, 98)	1.9942	None
