TF	Target	SignedQuantile	AveStability	AvePCorr	stroke	stroke-width	stroke-dasharray
Aebp1	Hspg2	0.99506	49.93	0.425	rgb(222,136,137)	1.9939	2,2
Zkscan17	Rabggta	0.99506	49.93	0.428	rgb(222,135,136)	1.9939	2,2
Zfp629	Zkscan17	0.99504	49.95	0.446	rgb(222,132,133)	1.9943	2,2
Sp6	Plxnd1	0.99501	49.9	0.399	rgb(221,141,142)	1.9933	None
Zfp831	Lax1	0.99501	49.9	0.397	rgb(221,141,142)	1.9933	2,2
Casz1	Itih5	-0.99499	49.91	-4.1E-01	rgb(128,163,233)	1.9935	2,2
Cebpg	Plekho2	-0.99497	49.9	-4.4E-03	rgb(216,216,217)	1.9933	None
Zfp426	Abhd4	0.99495	49.905	0.405	rgb(221,140,140)	1.9934	2,2
Klf6	Osm	0.99493	49.91	0.407	rgb(221,139,140)	1.9935	2,2
Zfp184	Maoa	0.99491	49.945	0.443	rgb(222,132,133)	1.9942	2,2
Irf9	Stat2	0.99489	49.915	0.416	rgb(222,138,138)	1.9936	None
Mbnl2	A430005L14Rik	-0.99486	49.9	-4.0E-01	rgb(130,164,232)	1.9933	2,2
Zfp184	Fads3	0.99486	49.9	0.403	rgb(221,140,141)	1.9933	2,2
Mxd1	Socs3	0.99484	49.9	0.399	rgb(221,141,142)	1.9933	2,2
Irf7	Ccrl2	0.99482	49.98	0.48	rgb(222,125,126)	1.9949	None
Foxp2	Afap1l2	0.99478	49.905	0.406	rgb(221,139,140)	1.9934	2,2
Sgsm2	Kcnd1	0.99478	49.905	0.405	rgb(221,140,141)	1.9934	2,2
Zfp367	Cenpm	0.99476	49.92	0.42	rgb(222,137,138)	1.9937	2,2
Tal2	Tnfrsf13c	0.99473	49.92	0.42	rgb(222,137,138)	1.9937	2,2
Zfp429	F2rl1	0.99473	49.92	0.421	rgb(222,137,137)	1.9937	2,2
Casz1	Sytl3	0.99467	49.9	0.4	rgb(221,141,141)	1.9933	2,2
Irf7	Gbp6	0.99467	49.9	0.398	rgb(221,141,142)	1.9933	None
Kdm5b	Ccng2	0.99467	49.9	0.397	rgb(221,141,142)	1.9933	2,2
Twist1	Cltb	0.99465	49.96	0.141	rgb(219,190,190)	1.9945	None
Zfp219	Sgsm2	0.99463	49.905	0.405	rgb(221,140,140)	1.9934	None
Rest	Wdr81	0.99462	49.93	0.427	rgb(222,135,136)	1.9939	None
Irf5	Dnm1	0.99458	49.895	0.395	rgb(221,142,142)	1.9932	None
Mxd4	Tcp11l2	0.99458	49.895	0.394	rgb(221,142,143)	1.9932	2,2
Zfp444	Ptprcap	0.99456	49.895	0.395	rgb(221,141,142)	1.9932	2,2
Sox5	Adipor2	0.99454	49.895	0.016	rgb(217,214,214)	1.9932	None
Phf20	Ttbk2	0.99452	49.9	0.401	rgb(221,140,141)	1.9933	2,2
