TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Lef1	Rps6ka4	0.81571	50.45	0.946	rgb(227, 36, 38)	2	None
Atf6	Rpl14	0.81571	50.44	0.936	rgb(227, 38, 40)	1.9998	None
Lef1	Jak3	0.81571	50.42	0.922	rgb(227, 41, 43)	1.9994	None
Lef1	Notch1	0.81571	50.42	0.921	rgb(227, 41, 43)	1.9994	None
Tbx21	Tbkbp1	0.81571	50.42	0.917	rgb(227, 42, 44)	1.9994	2,2
Atf6	Snhg6	0.81571	50.4	0.895	rgb(227, 46, 48)	1.999	None
Hif1a	Pgm2	0.81571	50.4	0.903	rgb(227, 45, 46)	1.999	None
Etv6	Pgs1	-0.81571	50.39	-8.9E-01	rgb( 25,100,251)	1.9988	None
Lef1	Tmem184b	0.81571	50.39	0.886	rgb(227, 48, 49)	1.9988	None
Irf7	Rtp4	0.81571	50.39	0.887	rgb(227, 48, 49)	1.9988	2,2
Atf6	Dpm3	0.81571	50.38	0.877	rgb(227, 49, 51)	1.9986	None
Lef1	Mllt6	0.81571	50.38	0.881	rgb(227, 49, 51)	1.9986	None
Lef1	Ncdn	0.81571	50.38	0.876	rgb(227, 50, 51)	1.9986	None
Maf	Abhd4	-0.81571	50.38	-8.8E-01	rgb( 25,100,251)	1.9986	None
Maf	Dusp3	-0.81571	50.38	-8.8E-01	rgb( 26,101,250)	1.9986	None
Hif1a	Hk1	0.81571	50.37	0.874	rgb(227, 50, 52)	1.9984	None
Hif1a	P4ha2	0.81571	50.37	0.874	rgb(227, 50, 52)	1.9984	None
Irf4	Exoc2	-0.81571	50.37	-8.7E-01	rgb( 29,103,250)	1.9984	None
Irf8	Cep170	-0.81571	50.37	-8.7E-01	rgb( 29,103,250)	1.9984	None
Lef1	Trappc10	0.81571	50.37	0.869	rgb(227, 51, 53)	1.9984	None
Stat3	Cyth4	0.81571	50.37	0.867	rgb(227, 51, 53)	1.9984	None
Irf1	Nlrc5	0.81571	50.37	0.868	rgb(227, 51, 53)	1.9984	2,2
Maf	Il3	-0.81571	50.36	-8.6E-01	rgb( 30,103,250)	1.9982	None
Zfp367	Rpa2	0.81571	50.36	0.863	rgb(226, 52, 54)	1.9982	2,2
Fosl2	Ypel5	0.81571	50.35	0.846	rgb(226, 55, 57)	1.998	None
Hif1a	Slc2a1	0.81571	50.35	0.851	rgb(226, 55, 56)	1.998	None
Irf4	Ppp3ca	-0.81571	50.35	-8.5E-01	rgb( 32,105,249)	1.998	None
Lef1	Ahdc1	0.81571	50.35	0.847	rgb(226, 55, 57)	1.998	None
Stat3	Psme1	-0.81571	50.35	-8.5E-01	rgb( 33,105,249)	1.998	None
Atf6	Atp6v1g1	0.81571	50.34	0.842	rgb(226, 56, 58)	1.9978	None
Atf6	Pts	0.81571	50.34	0.838	rgb(226, 57, 59)	1.9978	None
Etv6	Pygl	0.81571	50.34	0.844	rgb(226, 56, 58)	1.9978	None
Fosl2	Serpinb1a	0.81571	50.34	0.844	rgb(226, 56, 57)	1.9978	None
Hif1a	Aldoa	0.81571	50.34	0.841	rgb(226, 56, 58)	1.9978	None
Irf4	Cxcr6	-0.81571	50.34	-8.4E-01	rgb( 35,106,249)	1.9978	None
Lef1	Cnnm3	0.81571	50.34	0.837	rgb(226, 57, 59)	1.9978	None
