TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Srebf2	Dhcr24	1	50.92	0.917	rgb(227, 42, 44)	2	None
Gm14420	Gm2011	0.99659	50.89	0.892	rgb(227, 47, 48)	1.9994	2,2
Irf1	Nlrc5	0.99318	50.88	0.877	rgb(227, 49, 51)	1.9992	2,2
Nr1h2	Gen1	-0.98977	50.86	-8.6E-01	rgb( 30,103,250)	1.9988	None
Sp2	Synj1	0.98977	50.86	0.859	rgb(226, 53, 55)	1.9988	None
Egr1	Egr3	0.98636	50.85	0.849	rgb(226, 55, 57)	1.9986	None
C030039L03Rik	Ankzf1	0.98636	50.85	0.846	rgb(226, 55, 57)	1.9986	2,2
Ahrr	Cyp1b1	0.98295	50.84	0.837	rgb(226, 57, 59)	1.9984	None
Irf1	Tbx21	0.98295	50.84	0.838	rgb(226, 57, 59)	1.9984	2,2
Sp2	Pla2g4c	0.97953	50.83	0.834	rgb(226, 58, 59)	1.9982	None
Cebpg	Slc7a3	0.97612	50.82	0.815	rgb(226, 61, 63)	1.998	None
Smad3	Tal2	-0.97271	50.81	-8.1E-01	rgb( 42,111,248)	1.9978	None
Sp2	Apbb1ip	0.97271	50.81	0.81	rgb(226, 62, 64)	1.9978	None
Tcf3	Pdcd1lg2	-0.97271	50.81	-8.1E-01	rgb( 40,110,248)	1.9978	None
Tbx21	Tbkbp1	0.97271	50.81	0.813	rgb(226, 62, 63)	1.9978	2,2
Egr2	Pten	-0.9693	50.8	-8.0E-01	rgb( 44,112,247)	1.9976	None
Zbed6	Zfp445	0.9693	50.8	0.796	rgb(226, 65, 67)	1.9976	None
Rorc	Lingo4	0.9693	50.8	0.796	rgb(226, 65, 67)	1.9976	2,2
Cebpg	Chac1	0.96589	50.79	0.794	rgb(226, 65, 67)	1.9974	None
Ddit3	Aldh1l2	0.96589	50.79	0.792	rgb(226, 66, 67)	1.9974	None
Irf9	Irf7	0.96589	50.79	0.794	rgb(226, 65, 67)	1.9974	None
Sox5	Serpinf1	0.96589	50.79	0.791	rgb(226, 66, 67)	1.9974	None
Sp2	Arhgap33	0.96589	50.79	0.795	rgb(226, 65, 67)	1.9974	None
