TF	Target	SignedQuantile	AveStability	AvePCorr	stroke	stroke-width	stroke-dasharray
Zfp429	H60b	-0.99652	49.92	-4.2E-01	rgb(126,162,233)	1.9942	2,2
Zfp608	Stra6	-0.9965	49.9075	-4.1E-01	rgb(128,163,233)	1.9939	2,2
Dr1	Idi1	0.99648	49.905	0.405	rgb(221,140,140)	1.9939	2,2
Cenpt	Trim46	0.99646	49.91	0.41	rgb(222,139,140)	1.994	2,2
Jazf1	4930506M07Rik	0.99644	49.9325	0.433	rgb(222,134,135)	1.9944	2,2
Litaf	Plxnc1	0.99642	49.905	0.406	rgb(221,139,140)	1.9939	2,2
Irf4	Ddx60	-0.9964	49.915	-2.6E-01	rgb(161,183,227)	1.9941	None
Jazf1	Mid2	0.99639	49.9275	0.428	rgb(222,135,136)	1.9943	2,2
Zfp777	Zc3h7b	0.99637	49.935	0.433	rgb(222,134,135)	1.9945	2,2
Akna	Proz	0.99635	49.9075	0.408	rgb(221,139,140)	1.9939	2,2
Zfp827	Skap2	-0.99633	49.9075	-4.1E-01	rgb(128,163,233)	1.9939	2,2
Zfp513	Zfp408	0.99631	49.9025	0.403	rgb(221,140,141)	1.9938	2,2
Zfp629	Ormdl1	-0.99629	49.92	-4.2E-01	rgb(126,162,233)	1.9942	2,2
Zfp960	Ttbk2	0.99627	49.8975	0.398	rgb(221,141,142)	1.9937	2,2
Zfp536	Lpin3	0.99625	49.9825	0.733	rgb(225, 77, 78)	1.9954	2,2
Zfp827	Rreb1	0.99624	49.925	0.425	rgb(222,136,137)	1.9943	2,2
Atmin	Scyl2	0.99622	49.965	0.466	rgb(222,128,129)	1.9951	2,2
Zfp365	9030617O03Rik	0.9962	49.93	0.43	rgb(222,135,136)	1.9944	2,2
Zfp608	Pik3r6	-0.99618	49.8975	-4.0E-01	rgb(131,165,232)	1.9937	2,2
C030039L03Rik	Muc2	0.99616	49.9775	0.479	rgb(222,126,126)	1.9953	2,2
