TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf7	Rtp4	1	50.9	0.897	rgb(227, 46, 47)	2	None
Irf7	Rsad2	0.9963	50.84	0.842	rgb(226, 56, 58)	1.9988	None
Irf1	Tbx21	0.9926	50.82	0.824	rgb(226, 60, 61)	1.9984	2,2
Irf7	Mx1	0.9926	50.82	0.82	rgb(226, 60, 62)	1.9984	None
Irf7	Ifit3	0.9889	50.81	0.814	rgb(226, 61, 63)	1.9982	None
E2f1	Exo1	0.98519	50.8	0.802	rgb(226, 64, 65)	1.998	None
Elf1	Arhgef6	0.98519	50.8	0.805	rgb(226, 63, 65)	1.998	None
Srebf1	Sqle	0.98519	50.8	0.805	rgb(226, 63, 65)	1.998	None
Tbx21	Tbkbp1	0.98519	50.8	0.802	rgb(226, 64, 65)	1.998	2,2
Hsf2	Pde6d	0.98149	50.79	0.791	rgb(226, 66, 67)	1.9978	None
Irf7	I830012O16Rik	0.98149	50.79	0.785	rgb(226, 67, 69)	1.9978	2,2
Rel	Dusp1	0.98149	50.79	0.79	rgb(226, 66, 68)	1.9978	None
Yy2	Mtx3	0.98149	50.79	0.787	rgb(226, 67, 68)	1.9978	None
Ahrr	Cyp1b1	0.97779	50.78	0.783	rgb(226, 67, 69)	1.9976	2,2
Egr1	Egr2	0.97779	50.78	0.783	rgb(226, 68, 69)	1.9976	None
Elf1	Pde7a	0.97779	50.78	0.785	rgb(226, 67, 69)	1.9976	None
Irf7	Xaf1	0.97779	50.78	0.779	rgb(226, 68, 70)	1.9976	None
Srebf2	Flot2	0.97779	50.78	0.782	rgb(226, 68, 69)	1.9976	None
Zfp182	Neat1	0.97779	50.78	0.78	rgb(226, 68, 70)	1.9976	None
Egr1	Egr3	0.97409	50.77	0.766	rgb(225, 71, 72)	1.9974	None
Rxra	Fgf2	0.97409	50.77	0.769	rgb(225, 70, 72)	1.9974	None
Mxi1	Ppp1r13l	0.97039	50.76	0.76	rgb(225, 72, 73)	1.9972	None
