Regulator	Target	Weight	stroke
Maf	Cyp51	-1.2141	rgb(151,177,229)
Fosl2	Cyr61	-1.1959	rgb(152,177,228)
Batf	Cysltr1	1.6069	rgb(221,140,141)
Irf4	Cysltr1	1.6698	rgb(222,137,138)
Maf	Cysltr1	1.6552	rgb(222,138,139)
Stat3	Cysltr1	1.3166	rgb(221,154,155)
Rorc	Cysltr1	1.7303	rgb(222,134,135)
Fosl2	Cysltr1	1.5324	rgb(221,144,145)
Hif1a	Cysltr1	1.5913	rgb(221,141,142)
Maf	Cysltr2	-1.4293	rgb(139,170,231)
Fosl2	Cysltr2	1.6608	rgb(222,138,138)
Batf	Cyth1	1.973	rgb(222,123,124)
Rorc	Cyth1	1.9312	rgb(222,125,126)
Irf4	Cyth3	-1.6879	rgb(125,161,233)
Maf	Cyth3	-1.7364	rgb(123,160,234)
Rorc	Cyth3	-1.0247	rgb(161,183,227)
Fosl2	Cyth3	-1.2878	rgb(147,174,229)
Irf4	Cyth4	1.9003	rgb(222,126,127)
Stat3	Cyth4	1.9762	rgb(222,123,124)
Batf	Cytip	1.9089	rgb(222,126,127)
Irf4	Cytip	1.9293	rgb(222,125,126)
Stat3	Cytip	1.9099	rgb(222,126,127)
Rorc	Cytip	-1.9642	rgb(110,152,236)
Fosl2	D030028A08Rik	-1.3638	rgb(143,172,230)
Hif1a	D10Jhu81e	1.4737	rgb(221,147,147)
Batf	D16Ertd472e	1.961	rgb(222,123,124)
Stat3	D16Ertd472e	1.8542	rgb(222,128,129)
Fosl2	D16Ertd472e	1.958	rgb(222,123,124)
Batf	D1Ertd622e	-1.4341	rgb(139,170,231)
Fosl2	D1Ertd622e	-1.2693	rgb(148,175,229)
Batf	D430020J02Rik	-1.232	rgb(150,176,229)
Nfe2l2	D730005E14Rik	1.8488	rgb(222,129,130)
Irf4	D8Ertd82e	-1.526	rgb(134,167,232)
Stat3	D8Ertd82e	1.0761	rgb(220,166,166)
Maf	D930015E06Rik	-1.7514	rgb(122,159,234)
Fosl2	D930015E06Rik	-1.9333	rgb(112,153,235)
Hif1a	Dad1	1.8881	rgb(222,127,128)
Hif1a	Dag1	1.6592	rgb(222,138,139)
Hif1a	Dalrd3	1.814	rgb(222,130,131)
Batf	Dap	1.8376	rgb(222,129,130)
Stat3	Dap	1.1486	rgb(220,162,163)
Fosl2	Dap	1.9425	rgb(222,124,125)
Hif1a	Dap	1.7697	rgb(222,132,133)
Hif1a	Dap3	1.7901	rgb(222,131,132)
Rorc	Dapl1	-1.438	rgb(139,170,231)
Maf	Dars2	-1.8622	rgb(116,155,235)
Hif1a	Dazap1	1.6858	rgb(222,136,137)
Hif1a	Dbnl	1.7634	rgb(222,133,134)
Maf	Dcaf11	-1.4272	rgb(139,170,231)
Batf	Dcakd	-1.4206	rgb(140,170,231)
Batf	Dclk1	1.3079	rgb(221,154,155)
Irf4	Dclk1	1.4596	rgb(221,147,148)
Maf	Dclk1	-1.0861	rgb(158,181,227)
Stat3	Dclk1	1.106	rgb(220,164,165)
Rorc	Dclk1	-1.5708	rgb(132,165,232)
Fosl2	Dclk1	-1.397	rgb(141,171,230)
Fosl2	Dclre1b	-1.734	rgb(123,160,233)
Batf	Dcp2	-1.0391	rgb(161,183,227)
Batf	Dctn4	1.0296	rgb(220,168,168)
Irf4	Dctn4	1.362	rgb(221,152,153)
Stat3	Dctn4	1.5227	rgb(221,144,145)
Batf	Dctpp1	-1.3692	rgb(143,172,230)
Fosl2	Dcun1d2	-1.137	rgb(155,179,228)
Fosl2	Ddb2	1.0963	rgb(220,165,165)
Batf	Ddit3	1.7334	rgb(222,134,135)
Irf4	Ddit3	1.6934	rgb(222,136,137)
Stat3	Ddit3	1.8784	rgb(222,127,128)
Fosl2	Ddit3	1.7367	rgb(222,134,135)
Hif1a	Ddit3	-1.5352	rgb(134,166,232)
Irf4	Ddit4	1.8483	rgb(222,129,130)
Stat3	Ddit4	1.7275	rgb(222,134,135)
Hif1a	Ddit4	1.9441	rgb(222,124,125)
Batf	Ddr1	-1.8271	rgb(118,157,234)
Irf4	Ddr1	1.9048	rgb(222,126,127)
Maf	Ddr1	1.8653	rgb(222,128,129)
Stat3	Ddr1	1.8826	rgb(222,127,128)
Fosl2	Ddr1	1.9538	rgb(222,124,125)
Etv6	Ddr1	-1.3419	rgb(144,173,230)
Maf	Ddrgk1	-1.0398	rgb(161,183,227)
Stat3	Ddt	1.6678	rgb(222,137,138)
Irf4	Ddx11	1.7329	rgb(222,134,135)
Maf	Ddx11	-1.5757	rgb(131,165,232)
Fosl2	Ddx11	-1.5753	rgb(131,165,232)
Fosl2	Ddx21	-1.227	rgb(150,176,229)
Batf	Ddx3x	-1.1656	rgb(154,178,228)
Fosl2	Ddx3x	-1.3616	rgb(143,172,230)
Fosl2	Ddx56	-1.0226	rgb(161,183,227)
Irf4	Ddx58	-1.3426	rgb(144,173,230)
Rorc	Ddx58	-1.0517	rgb(160,182,227)
Rorc	Decr1	-1.153	rgb(154,179,228)
Etv6	Dedd2	-1.3316	rgb(145,173,230)
Hif1a	Def6	1.8558	rgb(222,128,129)
Fosl2	Degs1	-1.263	rgb(148,175,229)
Nfe2l2	Degs2	1.3571	rgb(221,152,153)
Irf4	Dennd1b	-1.8482	rgb(117,156,235)
Rorc	Dennd1b	-1.0423	rgb(160,183,227)
Fosl2	Dennd1c	1.07	rgb(220,166,166)
Batf	Dennd3	1.7787	rgb(222,132,133)
Irf4	Dennd3	1.3043	rgb(221,155,155)
Stat3	Dennd3	1.2811	rgb(221,156,156)
Fosl2	Dennd3	1.1312	rgb(220,163,164)
Maf	Dennd4a	-1.019	rgb(162,183,227)
Hif1a	Dennd4b	1.6685	rgb(222,137,138)
Stat3	Dennd4c	1.0738	rgb(220,166,166)
Batf	Dennd5a	1.8012	rgb(222,131,132)
Irf4	Dennd5a	1.9323	rgb(222,125,126)
Stat3	Dennd5a	1.6827	rgb(222,137,137)
Maf	Depdc1b	1.3313	rgb(221,153,154)
Irf4	Derl1	1.3925	rgb(221,150,151)
Batf	Dgat1	1.7118	rgb(222,135,136)
Irf4	Dgat1	1.6718	rgb(222,137,138)
Stat3	Dgat1	1.8671	rgb(222,128,129)
Fosl2	Dgat1	1.484	rgb(221,146,147)
Hif1a	Dgat1	1.9362	rgb(222,124,125)
Batf	Dgcr8	-1.5056	rgb(135,167,231)
Batf	Dgka	-1.8173	rgb(118,157,234)
Rorc	Dgka	-1.6767	rgb(126,162,233)
Fosl2	Dgka	1.8427	rgb(222,129,130)
Hif1a	Dgka	1.5956	rgb(221,141,142)
Fosl2	Dgke	-1.1707	rgb(153,178,228)
Batf	Dgkh	-1.6194	rgb(129,164,232)
Stat3	Dgkz	-1.145	rgb(155,179,228)
Rorc	Dguok	-1.2816	rgb(147,175,229)
Batf	Dhcr24	-1.0411	rgb(160,183,227)
Fosl2	Dhcr24	-1.1114	rgb(157,180,228)
Batf	Dhcr7	-1.3801	rgb(142,171,230)
Fosl2	Dhcr7	-1.4193	rgb(140,170,230)
Batf	Dhdh	1.0068	rgb(220,169,169)
Maf	Dhdh	-1.0955	rgb(158,181,227)
Batf	Dhrs1	1.2431	rgb(220,158,158)
Irf4	Dhrs1	1.5972	rgb(221,141,141)
Stat3	Dhrs1	1.263	rgb(220,157,157)
Fosl2	Dhrs1	1.2135	rgb(220,159,160)
Hif1a	Dhrs1	1.3997	rgb(221,150,151)
Irf4	Dhrs13	1.8385	rgb(222,129,130)
Irf4	Dhrs3	-1.1753	rgb(153,178,228)
Fosl2	Dhrs3	-1.8014	rgb(119,157,234)
Batf	Dhrs4	-1.1603	rgb(154,179,228)
Irf4	Dhrs7	1.044	rgb(220,167,168)
Rorc	Dhrs7	-1.1265	rgb(156,180,228)
Fosl2	Dhx15	-1.4301	rgb(139,170,231)
Fosl2	Dhx33	-1.1771	rgb(153,178,228)
Fosl2	Dhx37	-1.4323	rgb(139,170,231)
Etv6	Dhx38	-1.7815	rgb(120,158,234)
Stat3	Dhx58	-1.5785	rgb(131,165,232)
Fosl2	Dhx58	1.4237	rgb(221,149,150)
Stat3	Dip2c	1.0772	rgb(220,166,166)
Batf	Dixdc1	1.7329	rgb(222,134,135)
Batf	Dlg2	1.9121	rgb(222,126,127)
Stat3	Dlg2	1.0713	rgb(220,166,166)
Irf4	Dlg3	1.0993	rgb(220,164,165)
Fosl2	Dlg4	1.2348	rgb(220,158,159)
Hif1a	Dlg4	1.6264	rgb(221,139,140)
Irf4	Dlgap5	1.0286	rgb(220,168,168)
Irf4	Dmwd	1.1709	rgb(220,161,162)
Maf	Dmxl2	-1.0261	rgb(161,183,227)
Fosl2	Dmxl2	-1.0523	rgb(160,182,227)
Batf	Dna2	-1.0203	rgb(162,183,227)
Fosl2	Dnaja1	-1.0897	rgb(158,181,227)
Batf	Dnaja4	1.5341	rgb(221,144,144)
Irf4	Dnaja4	1.4495	rgb(221,148,148)
Stat3	Dnaja4	1.1268	rgb(220,163,164)
Hif1a	Dnajb1	1.7781	rgb(222,132,133)
Stat3	Dnajb14	1.8046	rgb(222,131,132)
Maf	Dnajb4	-1.2848	rgb(147,175,229)
Irf4	Dnajb5	1.7833	rgb(222,132,133)
Stat3	Dnajb5	1.7831	rgb(222,132,133)
Batf	Dnajc10	-1.5451	rgb(133,166,232)
Fosl2	Dnajc11	-1.2344	rgb(150,176,229)
Maf	Dnajc15	-1.3323	rgb(145,173,230)
Hif1a	Dnajc16	1.5725	rgb(221,142,143)
Maf	Dnajc19	-1.147	rgb(155,179,228)
Batf	Dnajc27	-1.0436	rgb(160,183,227)
Hif1a	Dnajc5	1.7967	rgb(222,131,132)
Batf	Dnmt3a	-1.8739	rgb(115,155,235)
Irf4	Dnmt3a	-1.9191	rgb(113,154,235)
Maf	Dnmt3a	-1.7911	rgb(120,158,234)
Stat3	Dnmt3a	-1.5755	rgb(131,165,232)
Irf4	Dock10	-1.9194	rgb(113,154,235)
Maf	Dock10	-1.9779	rgb(110,152,236)
Stat3	Dock10	-1.5866	rgb(131,165,232)
Irf4	Dock11	1.1114	rgb(220,164,164)
Batf	Dock5	1.2481	rgb(220,157,158)
Maf	Dock8	-1.7401	rgb(123,160,234)
Irf4	Dock9	1.3882	rgb(221,151,151)
Fosl2	Dohh	-1.6767	rgb(126,162,233)
Irf4	Dok1	1.2748	rgb(221,156,157)
Stat3	Dok2	1.5361	rgb(221,144,144)
Fosl2	Dok2	1.8666	rgb(222,128,129)
Hif1a	Dok2	1.6862	rgb(222,136,137)
Rorc	Dot1l	1.9182	rgb(222,125,126)
Fosl2	Dot1l	-1.943	rgb(111,153,235)
Batf	Dpf1	1.0442	rgb(220,167,168)
Irf4	Dpf1	1.0631	rgb(220,166,167)
Hif1a	Dpf1	1.5697	rgb(221,142,143)
Fosl2	Dph2	-1.0451	rgb(160,182,227)
Hif1a	Dpm3	1.4689	rgb(221,147,148)
Batf	Dpp4	-1.9123	rgb(113,154,235)
Maf	Dpp4	-1.8445	rgb(117,156,235)
Rorc	Dpp4	-1.5435	rgb(133,166,232)
Fosl2	Dpp4	1.9158	rgb(222,125,126)
Fosl2	Dpp9	-1.09	rgb(158,181,227)
Irf4	Dpy19l3	1.891	rgb(222,127,128)
Stat3	Dpy19l3	1.9653	rgb(222,123,124)
Rorc	Dpy19l3	1.9703	rgb(222,123,124)
Irf4	Dpysl2	-1.6962	rgb(125,161,233)
Maf	Dpysl2	-1.2702	rgb(148,175,229)
Stat3	Dpysl2	1.705	rgb(222,136,136)
Maf	Dr1	-1.2845	rgb(147,175,229)
Stat3	Dram2	1.1877	rgb(220,160,161)
Batf	Dst	1.7661	rgb(222,133,133)
Fosl2	Dst	1.6526	rgb(222,138,139)
Rorc	Dtx3l	-1.2411	rgb(150,176,229)
Hif1a	Dtx3l	1.7583	rgb(222,133,134)
Batf	Dtymk	-1.3735	rgb(142,172,230)
Etv6	Dus3l	-1.6298	rgb(128,163,232)
Batf	Dusp14	-1.8947	rgb(114,154,235)
Maf	Dusp14	-1.8005	rgb(119,158,234)
Fosl2	Dusp14	-1.9043	rgb(114,154,235)
Batf	Dusp16	-1.8099	rgb(119,157,234)
Irf4	Dusp16	1.5379	rgb(221,143,144)
Stat3	Dusp16	1.7193	rgb(222,135,136)
Batf	Dusp2	-1.9482	rgb(111,153,236)
Irf4	Dusp2	-1.9189	rgb(113,154,235)
Maf	Dusp2	-1.9465	rgb(111,153,236)
Fosl2	Dusp2	-1.9384	rgb(112,153,235)
Irf4	Dusp22	-1.9418	rgb(112,153,235)
Fosl2	Dusp22	1.7763	rgb(222,132,133)
Hif1a	Dusp22	1.3499	rgb(221,152,153)
Irf4	Dusp3	1.0001	rgb(220,169,170)
Fosl2	Dusp4	-1.6447	rgb(128,163,233)
Stat3	Dusp5	-1.8176	rgb(118,157,234)
Hif1a	Dusp5	1.6547	rgb(222,138,139)
Batf	Dusp6	-1.8336	rgb(117,156,234)
Irf4	Dusp6	-1.881	rgb(115,155,235)
Stat3	Dusp6	1.6463	rgb(222,138,139)
Rorc	Dusp6	-1.8672	rgb(116,155,235)
Etv6	Dusp6	-1.8535	rgb(116,156,235)
Etv6	Dvl2	-1.7196	rgb(124,160,233)
Hif1a	Dynll1	1.6656	rgb(222,137,138)
Irf4	Dynll2	1.1356	rgb(220,163,163)
Fosl2	Dyrk1b	1.1171	rgb(220,164,164)
Batf	Dyrk3	-1.8965	rgb(114,154,235)
Maf	Dzip3	-1.2459	rgb(149,176,229)
Fosl2	E130012A19Rik	-1.0939	rgb(158,181,227)
Hif1a	E130012A19Rik	1.7276	rgb(222,134,135)
Irf4	E130308A19Rik	1.8986	rgb(222,126,127)
Rorc	E130311K13Rik	-1.1866	rgb(153,178,228)
Hif1a	E2f1	1.7831	rgb(222,132,133)
Batf	E2f2	-1.7249	rgb(123,160,233)
Fosl2	E2f3	-1.4093	rgb(140,170,230)
Batf	E2f7	-1.1147	rgb(156,180,228)
Batf	E2f8	-1.0548	rgb(160,182,227)
Batf	E330009J07Rik	1.4587	rgb(221,147,148)
Irf4	E330009J07Rik	1.2822	rgb(221,156,156)
Maf	E330009J07Rik	-1.1665	rgb(154,178,228)
Stat3	E330009J07Rik	1.1867	rgb(220,160,161)
Hif1a	E330009J07Rik	1.5987	rgb(221,141,141)
Rorc	Ebf1	-1.5058	rgb(135,167,231)
Batf	Ebi3	1.8946	rgb(222,126,127)
Irf4	Ebi3	1.9529	rgb(222,124,125)
Maf	Ebi3	-1.9392	rgb(112,153,235)
Rorc	Ebi3	1.8178	rgb(222,130,131)
Fosl2	Ece1	-1.8461	rgb(117,156,235)
Rorc	Ece2	1.0846	rgb(220,165,166)
Maf	Ech1	-1.5847	rgb(131,165,232)
Batf	Ecm1	1.6894	rgb(222,136,137)
Irf4	Ecm1	-1.5526	rgb(133,166,232)
Fosl2	Ecm1	1.8328	rgb(222,129,130)
Hif1a	Ecsit	1.7411	rgb(222,134,135)
Batf	Edem1	1.8561	rgb(222,128,129)
Irf4	Edem1	1.9067	rgb(222,126,127)
Maf	Edem1	-1.6539	rgb(127,162,233)
Fosl2	Edem2	1.8761	rgb(222,127,128)
Hif1a	Edem2	1.5549	rgb(221,143,143)
Hif1a	Edf1	1.4745	rgb(221,147,147)
Fosl2	Eea1	-1.412	rgb(140,170,230)
Batf	Efemp2	1.4856	rgb(221,146,147)
Irf4	Efemp2	1.7251	rgb(222,135,135)
Maf	Efemp2	-1.6808	rgb(126,161,233)
Stat3	Efemp2	1.9098	rgb(222,126,127)
Rorc	Efemp2	-1.7685	rgb(121,159,234)
Hif1a	Efemp2	1.814	rgb(222,130,131)
Batf	Efhd2	-1.0913	rgb(158,181,227)
Fosl2	Efhd2	-1.1183	rgb(156,180,228)
Maf	Efr3a	-1.1545	rgb(154,179,228)
Batf	Egfr	-1.9451	rgb(111,153,235)
Stat3	Egln1	1.1855	rgb(220,160,161)
Hif1a	Egln1	1.7647	rgb(222,133,134)
Irf4	Egln3	1.9575	rgb(222,123,124)
Maf	Egln3	1.7842	rgb(222,132,133)
Stat3	Egln3	1.591	rgb(221,141,142)
Rorc	Egln3	-1.5836	rgb(131,165,232)
Fosl2	Egln3	1.8888	rgb(222,127,128)
Hif1a	Egln3	1.9685	rgb(222,123,124)
Batf	Egr1	-1.8259	rgb(118,157,234)
Irf4	Egr1	-1.9111	rgb(113,154,235)
Maf	Egr1	-1.885	rgb(115,155,235)
Fosl2	Egr1	-1.747	rgb(122,159,234)
Maf	Egr2	-1.9679	rgb(110,152,236)
Stat3	Egr2	1.8408	rgb(222,129,130)
Rorc	Egr2	1.9025	rgb(222,126,127)
Fosl2	Egr2	-1.9553	rgb(111,152,236)
Batf	Egr3	-1.1061	rgb(157,180,228)
Irf4	Egr3	-1.3913	rgb(141,171,230)
Maf	Egr3	-1.2506	rgb(149,176,229)
Rorc	Egr3	1.6447	rgb(222,138,139)
Fosl2	Egr3	-1.3619	rgb(143,172,230)
Nfe2l2	Egr3	-1.6618	rgb(127,162,233)
Stat3	Ehbp1l1	1.6515	rgb(222,138,139)
Hif1a	Ehbp1l1	1.7499	rgb(222,133,134)
Batf	Ehd1	1.8163	rgb(222,130,131)
Maf	Ehd1	-1.9561	rgb(111,152,236)
Fosl2	Ehd1	-1.7165	rgb(124,160,233)
Batf	Ehd2	1.5235	rgb(221,144,145)
Irf4	Ehd2	1.8787	rgb(222,127,128)
Maf	Ehd2	-1.3645	rgb(143,172,230)
Stat3	Ehd2	1.7864	rgb(222,132,133)
Fosl2	Ehd2	-1.7518	rgb(122,159,234)
Batf	Ehd3	1.7814	rgb(222,132,133)
Maf	Ehd3	-1.7431	rgb(122,159,234)
Fosl2	Ehd3	-1.8496	rgb(117,156,235)
Stat3	Ehd4	1.9187	rgb(222,125,126)
Rorc	Eid1	-1.2842	rgb(147,175,229)
Fosl2	Eid1	1.8109	rgb(222,130,131)
Hif1a	Eid1	1.8691	rgb(222,128,129)
Nfe2l2	Eid2	1.7262	rgb(222,134,135)
Maf	Eif1b	-1.1776	rgb(153,178,228)
Hif1a	Eif1b	1.5276	rgb(221,144,145)
Stat3	Eif2ak2	-1.2558	rgb(149,176,229)
Irf4	Eif2ak3	1.5388	rgb(221,143,144)
Fosl2	Eif2b3	-1.054	rgb(160,182,227)
Irf4	Eif2s2	1.2479	rgb(220,157,158)
Fosl2	Eif3b	-1.1802	rgb(153,178,228)
Fosl2	Eif4e	-1.6711	rgb(126,162,233)
Batf	Eif4e3	1.9506	rgb(222,124,125)
Stat3	Eif4e3	1.0638	rgb(220,166,167)
Rorc	Eif4e3	-1.8845	rgb(115,155,235)
Fosl2	Eif4e3	1.9423	rgb(222,124,125)
Hif1a	Eif4e3	1.4708	rgb(221,147,147)
Batf	Eif4ebp1	1.1543	rgb(220,162,162)
Irf4	Eif4ebp1	1.4037	rgb(221,150,151)
Batf	Eif4enif1	-1.2501	rgb(149,176,229)
Fosl2	Eif4g1	-1.1305	rgb(156,180,228)
Batf	Elk3	-1.9093	rgb(113,154,235)
Irf4	Elk3	-1.8933	rgb(114,154,235)
Stat3	Elk3	1.6779	rgb(222,137,138)
Fosl2	Elk3	-1.8967	rgb(114,154,235)
Irf4	Ell2	-1.8864	rgb(115,155,235)
Maf	Ell2	-1.4903	rgb(136,168,231)
Hif1a	Elmod3	1.264	rgb(220,157,157)
Batf	Elovl5	-1.8691	rgb(116,155,235)
Rorc	Elovl5	-1.5115	rgb(135,167,231)
Stat3	Elovl6	1.6884	rgb(222,136,137)
Rorc	Elovl6	-1.6794	rgb(126,162,233)
Hif1a	Elovl6	1.5346	rgb(221,144,144)
Batf	Emb	1.973	rgb(222,123,124)
Maf	Emb	-1.9742	rgb(110,152,236)
Stat3	Emb	1.9715	rgb(222,123,124)
Irf4	Emd	1.8073	rgb(222,131,132)
Hif1a	Emilin1	1.6089	rgb(221,140,141)
Batf	Eml2	1.463	rgb(221,147,148)
Irf4	Eml2	1.2026	rgb(220,160,160)
Stat3	Eml2	1.1013	rgb(220,164,165)
Batf	Eml4	-1.8061	rgb(119,157,234)
Stat3	Eml5	1.0199	rgb(220,168,169)
Batf	Emp1	1.8388	rgb(222,129,130)
Irf4	Emp1	1.8386	rgb(222,129,130)
Maf	Emp1	1.9091	rgb(222,126,127)
Stat3	Emp1	1.8115	rgb(222,130,131)
Rorc	Emp1	-1.624	rgb(129,163,232)
Fosl2	Emp1	-1.7795	rgb(120,158,234)
Hif1a	Emp1	1.3764	rgb(221,151,152)
Irf4	Emp3	1.7948	rgb(222,131,132)
Maf	Emp3	-1.6455	rgb(128,163,233)
Fosl2	Emp3	-1.7951	rgb(120,158,234)
Batf	Enc1	1.6607	rgb(222,138,138)
Fosl2	Enc1	1.1094	rgb(220,164,165)
Batf	Endod1	-1.8942	rgb(114,154,235)
Irf4	Endod1	-1.8859	rgb(115,155,235)
Hif1a	Endog	1.868	rgb(222,128,129)
Hif1a	Eno1	1.8802	rgb(222,127,128)
Irf4	Eno3	-1.9788	rgb(110,152,236)
Maf	Eno3	-1.9326	rgb(112,153,235)
Stat3	Eno3	-1.9556	rgb(111,152,236)
Rorc	Eno3	-1.9144	rgb(113,154,235)
Fosl2	Eno3	-1.8327	rgb(117,156,234)
Fosl2	Enoph1	-1.3391	rgb(144,173,230)
Fosl2	Entpd4	1.5633	rgb(221,142,143)
Hif1a	Entpd4	1.5885	rgb(221,141,142)
Hif1a	Entpd5	1.3848	rgb(221,151,152)
Batf	Eny2	-1.5279	rgb(134,167,232)
Maf	Eny2	-1.2782	rgb(148,175,229)
Stat3	Ep300	1.411	rgb(221,150,150)
Batf	Ephx1	-1.0328	rgb(161,183,227)
Irf4	Ephx1	-1.0911	rgb(158,181,227)
Maf	Ephx1	-1.1299	rgb(156,180,228)
Hif1a	Epn1	1.7521	rgb(222,133,134)
Etv6	Epn1	-1.8229	rgb(118,157,234)
Rorc	Epsti1	-1.0311	rgb(161,183,227)
Batf	Ept1	-1.7676	rgb(121,159,234)
Fosl2	Ept1	-1.5754	rgb(131,165,232)
Batf	Erap1	-1.0517	rgb(160,182,227)
Irf4	Erap1	-1.3825	rgb(142,171,230)
Stat3	Erap1	-1.1732	rgb(153,178,228)
Batf	Erc1	1.8499	rgb(222,129,130)
Irf4	Erc1	1.9461	rgb(222,124,125)
Stat3	Erc1	1.3637	rgb(221,152,153)
Maf	Ercc5	-1.0554	rgb(160,182,227)
Batf	Ercc6l	-1.0062	rgb(162,184,227)
Irf4	Ergic1	-1.743	rgb(122,159,234)
Fosl2	Ergic1	-1.8165	rgb(118,157,234)
Batf	Ermp1	-1.7463	rgb(122,159,234)
Irf4	Ermp1	-1.5532	rgb(133,166,232)
Maf	Ermp1	-1.7183	rgb(124,160,233)
Fosl2	Ermp1	-1.6788	rgb(126,162,233)
Irf4	Ern1	1.4435	rgb(221,148,149)
Irf4	Ero1l	1.1598	rgb(220,162,162)
Stat3	Ero1l	1.1753	rgb(220,161,161)
Fosl2	Ero1l	1.2344	rgb(220,158,159)
Hif1a	Ero1l	1.9235	rgb(222,125,126)
Rorc	Erp44	-1.2949	rgb(147,174,229)
Hif1a	Errfi1	1.7225	rgb(222,135,136)
Maf	Esco1	-1.0962	rgb(157,181,227)
Batf	Esco2	-1.0209	rgb(162,183,227)
Batf	Espn	1.9418	rgb(222,124,125)
Irf4	Espn	1.9635	rgb(222,123,124)
Stat3	Espn	1.9567	rgb(222,123,124)
Fosl2	Espn	1.3508	rgb(221,152,153)
Hif1a	Espn	1.972	rgb(222,123,124)
Etv6	Esrra	-1.8175	rgb(118,157,234)
Maf	Esyt2	-1.1773	rgb(153,178,228)
Fosl2	Etf1	-1.4532	rgb(138,169,231)
Maf	Etfa	-1.0122	rgb(162,184,227)
Maf	Etfb	-1.1117	rgb(157,180,228)
Hif1a	Etnk1	1.4677	rgb(221,147,148)
Batf	Ets1	1.9047	rgb(222,126,127)
Fosl2	Ets1	1.9881	rgb(222,122,123)
Hif1a	Ets1	1.9165	rgb(222,125,126)
Batf	Ets2	-1.7468	rgb(122,159,234)
Rorc	Ets2	1.6629	rgb(222,138,138)
Hif1a	Ets2	-1.2951	rgb(147,174,229)
Irf4	Etv6	1.9946	rgb(222,122,123)
Stat3	Etv6	1.9903	rgb(222,122,123)
Batf	Evi2a	-1.6802	rgb(126,161,233)
Irf4	Evi2a	-1.3849	rgb(142,171,230)
Rorc	Evi2a	-1.2308	rgb(150,176,229)
Batf	Evi2b	-1.5474	rgb(133,166,232)
Irf4	Evi2b	-1.145	rgb(155,179,228)
Fosl2	Evi2b	1.5591	rgb(221,142,143)
Stat3	Evi5l	1.4027	rgb(221,150,151)
Batf	Evl	1.9948	rgb(222,122,123)
Irf4	Evl	1.9802	rgb(222,122,123)
Stat3	Evl	1.8295	rgb(222,130,130)
Fosl2	Evl	1.9041	rgb(222,126,127)
Etv6	Evl	-1.6973	rgb(125,161,233)
Batf	Exoc2	-1.989	rgb(109,151,236)
Irf4	Exoc2	-1.998	rgb(109,151,236)
Fosl2	Exoc2	1.8659	rgb(222,128,129)
Maf	Exoc4	-1.2946	rgb(147,174,229)
Maf	Exoc5	-1.0595	rgb(159,182,227)
Irf4	Exoc6b	1.8622	rgb(222,128,129)
Hif1a	Exoc7	1.8014	rgb(222,131,132)
Fosl2	Exosc1	-1.049	rgb(160,182,227)
Maf	Exosc3	-1.3293	rgb(145,173,230)
Fosl2	Exosc6	-1.1017	rgb(157,181,227)
Batf	Exosc7	-1.4753	rgb(137,168,231)
Hif1a	Exosc8	1.629	rgb(221,139,140)
Maf	Ext1	-1.9054	rgb(114,154,235)
Stat3	Ext1	1.9423	rgb(222,124,125)
Irf4	Extl3	-1.9226	rgb(113,153,235)
Maf	Extl3	-1.8597	rgb(116,156,235)
Fosl2	Extl3	-1.9024	rgb(114,154,235)
Batf	Ezh1	1.7199	rgb(222,135,136)
Irf4	Ezh2	1.7893	rgb(222,131,132)
Batf	F2r	-1.6032	rgb(130,164,232)
Irf4	F2r	-1.8083	rgb(119,157,234)
Fosl2	F2r	1.8285	rgb(222,130,131)
Batf	F2rl2	-1.3564	rgb(143,172,230)
Stat3	F3	1.3838	rgb(221,151,152)
Fosl2	F3	1.742	rgb(222,134,135)
Hif1a	F3	1.4922	rgb(221,146,146)
Batf	F730043M19Rik	-1.8636	rgb(116,155,235)
Irf4	F730043M19Rik	1.6651	rgb(222,137,138)
Nfe2l2	F730043M19Rik	-1.3698	rgb(143,172,230)
Batf	Faah	-1.6535	rgb(127,162,233)
Irf4	Faah	1.5277	rgb(221,144,145)
Hif1a	Fabp5	1.6386	rgb(222,139,139)
Batf	Fads2	-1.0331	rgb(161,183,227)
Maf	Fads2	-1.3761	rgb(142,172,230)
Etv6	Fads6	-1.6883	rgb(125,161,233)
Batf	Fah	1.8537	rgb(222,128,129)
Rorc	Fah	-1.8415	rgb(117,156,235)
Batf	Fam101b	1.0751	rgb(220,166,166)
Irf4	Fam101b	1.0477	rgb(220,167,167)
Irf4	Fam102a	-1.7773	rgb(120,158,234)
Stat3	Fam102a	1.7891	rgb(222,131,132)
Rorc	Fam102a	-1.4055	rgb(141,171,230)
Fosl2	Fam102a	1.4713	rgb(221,147,147)
Hif1a	Fam102a	1.7171	rgb(222,135,136)
Etv6	Fam102a	-1.5221	rgb(134,167,231)
Rorc	Fam103a1	-1.1553	rgb(154,179,228)
Batf	Fam107b	1.9549	rgb(222,124,125)
Irf4	Fam107b	1.9295	rgb(222,125,126)
Maf	Fam107b	-1.8867	rgb(115,155,235)
Stat3	Fam107b	1.891	rgb(222,127,128)
Rorc	Fam110a	1.6898	rgb(222,136,137)
Batf	Fam111a	-1.7905	rgb(120,158,234)
Hif1a	Fam114a2	1.7651	rgb(222,133,134)
Fosl2	Fam117a	1.8603	rgb(222,128,129)
