Regulator	Target	Weight	stroke
Stat3	Slc4a8	1.2157	rgb(220,159,160)
Stat3	Slc5a3	1.0777	rgb(220,165,166)
Batf	Slc5a6	-1.1953	rgb(152,178,228)
Etv6	Slc5a6	-1.7175	rgb(124,160,233)
Irf4	Slc6a9	1.1355	rgb(220,163,163)
Hif1a	Slc6a9	-1.3323	rgb(145,173,230)
Fosl2	Slc7a1	-1.3672	rgb(143,172,230)
Hif1a	Slc7a1	-1.1958	rgb(152,178,228)
Etv6	Slc7a5	-1.4386	rgb(139,169,231)
Batf	Slc9a8	-1.0548	rgb(160,182,227)
Batf	Slco3a1	1.9759	rgb(222,123,124)
Irf4	Slco3a1	1.974	rgb(222,123,124)
Batf	Slco4a1	-1.3668	rgb(143,172,230)
Maf	Slco4a1	-1.1532	rgb(154,179,228)
Batf	Slfn1	1.9229	rgb(222,125,126)
Hif1a	Slfn1	1.4222	rgb(221,149,150)
Batf	Slfn10-ps	1.8944	rgb(222,126,127)
Irf4	Slfn10-ps	1.9628	rgb(222,123,124)
Fosl2	Slfn10-ps	-1.83	rgb(118,157,234)
Irf4	Slfn2	1.9522	rgb(222,124,125)
Stat3	Slfn2	-1.7725	rgb(121,158,234)
Fosl2	Slfn2	-1.8739	rgb(115,155,235)
Irf4	Slfn3	-1.8214	rgb(118,157,234)
Batf	Slfn5	1.2672	rgb(220,156,157)
Maf	Slfn5	-1.2349	rgb(150,176,229)
Fosl2	Slmo2	-1.3608	rgb(143,172,230)
Maf	Smad3	1.9073	rgb(222,126,127)
Stat3	Smad3	1.9922	rgb(222,122,123)
Fosl2	Smad3	1.9381	rgb(222,124,125)
Stat3	Smad7	1.4671	rgb(221,147,148)
Rorc	Smap2	-1.7816	rgb(120,158,234)
Etv6	Smap2	-1.3606	rgb(143,172,230)
Fosl2	Smarca2	1.8011	rgb(222,131,132)
Batf	Smarcc1	-1.5846	rgb(131,165,232)
Fosl2	Smarcc1	-1.5363	rgb(134,166,232)
Rorc	Smc6	-1.0813	rgb(158,181,227)
Stat3	Smo	1.762	rgb(222,133,134)
Fosl2	Smo	1.5243	rgb(221,144,145)
Batf	Smox	1.989	rgb(222,122,123)
Irf4	Smox	1.9848	rgb(222,122,123)
Maf	Smox	1.9056	rgb(222,126,127)
Stat3	Smox	1.8895	rgb(222,127,128)
Fosl2	Smox	1.9373	rgb(222,124,125)
Hif1a	Smox	1.871	rgb(222,128,129)
Hif1a	Smpd1	1.5692	rgb(221,142,143)
Fosl2	Smpd4	-1.4452	rgb(139,169,231)
Batf	Smpdl3a	1.643	rgb(222,138,139)
Maf	Sms	-1.0241	rgb(161,183,227)
Irf4	Smtn	1.1624	rgb(220,161,162)
Stat3	Smtn	1.1771	rgb(220,161,161)
Hif1a	Smtnl2	1.4407	rgb(221,148,149)
Hif1a	Smurf2	1.1931	rgb(220,160,161)
Fosl2	Smyd5	-1.9144	rgb(113,154,235)
Batf	Snapc1	1.7088	rgb(222,135,136)
Irf4	Snapc1	1.565	rgb(221,142,143)
Stat3	Snapc1	1.4007	rgb(221,150,151)
Hif1a	Snapc1	1.7389	rgb(222,134,135)
Fosl2	Snapc5	-1.1965	rgb(152,177,228)
Nfe2l2	Snapc5	1.9507	rgb(222,124,125)
Rorc	Snapin	-1.2368	rgb(150,176,229)
Maf	Snf8	-1.5795	rgb(131,165,232)
Maf	Snhg6	-1.7398	rgb(123,160,234)
Rorc	Snora3	1.7349	rgb(222,134,135)
Maf	Snora43	1.7968	rgb(222,131,132)
Nfe2l2	Snora5c	1.7669	rgb(222,133,133)
Rorc	Snora64	1.4679	rgb(221,147,148)
Rorc	Snora74a	1.7228	rgb(222,135,136)
Rorc	Snord104	1.5797	rgb(221,141,142)
Rorc	Snord15a	1.5336	rgb(221,144,144)
Rorc	Snord15b	1.5435	rgb(221,143,144)
Rorc	Snord17	1.6091	rgb(221,140,141)
Nfe2l2	Snord17	1.644	rgb(222,138,139)
Maf	Snord2	-1.8123	rgb(119,157,234)
Nfe2l2	Snord38a	1.803	rgb(222,131,132)
Maf	Snord47	-1.8282	rgb(118,157,234)
Nfe2l2	Snord49b	-1.8446	rgb(117,156,235)
Etv6	Snord4a	-1.8316	rgb(118,156,234)
Nfe2l2	Snord52	-1.3447	rgb(144,173,230)
Batf	Snord69	-1.5048	rgb(135,167,231)
Hif1a	Snrnp25	1.7219	rgb(222,135,136)
Rorc	Snrnp35	1.6053	rgb(221,140,141)
Nfe2l2	Snrnp35	1.574	rgb(221,142,143)
Rorc	Snrpd1	-1.532	rgb(134,166,232)
Batf	Snrpf	-1.6574	rgb(127,162,233)
Batf	Sntb1	-1.9841	rgb(109,151,236)
Stat3	Sntb1	-1.0311	rgb(161,183,227)
Stat3	Sntb2	1.167	rgb(220,161,162)
Fosl2	Snx10	-1.0162	rgb(162,183,227)
Stat3	Snx11	-1.4728	rgb(137,168,231)
Fosl2	Snx11	-1.0433	rgb(160,183,227)
Rorc	Snx14	-1.8021	rgb(119,157,234)
Hif1a	Snx15	1.7313	rgb(222,134,135)
Fosl2	Snx18	1.8217	rgb(222,130,131)
Hif1a	Snx18	1.846	rgb(222,129,130)
Fosl2	Snx2	1.0501	rgb(220,167,167)
Batf	Snx5	-1.4641	rgb(137,169,231)
Hif1a	Snx6	1.7151	rgb(222,135,136)
Maf	Snx9	-1.62	rgb(129,163,232)
Stat3	Soat1	1.112	rgb(220,164,164)
Batf	Soat2	1.4106	rgb(221,150,150)
Irf4	Soat2	1.5632	rgb(221,142,143)
Fosl2	Soat2	1.8038	rgb(222,131,132)
Hif1a	Socs1	1.9016	rgb(222,126,127)
Batf	Socs2	-1.338	rgb(144,173,230)
Irf4	Socs2	-1.6086	rgb(130,164,232)
Stat3	Socs2	-1.8237	rgb(118,157,234)
Hif1a	Socs2	1.3371	rgb(221,153,154)
Stat3	Socs3	1.97	rgb(222,123,124)
Rorc	Socs3	-1.7962	rgb(119,158,234)
Fosl2	Socs3	1.8074	rgb(222,131,132)
Hif1a	Socs3	1.787	rgb(222,132,132)
Etv6	Socs3	-1.5612	rgb(132,165,232)
Batf	Sord	-1.1835	rgb(153,178,228)
Fosl2	Sord	1.4143	rgb(221,149,150)
Batf	Sox4	-1.3391	rgb(144,173,230)
Irf4	Sox4	-1.4975	rgb(136,168,231)
Maf	Sox5	-1.297	rgb(147,174,229)
Stat3	Sox5	1.1375	rgb(220,163,163)
Fosl2	Sox5	-1.8342	rgb(117,156,234)
Batf	Sp100	-1.606	rgb(130,164,232)
Stat3	Sp100	-1.0434	rgb(160,183,227)
Fosl2	Sp100	1.2376	rgb(220,158,158)
Batf	Sp110	-1.0012	rgb(163,184,227)
Batf	Sp140	-1.0038	rgb(162,184,227)
Etv6	Sp2	-1.6452	rgb(128,163,233)
Batf	Sp4	1.4059	rgb(221,150,151)
Irf4	Sp4	1.4061	rgb(221,150,150)
Stat3	Sp4	1.1723	rgb(220,161,162)
Maf	Spag9	-1.815	rgb(118,157,234)
Irf4	Spata13	-1.8671	rgb(116,155,235)
Rorc	Spata13	-1.7865	rgb(120,158,234)
Fosl2	Spata13	1.7661	rgb(222,133,133)
Hif1a	Spata13	1.3942	rgb(221,150,151)
Batf	Spata6	1.5913	rgb(221,141,142)
Irf4	Spata6	1.5996	rgb(221,141,141)
Stat3	Spata6	1.1653	rgb(220,161,162)
Rorc	Spata6	-1.2004	rgb(152,177,228)
Fosl2	Spata6	1.0275	rgb(220,168,168)
Maf	Spata7	-1.4909	rgb(136,168,231)
Irf4	Spats2	1.1165	rgb(220,164,164)
Hif1a	Spg21	1.3303	rgb(221,153,154)
Etv6	Sphk2	-1.7283	rgb(123,160,233)
Irf4	Spin4	-1.1557	rgb(154,179,228)
Batf	Spire1	1.4985	rgb(221,145,146)
Irf4	Spire1	1.3814	rgb(221,151,152)
Maf	Spn	-1.3955	rgb(141,171,230)
Fosl2	Spn	-1.7549	rgb(122,159,234)
Etv6	Spns1	-1.3606	rgb(143,172,230)
Maf	Spp1	-1.1578	rgb(154,179,228)
Fosl2	Spred2	1.9724	rgb(222,123,124)
Hif1a	Spred2	1.8288	rgb(222,130,131)
Fosl2	Spred3	1.1004	rgb(220,164,165)
Batf	Spry1	-1.7504	rgb(122,159,234)
Stat3	Spry1	1.8707	rgb(222,128,129)
Rorc	Spry1	1.7861	rgb(222,132,133)
Hif1a	Spsb2	1.892	rgb(222,127,128)
Batf	Sptlc1	-1.7289	rgb(123,160,233)
Batf	Sqle	-1.6257	rgb(129,163,232)
Fosl2	Sqle	-1.6975	rgb(125,161,233)
Maf	Sqrdl	-1.4366	rgb(139,170,231)
Batf	Sqstm1	1.683	rgb(222,137,137)
Irf4	Sqstm1	1.4937	rgb(221,146,146)
Hif1a	Sra1	1.8801	rgb(222,127,128)
Fosl2	Srf	-1.2877	rgb(147,174,229)
Irf4	Srgap3	-1.4826	rgb(136,168,231)
Maf	Srgap3	-1.7208	rgb(124,160,233)
Fosl2	Srgap3	1.5977	rgb(221,141,141)
Hif1a	Srgap3	1.0278	rgb(220,168,168)
Stat3	Srgn	1.8199	rgb(222,130,131)
Fosl2	Srgn	1.9203	rgb(222,125,126)
Rorc	Sri	-1.2377	rgb(150,176,229)
Fosl2	Srm	-1.828	rgb(118,157,234)
Batf	Srpk2	-1.5712	rgb(132,165,232)
Batf	Srsf2	-1.6869	rgb(125,161,233)
Fosl2	Srsf2	-1.5179	rgb(135,167,231)
Batf	Srsf6	-1.379	rgb(142,171,230)
Fosl2	Srsf6	-1.1877	rgb(153,178,228)
Batf	Srsf7	-1.0809	rgb(158,181,227)
Maf	Ssbp4	1.8319	rgb(222,129,130)
Hif1a	Ssbp4	1.6843	rgb(222,136,137)
Etv6	Ssbp4	-1.8753	rgb(115,155,235)
Batf	Ssh1	1.6436	rgb(222,138,139)
Irf4	Ssh1	1.5012	rgb(221,145,146)
Irf4	Ssh2	1.9169	rgb(222,125,126)
Maf	Ssh2	1.9736	rgb(222,123,124)
Stat3	Ssh2	1.8343	rgb(222,129,130)
Rorc	Ssh2	-1.8348	rgb(117,156,234)
Fosl2	Ssh2	1.9732	rgb(222,123,124)
Etv6	Ssh2	-1.2333	rgb(150,176,229)
Nfe2l2	Ssh3	1.5125	rgb(221,145,145)
Maf	Ssu72	-1.0374	rgb(161,183,227)
Batf	St14	-1.1043	rgb(157,181,228)
Batf	St3gal1	1.9629	rgb(222,123,124)
Irf4	St3gal1	1.9162	rgb(222,125,126)
Maf	St3gal1	-1.9389	rgb(112,153,235)
Stat3	St3gal1	1.7172	rgb(222,135,136)
Rorc	St3gal1	1.7256	rgb(222,135,135)
Fosl2	St3gal1	-1.8923	rgb(114,154,235)
Irf4	St3gal4	-1.2732	rgb(148,175,229)
Fosl2	St3gal4	1.5261	rgb(221,144,145)
Irf4	St3gal6	-1.7935	rgb(120,158,234)
Irf4	St6gal1	-1.933	rgb(112,153,235)
Maf	St6gal1	1.9652	rgb(222,123,124)
Stat3	St6gal1	1.9503	rgb(222,124,125)
Rorc	St6gal1	-1.9142	rgb(113,154,235)
Fosl2	St6gal1	1.9592	rgb(222,123,124)
Hif1a	St6gal1	1.9075	rgb(222,126,127)
Fosl2	St6galnac2	1.0486	rgb(220,167,167)
Batf	St6galnac4	-1.729	rgb(123,160,233)
Irf4	St6galnac4	-1.8263	rgb(118,157,234)
Stat3	St6galnac4	-1.865	rgb(116,155,235)
Fosl2	St6galnac4	-1.8052	rgb(119,157,234)
Irf4	St6galnac6	1.5842	rgb(221,141,142)
Stat3	St6galnac6	1.7054	rgb(222,135,136)
Fosl2	St6galnac6	-1.1013	rgb(157,181,227)
Rorc	St8sia1	-1.9756	rgb(110,152,236)
Fosl2	St8sia1	1.9532	rgb(222,124,125)
Stat3	St8sia4	-1.2526	rgb(149,176,229)
Rorc	St8sia4	-1.16	rgb(154,179,228)
Fosl2	St8sia4	1.958	rgb(222,123,124)
Hif1a	St8sia4	1.4014	rgb(221,150,151)
Batf	St8sia6	-1.8023	rgb(119,157,234)
Stat3	St8sia6	-1.0249	rgb(161,183,227)
Irf4	Stambpl1	-1.7751	rgb(121,158,234)
Irf4	Stap1	-1.7218	rgb(124,160,233)
Maf	Stap1	-1.7156	rgb(124,160,233)
Maf	Stard10	1.8088	rgb(222,131,131)
Stat3	Stard10	1.1891	rgb(220,160,161)
Fosl2	Stard10	1.908	rgb(222,126,127)
Hif1a	Stard4	1.5505	rgb(221,143,144)
Batf	Stat1	-1.8175	rgb(118,157,234)
Maf	Stat1	-1.829	rgb(118,157,234)
Stat3	Stat1	-1.9181	rgb(113,154,235)
Irf4	Stat2	1.2906	rgb(221,155,156)
Stat3	Stat2	-1.4725	rgb(137,168,231)
Fosl2	Stat2	1.3054	rgb(221,155,155)
Batf	Stat3	1.9181	rgb(222,125,126)
Irf4	Stat3	1.9399	rgb(222,124,125)
Stat3	Stat3	1.9032	rgb(222,126,127)
Hif1a	Stat3	1.7344	rgb(222,134,135)
Irf4	Stat4	1.971	rgb(222,123,124)
Rorc	Stat4	-1.8882	rgb(114,155,235)
Batf	Stat5a	1.6715	rgb(222,137,138)
Maf	Stat5a	-1.9167	rgb(113,154,235)
Fosl2	Stat5a	-1.7801	rgb(120,158,234)
Batf	Stat5b	1.839	rgb(222,129,130)
Hif1a	Stat6	1.7987	rgb(222,131,132)
Batf	Stc2	-1.3105	rgb(146,174,229)
Maf	Stc2	-1.0711	rgb(159,182,227)
Hif1a	Stc2	1.8569	rgb(222,128,129)
Hif1a	Stk11	1.6359	rgb(222,139,140)
Batf	Stk17b	1.8908	rgb(222,127,128)
Stat3	Stk17b	1.8198	rgb(222,130,131)
Hif1a	Stk25	1.5316	rgb(221,144,145)
Batf	Stk38l	-1.9607	rgb(111,152,236)
Batf	Stk39	-1.95	rgb(111,153,236)
Irf4	Stk39	-1.8661	rgb(116,155,235)
Stat3	Stk39	-1.6338	rgb(128,163,233)
Rorc	Stk39	-1.642	rgb(128,163,233)
Hif1a	Stk39	1.2794	rgb(221,156,156)
Maf	Stk40	-1.8619	rgb(116,155,235)
Irf4	Stoml1	1.933	rgb(222,125,126)
Maf	Stoml1	-1.8465	rgb(117,156,235)
Batf	Ston1	-1.152	rgb(154,179,228)
Fosl2	Ston1	-1.0533	rgb(160,182,227)
Batf	Stra6	-1.7681	rgb(121,159,234)
Irf4	Stra6	1.8039	rgb(222,131,132)
Maf	Stra6	-1.2803	rgb(147,175,229)
Fosl2	Stra6	-1.5829	rgb(131,165,232)
Nfe2l2	Stradb	-1.3204	rgb(145,173,230)
Maf	Strn3	-1.2197	rgb(151,177,229)
Batf	Stt3a	-1.39	rgb(142,171,230)
Batf	Stx11	1.918	rgb(222,125,126)
Irf4	Stx11	1.9143	rgb(222,126,126)
Maf	Stx11	-1.8883	rgb(114,155,235)
Stat3	Stx11	1.8884	rgb(222,127,128)
Rorc	Stx11	1.9368	rgb(222,124,125)
Fosl2	Stx11	-1.9366	rgb(112,153,235)
Fosl2	Stx4a	1.4835	rgb(221,146,147)
Irf4	Stx7	1.0664	rgb(220,166,167)
Maf	Stx7	-1.1507	rgb(155,179,228)
Maf	Stxbp5	-1.0856	rgb(158,181,227)
Maf	Sub1	-1.273	rgb(148,175,229)
Rorc	Sub1	-1.4465	rgb(138,169,231)
Irf4	Sugt1	1.0273	rgb(220,168,168)
Maf	Sumf1	-1.6086	rgb(130,164,232)
Irf4	Sun1	1.1462	rgb(220,162,163)
Maf	Sun1	-1.3132	rgb(146,174,229)
Hif1a	Sun1	1.7996	rgb(222,131,132)
Irf4	Surf4	1.6703	rgb(222,137,138)
Batf	Susd3	1.8366	rgb(222,129,130)
Maf	Susd3	-1.8374	rgb(117,156,234)
Rorc	Susd3	-1.613	rgb(129,164,232)
Hif1a	Suv420h1	1.6785	rgb(222,137,138)
Irf4	Swap70	-1.1584	rgb(154,179,228)
Rorc	Swap70	-1.0861	rgb(158,181,227)
Fosl2	Swap70	1.2095	rgb(220,159,160)
Irf4	Syce2	1.1314	rgb(220,163,163)
Hif1a	Syce2	1.4321	rgb(221,149,149)
Fosl2	Syde2	-1.0179	rgb(162,183,227)
Batf	Syn1	1.8224	rgb(222,130,131)
Irf4	Syn1	1.6486	rgb(222,138,139)
Maf	Syn1	-1.0979	rgb(157,181,227)
Stat3	Syn1	1.3844	rgb(221,151,152)
Fosl2	Syn1	-1.8003	rgb(119,158,234)
Batf	Syne1	1.2602	rgb(220,157,157)
Irf4	Syne1	1.001	rgb(220,169,170)
Stat3	Syne1	1.0031	rgb(220,169,170)
Batf	Syngr2	-1.1399	rgb(155,179,228)
Maf	Synj2	-1.9643	rgb(110,152,236)
Batf	Synpo	-1.922	rgb(113,154,235)
Rorc	Synpo	-1.7213	rgb(124,160,233)
Irf4	Syp	-1.1104	rgb(157,180,228)
Stat3	Syt11	1.5775	rgb(221,142,142)
Fosl2	Sytl1	1.8422	rgb(222,129,130)
Batf	Sytl3	1.9131	rgb(222,126,127)
Maf	Sytl3	-1.772	rgb(121,158,234)
Stat3	Sytl3	1.496	rgb(221,145,146)
Irf4	Tab2	1.5351	rgb(221,144,144)
Batf	Tacc2	-1.8227	rgb(118,157,234)
Maf	Tacc2	-1.83	rgb(118,157,234)
Batf	Tada2a	-1.6133	rgb(129,164,232)
Irf4	Taf15	1.1565	rgb(220,162,162)
Etv6	Taf1c	-1.7657	rgb(121,159,234)
Irf4	Taf4b	-1.5555	rgb(133,166,232)
Batf	Taf5	-1.3535	rgb(143,172,230)
Irf4	Tagap	-1.9447	rgb(111,153,235)
Maf	Tagap	-1.9196	rgb(113,154,235)
Stat3	Tagap	-1.7662	rgb(121,159,234)
Fosl2	Tagap	-1.9502	rgb(111,153,236)
Irf4	Tagap1	-1.9026	rgb(114,154,235)
Maf	Tagap1	-1.8763	rgb(115,155,235)
Fosl2	Tagap1	-1.3847	rgb(142,171,230)
Maf	Tagln2	-1.3244	rgb(145,173,230)
Fosl2	Tagln2	-1.4794	rgb(137,168,231)
Batf	Tal2	-1.3563	rgb(143,172,230)
Irf4	Tanc1	1.485	rgb(221,146,147)
Maf	Tank	-1.7141	rgb(124,160,233)
Stat3	Taok1	1.3443	rgb(221,153,153)
Hif1a	Taok3	1.6243	rgb(221,139,140)
Batf	Tap1	-1.8801	rgb(115,155,235)
Stat3	Tap1	-1.9063	rgb(113,154,235)
Fosl2	Tap1	1.7407	rgb(222,134,135)
Batf	Tap2	-1.8691	rgb(116,155,235)
Stat3	Tap2	-1.8882	rgb(114,155,235)
Batf	Tapbp	-1.8378	rgb(117,156,234)
Irf4	Tapbp	-1.9105	rgb(113,154,235)
Maf	Tapbp	-1.8573	rgb(116,156,235)
Stat3	Tapbp	-1.7661	rgb(121,159,234)
Etv6	Tapbp	-1.8308	rgb(118,157,234)
Maf	Tapbpl	-1.925	rgb(112,153,235)
Batf	Tapt1	-1.7835	rgb(120,158,234)
Batf	Tarsl2	1.0363	rgb(220,167,168)
Batf	Tatdn2	-1.0123	rgb(162,184,227)
Fosl2	Tatdn2	-1.2327	rgb(150,176,229)
Maf	Tax1bp1	-1.062	rgb(159,182,227)
Nfe2l2	Taz	1.7149	rgb(222,135,136)
Irf4	Tbc1d1	1.6923	rgb(222,136,137)
Hif1a	Tbc1d1	1.3753	rgb(221,151,152)
Etv6	Tbc1d13	-1.7506	rgb(122,159,234)
Hif1a	Tbc1d20	1.3145	rgb(221,154,155)
Fosl2	Tbc1d23	1.0733	rgb(220,166,166)
Batf	Tbc1d4	-1.7163	rgb(124,160,233)
Irf4	Tbc1d4	-1.8039	rgb(119,157,234)
Maf	Tbc1d4	1.3	rgb(221,155,156)
Stat3	Tbc1d4	-1.2427	rgb(150,176,229)
Maf	Tbc1d7	-1.5283	rgb(134,167,232)
Nfe2l2	Tbcc	-1.6614	rgb(127,162,233)
Stat3	Tbkbp1	-1.9384	rgb(112,153,235)
Etv6	Tbkbp1	-1.7256	rgb(123,160,233)
Batf	Tbl1xr1	-1.9445	rgb(111,153,235)
Stat3	Tbl1xr1	1.4796	rgb(221,146,147)
Fosl2	Tbl1xr1	1.8945	rgb(222,126,127)
Hif1a	Tbl2	1.9203	rgb(222,125,126)
Fosl2	Tbl3	-1.1504	rgb(155,179,228)
Batf	Tbx21	1.2786	rgb(221,156,157)
Maf	Tbx21	-1.1029	rgb(157,181,227)
Rorc	Tbx21	-1.2129	rgb(151,177,229)
Fosl2	Tbx21	-1.3502	rgb(144,172,230)
Fosl2	Tbxa2r	1.1899	rgb(220,160,161)
Irf4	Tcf25	1.3551	rgb(221,152,153)
Hif1a	Tcf25	1.7509	rgb(222,133,134)
Nfe2l2	Tchp	1.4553	rgb(221,147,148)
Rorc	Tcn2	-1.2395	rgb(150,176,229)
Fosl2	Tcn2	1.6186	rgb(221,140,140)
Batf	Tcp11l2	1.6483	rgb(222,138,139)
Stat3	Tcp11l2	1.4263	rgb(221,149,150)
Fosl2	Tcp11l2	1.8026	rgb(222,131,132)
Hif1a	Tdg	1.7321	rgb(222,134,135)
Irf4	Tdrkh	1.1046	rgb(220,164,165)
Stat3	Tdrkh	1.245	rgb(220,157,158)
Rorc	Tdrkh	-1.2969	rgb(147,174,229)
Batf	Tec	1.9905	rgb(222,122,123)
Irf4	Tec	1.9669	rgb(222,123,124)
Stat3	Tec	1.6725	rgb(222,137,138)
Rorc	Tec	1.9586	rgb(222,123,124)
Hif1a	Tec	1.5877	rgb(221,141,142)
Batf	Tecpr1	1.3109	rgb(221,154,155)
Fosl2	Tecpr1	1.3377	rgb(221,153,154)
Hif1a	Tecpr1	1.2981	rgb(221,155,156)
Fosl2	Tes	1.8482	rgb(222,129,130)
Hif1a	Tes	1.6037	rgb(221,140,141)
Maf	Tet2	-1.8123	rgb(119,157,234)
Hif1a	Tet2	1.587	rgb(221,141,142)
Batf	Tet3	-1.9155	rgb(113,154,235)
Maf	Tet3	-1.7518	rgb(122,159,234)
Batf	Tex10	-1.0635	rgb(159,182,227)
Batf	Tex15	-1.0674	rgb(159,182,227)
Irf4	Tex15	1.2731	rgb(221,156,157)
Stat3	Tex15	1.2266	rgb(220,158,159)
Rorc	Tex2	1.9392	rgb(222,124,125)
Hif1a	Tex2	1.7121	rgb(222,135,136)
Hif1a	Tex261	1.5436	rgb(221,143,144)
Etv6	Tex264	-1.2976	rgb(147,174,229)
Batf	Tfdp1	-1.7713	rgb(121,158,234)
Fosl2	Tfdp1	-1.7299	rgb(123,160,233)
Maf	Tfrc	-1.4364	rgb(139,170,231)
Fosl2	Tfrc	-1.2642	rgb(148,175,229)
Hif1a	Tfrc	1.7893	rgb(222,131,132)
Batf	Tg	1.9944	rgb(222,122,123)
Irf4	Tg	1.998	rgb(223,122,123)
Maf	Tg	-1.9811	rgb(109,152,236)
Rorc	Tg	-1.9947	rgb(109,151,236)
Fosl2	Tg	1.9784	rgb(222,122,123)
Hif1a	Tg	1.6799	rgb(222,137,138)
Etv6	Tg	1.8968	rgb(222,126,127)
Maf	Tgds	-1.4661	rgb(137,169,231)
Batf	Tgfb3	-1.365	rgb(143,172,230)
Fosl2	Tgfb3	1.7619	rgb(222,133,134)
Batf	Tgfbr1	-1.2774	rgb(148,175,229)
Irf4	Tgfbr1	-1.7625	rgb(121,159,234)
Batf	Tgfbr2	1.8834	rgb(222,127,128)
Batf	Tgfbr3	1.997	rgb(222,122,123)
Irf4	Tgfbr3	1.9889	rgb(222,122,123)
Maf	Tgfbr3	-1.9553	rgb(111,152,236)
Hif1a	Tgfbr3	1.3831	rgb(221,151,152)
Batf	Tgm1	-1.2648	rgb(148,175,229)
Fosl2	Tgm1	1.1409	rgb(220,162,163)
Batf	Tgm2	-1.9108	rgb(113,154,235)
Stat3	Tgm2	1.9573	rgb(222,123,124)
Rorc	Tgm2	-1.8844	rgb(115,155,235)
Fosl2	Tgm2	1.8218	rgb(222,130,131)
Hif1a	Tgm2	1.4737	rgb(221,147,147)
Etv6	Tgm2	-1.4069	rgb(141,171,230)
Irf4	Tgoln1	1.735	rgb(222,134,135)
Stat3	Tgoln1	1.4375	rgb(221,148,149)
Batf	Tgtp2	-1.9065	rgb(113,154,235)
Irf4	Tgtp2	-1.8806	rgb(115,155,235)
Fosl2	Tgtp2	-1.9167	rgb(113,154,235)
Batf	Thap2	-1.8584	rgb(116,156,235)
Maf	Thap2	-1.7639	rgb(121,159,234)
Irf4	Thbs1	-1.51	rgb(135,167,231)
Batf	Themis	1.8607	rgb(222,128,129)
Irf4	Themis	1.7674	rgb(222,133,133)
Maf	Themis	-1.2586	rgb(149,175,229)
Stat3	Themis	1.0194	rgb(220,168,169)
Fosl2	Themis	1.3082	rgb(221,154,155)
Hif1a	Themis	1.3272	rgb(221,154,154)
Etv6	Themis	1.0321	rgb(220,168,168)
Maf	Thoc7	-1.2086	rgb(151,177,228)
Fosl2	Thop1	-1.0838	rgb(158,181,227)
Irf4	Thra	1.8145	rgb(222,130,131)
Stat3	Thra	1.4153	rgb(221,149,150)
Fosl2	Thra	1.7381	rgb(222,134,135)
Nfe2l2	Thra	1.499	rgb(221,145,146)
Hif1a	Thra	1.414	rgb(221,149,150)
Irf4	Thy1	-1.9406	rgb(112,153,235)
Maf	Thy1	-1.8925	rgb(114,154,235)
Fosl2	Thy1	-1.8128	rgb(119,157,234)
Hif1a	Thy1	1.8413	rgb(222,129,130)
Rorc	Tia1	-1.781	rgb(120,158,234)
Stat3	Tiam1	1.6183	rgb(221,140,140)
Fosl2	Tiam1	1.9122	rgb(222,126,127)
Stat3	Ticam1	1.6489	rgb(222,138,139)
Batf	Ticam2	1.522	rgb(221,144,145)
Irf4	Ticam2	-1.5151	rgb(135,167,231)
Maf	Ticam2	-1.0646	rgb(159,182,227)
Maf	Tigit	1.5578	rgb(221,143,143)
Rorc	Tigit	-1.3581	rgb(143,172,230)
Fosl2	Tigit	1.8792	rgb(222,127,128)
Batf	Timd2	1.9811	rgb(222,122,123)
Maf	Timd2	-1.9738	rgb(110,152,236)
Stat3	Timd2	1.9525	rgb(222,124,125)
Rorc	Timd2	1.9684	rgb(222,123,124)
Fosl2	Timd2	-1.9125	rgb(113,154,235)
Hif1a	Timd2	-1.6099	rgb(130,164,232)
Fosl2	Timm10	-1.5629	rgb(132,165,232)
Maf	Timm8b	-1.2564	rgb(149,175,229)
Fosl2	Timm9	-1.2878	rgb(147,174,229)
Stat3	Timp1	1.6277	rgb(221,139,140)
Fosl2	Timp1	-1.4238	rgb(140,170,231)
Stat3	Timp2	1.3191	rgb(221,154,155)
Rorc	Timp2	1.6267	rgb(221,139,140)
Fosl2	Timp2	-1.9357	rgb(112,153,235)
Irf4	Tinf2	1.5962	rgb(221,141,142)
Batf	Tiparp	1.8786	rgb(222,127,128)
Irf4	Tiparp	1.7545	rgb(222,133,134)
Stat3	Tiparp	1.8034	rgb(222,131,132)
Rorc	Tiparp	-1.5685	rgb(132,165,232)
Fosl2	Tiparp	1.8073	rgb(222,131,132)
Hif1a	Tiparp	1.7282	rgb(222,134,135)
Batf	Tirap	1.2488	rgb(220,157,158)
Irf4	Tirap	1.5671	rgb(221,142,143)
Hif1a	Tirap	1.847	rgb(222,129,130)
Etv6	Tirap	-1.3336	rgb(145,173,230)
Batf	Tjp2	-1.3936	rgb(141,171,230)
Stat3	Tjp2	1.0328	rgb(220,168,168)
Rorc	Tjp2	1.3223	rgb(221,154,154)
Batf	Tk1	-1.5855	rgb(131,165,232)
Hif1a	Tkt	1.5365	rgb(221,144,144)
Irf4	Tlcd1	1.8944	rgb(222,126,127)
Nfe2l2	Tlcd2	1.5804	rgb(221,141,142)
Batf	Tle1	1.5392	rgb(221,143,144)
Irf4	Tle1	1.3976	rgb(221,150,151)
Maf	Tle1	1.3502	rgb(221,152,153)
Stat3	Tle1	1.1899	rgb(220,160,161)
Stat3	Tle3	1.7181	rgb(222,135,136)
