TF	Target	SignedQuantile	AveStability	AvePCorr	stroke	stroke-width	stroke-dasharray
Hsf1	Zfp592	0.99504	50.15	0.646	rgb(224, 94, 95)	1.9939	None
Irf4	Abcd3	-0.99504	50.15	-6.5E-01	rgb( 76,131,242)	1.9939	2,2
Irf4	Crtam	-0.99504	50.15	-6.5E-01	rgb( 76,131,242)	1.9939	2,2
Irf7	Ccrl2	0.99504	50.15	0.648	rgb(224, 93, 95)	1.9939	None
Mybl1	Gen1	0.99504	50.15	0.648	rgb(224, 93, 95)	1.9939	2,2
Nfic	Klf13	0.99504	50.15	0.653	rgb(224, 92, 94)	1.9939	None
Nfkb1	Nme4	-0.99504	50.15	-6.5E-01	rgb( 76,131,242)	1.9939	None
Nr3c1	Dnajc21	-0.99504	50.15	-6.5E-01	rgb( 76,131,242)	1.9939	None
Rest	Rnf169	0.99504	50.15	0.649	rgb(224, 93, 94)	1.9939	None
Rfx7	Hist2h2bb	-0.99504	50.15	-6.5E-01	rgb( 76,131,242)	1.9939	None
Sp4	Zfp146	-0.99504	50.15	-6.5E-01	rgb( 75,131,242)	1.9939	None
Vax2	Il17re	0.99504	50.15	0.647	rgb(224, 93, 95)	1.9939	2,2
Zfp473	Slfn2	-0.99504	50.15	-6.5E-01	rgb( 76,131,242)	1.9939	2,2
Ahrr	Sema6d	0.99469	50.11	0.611	rgb(224,100,102)	1.9931	2,2
Atmin	Slc29a3	0.99469	50.11	0.61	rgb(224,100,102)	1.9931	2,2
Epas1	Pgm2	0.99469	50.11	0.614	rgb(224,100,101)	1.9931	2,2
Foxj1	Tnfsf10	0.99469	50.11	0.609	rgb(224,101,102)	1.9931	None
Gata3	Slc7a1	0.99469	50.11	0.615	rgb(224,100,101)	1.9931	None
Hif1a	Rnf217	0.99469	50.11	0.608	rgb(224,101,102)	1.9931	None
Irf7	Plxnc1	0.99469	50.11	0.605	rgb(224,101,103)	1.9931	None
Klf11	Guca1a	0.99469	50.11	0.609	rgb(224,101,102)	1.9931	None
Klf4	Arhgef17	0.99469	50.11	0.61	rgb(224,100,102)	1.9931	None
Nr3c1	Ptk7	0.99469	50.11	0.615	rgb(224,100,101)	1.9931	None
Pknox1	Tnfrsf18	-0.99469	50.11	-6.1E-01	rgb( 84,136,240)	1.9931	None
Plscr1	Hmox1	0.99469	50.11	0.612	rgb(224,100,101)	1.9931	2,2
Ppara	Rps14	-0.99469	50.11	-6.1E-01	rgb( 84,136,240)	1.9931	None
Prdm2	Dock4	0.99469	50.11	0.612	rgb(224,100,101)	1.9931	2,2
Rel	Spib	0.99469	50.11	0.611	rgb(224,100,101)	1.9931	None
Rora	S100a4	0.99469	50.11	0.613	rgb(224,100,101)	1.9931	None
Tbx21	Icam1	0.99469	50.11	0.615	rgb(224,100,101)	1.9931	2,2
Zfp219	Nfkbie	0.99469	50.11	0.61	rgb(224,100,102)	1.9931	2,2
Zfp956	Ankrd23	0.99469	50.11	0.609	rgb(224,101,102)	1.9931	2,2
Cebpg	Pck2	0.99409	50.14	0.641	rgb(224, 95, 96)	1.9937	2,2
Ebf1	Myo10	0.99409	50.14	0.639	rgb(224, 95, 96)	1.9937	None
Ebf1	Snap25	0.99409	50.14	0.64	rgb(224, 95, 96)	1.9937	None
Elk3	Dusp14	0.99409	50.14	0.644	rgb(224, 94, 95)	1.9937	2,2
Epas1	Gsn	0.99409	50.14	0.641	rgb(224, 95, 96)	1.9937	2,2
Etv4	Spint1	0.99409	50.14	0.644	rgb(224, 94, 95)	1.9937	None
Etv6	Tnnt2	-0.99409	50.14	-6.4E-01	rgb( 79,133,241)	1.9937	None
Foxp1	Dapl1	0.99409	50.14	0.644	rgb(224, 94, 95)	1.9937	None
Foxp1	Stx2	-0.99409	50.14	-6.4E-01	rgb( 78,132,241)	1.9937	None
Hic1	Cltb	0.99409	50.14	0.641	rgb(224, 95, 96)	1.9937	None
Irf1	Gbp2	0.99409	50.14	0.639	rgb(224, 95, 96)	1.9937	None
Jdp2	Pck2	0.99409	50.14	0.637	rgb(224, 95, 97)	1.9937	2,2
Kdm5b	Ero1l	0.99409	50.14	0.64	rgb(224, 95, 96)	1.9937	2,2
Mybl1	4632434I11Rik	0.99409	50.14	0.645	rgb(224, 94, 95)	1.9937	2,2
