TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Rarg	Il17a	1	50.9	0.896	rgb(227, 46, 48)	2	None
Hsf2	Tnfsf11	0.99829	50.89	0.886	rgb(227, 48, 50)	1.9998	None
Rarg	Il17f	0.99829	50.89	0.885	rgb(227, 48, 50)	1.9998	2,2
Klf8	Fn1	-0.99659	50.88	-8.8E-01	rgb( 25,100,251)	1.9996	None
Relb	Pigr	0.99488	50.85	0.847	rgb(226, 55, 57)	1.999	None
Zfp191	Pdgfrb	-0.99488	50.85	-8.5E-01	rgb( 33,105,249)	1.999	None
Trerf1	Cd86	-0.99317	50.84	-8.4E-01	rgb( 34,106,249)	1.9988	None
Irf4	Irf7	-0.99146	50.83	-8.3E-01	rgb( 36,107,249)	1.9986	None
Nfe2	Tbxa2r	0.99146	50.83	0.827	rgb(226, 59, 61)	1.9986	None
Rorc	Lingo4	0.99146	50.83	0.835	rgb(226, 58, 59)	1.9986	2,2
Egr2	Fasl	-0.98976	50.82	-8.2E-01	rgb( 40,109,248)	1.9984	None
Spib	Irf7	-0.98976	50.82	-8.2E-01	rgb( 39,109,248)	1.9984	None
Rorc	C2cd4d	0.98805	50.81	0.808	rgb(226, 63, 64)	1.9982	2,2
Zfp182	Fyco1	0.98805	50.81	0.813	rgb(226, 62, 63)	1.9982	2,2
Sp110	Cdkn2d	0.98634	50.8	0.796	rgb(226, 65, 67)	1.998	2,2
Klf3	Six4	0.98463	50.79	0.793	rgb(226, 66, 67)	1.9978	None
Nfkb2	Selp	0.98463	50.79	0.793	rgb(226, 66, 67)	1.9978	None
Cebpg	Psph	0.98293	50.78	0.784	rgb(226, 67, 69)	1.9976	2,2
Zfp367	Dtl	0.98122	50.77	0.769	rgb(225, 70, 72)	1.9974	2,2
Prdm1	Lmo2	-0.97951	50.76	-7.6E-01	rgb( 51,116,246)	1.9972	None
Sp110	Max	0.97951	50.76	0.763	rgb(225, 71, 73)	1.9972	2,2
Irf7	Ccl5	0.9778	50.75	0.745	rgb(225, 75, 76)	1.997	None
Npas2	Per2	0.9778	50.75	0.752	rgb(225, 73, 75)	1.997	None
Stat4	Tbx21	0.9778	50.75	0.748	rgb(225, 74, 76)	1.997	None
Ahrr	Cyp1b1	0.9778	50.75	0.753	rgb(225, 73, 75)	1.997	2,2
Zfp146	Mpv17l	-0.9778	50.75	-7.5E-01	rgb( 55,118,245)	1.997	2,2
Zfp367	Rpa2	0.9778	50.75	0.751	rgb(225, 74, 75)	1.997	2,2
Zfp385a	Zmat3	0.9778	50.75	0.753	rgb(225, 73, 75)	1.997	2,2
Hsf2	Cd9	0.9761	50.74	0.745	rgb(225, 75, 76)	1.9968	2,2
Atf6b	Crip1	-0.9761	50.74	-7.4E-01	rgb( 56,119,245)	1.9968	2,2
Zfp467	Sspo	0.9761	50.74	0.739	rgb(225, 76, 77)	1.9968	2,2
Ddit3	Trf	0.97439	50.73	0.727	rgb(225, 78, 80)	1.9966	None
Gabpa	Chrne	0.97439	50.73	0.727	rgb(225, 78, 80)	1.9966	None
Elk3	Capg	0.97439	50.73	0.726	rgb(225, 78, 80)	1.9966	2,2
Ikzf4	Treml2	0.97439	50.73	0.734	rgb(225, 77, 78)	1.9966	2,2
Prdm2	Dock4	0.97439	50.73	0.732	rgb(225, 77, 79)	1.9966	2,2
Zbtb34	Pogz	0.97439	50.73	0.731	rgb(225, 77, 79)	1.9966	2,2
Irf5	Gna15	0.97268	50.72	0.724	rgb(225, 79, 80)	1.9964	2,2
Mxi1	Clybl	0.97268	50.72	0.723	rgb(225, 79, 80)	1.9964	2,2
Rbpj	Id2	0.97268	50.72	0.72	rgb(225, 80, 81)	1.9964	2,2
Zfp386	Emb	0.97268	50.72	0.725	rgb(225, 79, 80)	1.9964	2,2
Hif1a	Plod2	0.97097	50.71	0.709	rgb(225, 82, 83)	1.9962	2,2
Irf4	I830012O16Rik	-0.97097	50.71	-7.1E-01	rgb( 63,123,244)	1.9962	2,2
Trerf1	Cd80	-0.97097	50.71	-7.1E-01	rgb( 62,123,244)	1.9962	None
Trp73	Aqp3	0.97097	50.71	0.708	rgb(225, 82, 83)	1.9962	None
Zfhx3	Afp	-0.97097	50.71	-7.1E-01	rgb( 63,123,244)	1.9962	None
Zfp382	Id1	-0.97097	50.71	-7.1E-01	rgb( 64,124,244)	1.9962	None
C030039L03Rik	Per2	0.97097	50.71	0.712	rgb(225, 81, 82)	1.9962	2,2
Tcf12	Mycbp2	0.97097	50.71	0.706	rgb(225, 82, 84)	1.9962	2,2
Zfp367	Exo1	0.97097	50.71	0.711	rgb(225, 81, 83)	1.9962	2,2
Zfp629	Ttbk2	0.97097	50.71	0.712	rgb(225, 81, 82)	1.9962	2,2
Zfp948	Ankrd23	0.97097	50.71	0.705	rgb(225, 82, 84)	1.9962	2,2
Ppara	Tbx21	-0.96927	50.7	-7.0E-01	rgb( 66,125,243)	1.996	None
Creb3l2	Syn1	0.96927	50.7	0.7	rgb(225, 83, 85)	1.996	2,2
Fosb	Neat1	0.96927	50.7	0.698	rgb(225, 84, 85)	1.996	2,2
Klf13	Prr7	0.96927	50.7	0.701	rgb(225, 83, 85)	1.996	2,2
Mxd3	Cdc25b	0.96927	50.7	0.703	rgb(225, 83, 84)	1.996	2,2
Rfx7	Pigb	0.96927	50.7	0.699	rgb(225, 83, 85)	1.996	2,2
Sox5	Akr1b8	0.96927	50.7	0.703	rgb(225, 83, 84)	1.996	2,2
Zfp385a	Abhd4	0.96927	50.7	0.705	rgb(225, 82, 84)	1.996	2,2
Hsf2	Trim12c	0.96756	50.69	0.686	rgb(225, 86, 87)	1.9958	2,2
Nfatc1	Id3	0.96756	50.69	0.694	rgb(225, 84, 86)	1.9958	None
