TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Hif1a	Egln1	1	50.86	0.857	rgb(226, 53, 55)	2	None
Hif1a	H2-Ab1	0.99821	50.85	0.845	rgb(226, 56, 57)	1.9998	2,2
Hif1a	Smtnl2	0.99642	50.83	0.826	rgb(226, 59, 61)	1.9994	2,2
Hif1a	Bnip3	0.99463	50.8	0.799	rgb(226, 64, 66)	1.9988	None
Hif1a	Ero1l	0.99463	50.8	0.802	rgb(226, 64, 66)	1.9988	None
Hif1a	Pgm2	0.99284	50.79	0.791	rgb(226, 66, 68)	1.9986	None
Zfp367	Dtl	0.99105	50.77	0.774	rgb(226, 69, 71)	1.9982	2,2
Zfp629	Ttbk2	0.99105	50.77	0.767	rgb(225, 71, 72)	1.9982	2,2
Hif1a	P4hb	0.98926	50.76	0.764	rgb(225, 71, 73)	1.998	2,2
Zfp536	Tekt2	0.98747	50.75	0.753	rgb(225, 73, 75)	1.9978	2,2
Hif1a	Arrb1	0.98568	50.74	0.74	rgb(225, 76, 77)	1.9976	None
Hif1a	Bcar1	0.98568	50.74	0.743	rgb(225, 75, 76)	1.9976	2,2
Hif1a	Hk1	0.98568	50.74	0.736	rgb(225, 76, 78)	1.9976	None
Tfdp2	Oxct1	0.98568	50.74	0.74	rgb(225, 76, 77)	1.9976	2,2
Zfp367	Exo1	0.98568	50.74	0.742	rgb(225, 75, 77)	1.9976	2,2
Zfp568	Prodh	0.98568	50.74	0.736	rgb(225, 76, 78)	1.9976	2,2
Hif1a	Atp7b	0.98389	50.73	0.729	rgb(225, 78, 79)	1.9974	2,2
Hif1a	Slc2a1	0.9821	50.72	0.725	rgb(225, 79, 80)	1.9972	2,2
Irf7	Gbp6	0.9821	50.72	0.724	rgb(225, 79, 80)	1.9972	None
C030039L03Rik	Gapdhs	0.9821	50.72	0.722	rgb(225, 79, 81)	1.9972	2,2
Hif1a	Aldoa	0.98031	50.71	0.71	rgb(225, 81, 83)	1.997	2,2
Hif1a	Pafah1b3	0.98031	50.71	0.708	rgb(225, 82, 83)	1.997	2,2
Whsc1	Fancm	0.98031	50.71	0.706	rgb(225, 82, 83)	1.997	2,2
Zfp948	Ankrd23	0.98031	50.71	0.709	rgb(225, 82, 83)	1.997	2,2
Stat3	Bcl3	0.97852	50.7	0.701	rgb(225, 83, 84)	1.9968	None
E2f4	Wdr76	0.97673	50.69	0.686	rgb(225, 86, 87)	1.9966	None
Hif1a	2310022B05Rik	0.97673	50.69	0.694	rgb(225, 85, 86)	1.9966	2,2
Hif1a	P4ha2	0.97673	50.69	0.692	rgb(225, 85, 86)	1.9966	None
Spib	Uba1	-0.97673	50.69	-6.9E-01	rgb( 67,126,243)	1.9966	2,2
Zbtb46	Serpinb6b	0.97673	50.69	0.688	rgb(225, 86, 87)	1.9966	2,2
Hif1a	Slc2a3	0.97494	50.68	0.682	rgb(224, 87, 88)	1.9964	2,2
Tbx21	Podnl1	-0.97494	50.68	-6.8E-01	rgb( 69,127,243)	1.9964	2,2
Mxd3	Cdc25b	0.97494	50.68	0.684	rgb(225, 86, 88)	1.9964	2,2
Zfp329	A230072C01Rik	0.97494	50.68	0.678	rgb(224, 88, 89)	1.9964	2,2
Zfp385a	Eng	0.97494	50.68	0.682	rgb(225, 87, 88)	1.9964	2,2
Zfp385a	Zmat3	0.97494	50.68	0.677	rgb(224, 88, 89)	1.9964	2,2
Hif1a	Fzd7	0.97315	50.67	0.666	rgb(224, 90, 91)	1.9962	2,2
Hif1a	Jmjd6	0.97315	50.67	0.67	rgb(224, 89, 90)	1.9962	None
Csrnp1	Mxd1	0.97315	50.67	0.671	rgb(224, 89, 90)	1.9962	2,2
Klf6	Vim	0.97315	50.67	0.67	rgb(224, 89, 90)	1.9962	2,2
Hif1a	Kbtbd13	0.97136	50.66	0.663	rgb(224, 90, 92)	1.996	2,2
Hif1a	Narf	0.97136	50.66	0.658	rgb(224, 91, 93)	1.996	None
Hif1a	Ppme1	0.97136	50.66	0.662	rgb(224, 91, 92)	1.996	None
Irf9	Irf7	0.97136	50.66	0.664	rgb(224, 90, 92)	1.996	None
Mitf	Nupr1	-0.97136	50.66	-6.6E-01	rgb( 73,130,242)	1.996	2,2
Sgsm2	Tert	0.97136	50.66	0.662	rgb(224, 90, 92)	1.996	2,2
Zfp318	Adora2b	-0.97136	50.66	-6.6E-01	rgb( 74,130,242)	1.996	2,2
Zkscan17	Icam2	-0.97136	50.66	-6.6E-01	rgb( 74,130,242)	1.996	2,2
Hif1a	Pfkp	0.96957	50.65	0.646	rgb(224, 94, 95)	1.9958	2,2
Lin54	Hist1h1b	0.96957	50.65	0.654	rgb(224, 92, 93)	1.9958	None
Nfia	Isg20	0.96957	50.65	0.646	rgb(224, 94, 95)	1.9958	None
Stat4	Pla2g12a	0.96957	50.65	0.647	rgb(224, 93, 95)	1.9958	None
Ankzf1	3110057O12Rik	0.96957	50.65	0.651	rgb(224, 93, 94)	1.9958	2,2
Litaf	Tfpi	-0.96957	50.65	-6.5E-01	rgb( 77,132,242)	1.9958	2,2
