TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Rorc	Il17re	1	50.88	0.885	rgb(227, 48, 50)	2	None
Hif1a	Egln1	0.99771	50.87	0.871	rgb(227, 51, 52)	1.9998	None
Hif1a	Jmjd6	0.99542	50.86	0.86	rgb(226, 53, 55)	1.9996	None
Stat3	Tnip2	0.99542	50.86	0.855	rgb(226, 54, 55)	1.9996	None
Hif1a	Ppme1	0.99313	50.85	0.85	rgb(226, 55, 56)	1.9994	None
Stat3	Chmp4b	0.99084	50.84	0.844	rgb(226, 56, 57)	1.9992	None
Hif1a	Ero1l	0.98855	50.83	0.827	rgb(226, 59, 61)	1.999	None
Hif1a	Galk1	0.98855	50.83	0.831	rgb(226, 58, 60)	1.999	None
Stat3	Bcl3	0.98855	50.83	0.829	rgb(226, 59, 60)	1.999	None
Stat3	Klf3	-0.98855	50.83	-8.3E-01	rgb( 38,108,248)	1.999	None
Hif1a	Bnip3	0.98626	50.82	0.82	rgb(226, 60, 62)	1.9988	None
Hif1a	Mboat2	0.98626	50.82	0.818	rgb(226, 61, 62)	1.9988	None
Hif1a	Pdxp	0.98626	50.82	0.819	rgb(226, 61, 62)	1.9988	None
Hif1a	Fzd7	0.98397	50.81	0.809	rgb(226, 62, 64)	1.9986	None
Stat3	Abi3	0.98397	50.81	0.806	rgb(226, 63, 65)	1.9986	None
Hif1a	Aldoa	0.98168	50.8	0.801	rgb(226, 64, 66)	1.9984	None
Hif1a	Aldoc	0.98168	50.8	0.802	rgb(226, 64, 65)	1.9984	None
Hif1a	Kremen2	0.98168	50.8	0.799	rgb(226, 64, 66)	1.9984	None
Hif1a	Ppp1r3b	0.98168	50.8	0.802	rgb(226, 64, 65)	1.9984	None
Maf	Ddx51	-0.98168	50.8	-8.0E-01	rgb( 44,112,247)	1.9984	None
Nfe2l2	Dhcr24	0.98168	50.8	0.796	rgb(226, 65, 67)	1.9984	None
Stat3	Klhl6	0.98168	50.8	0.802	rgb(226, 64, 65)	1.9984	None
Stat1	Parp9	0.97939	50.79	0.787	rgb(226, 67, 68)	1.9982	2,2
Hif1a	Pgm2	0.97711	50.78	0.776	rgb(226, 69, 70)	1.998	2,2
Hif1a	Plcxd1	0.97711	50.78	0.781	rgb(226, 68, 69)	1.998	None
Stat3	Malt1	0.97711	50.78	0.776	rgb(226, 69, 70)	1.998	None
Hhex	Trpm6	0.97482	50.77	0.772	rgb(225, 70, 71)	1.9978	None
Hif1a	Rnf113a1	0.97482	50.77	0.773	rgb(226, 69, 71)	1.9978	None
Hif1a	Sertad1	0.97482	50.77	0.771	rgb(225, 70, 71)	1.9978	None
Rorc	Ltb4r1	0.97482	50.77	0.766	rgb(225, 71, 72)	1.9978	None
Stat3	Sbno2	0.97482	50.77	0.773	rgb(225, 69, 71)	1.9978	2,2
Sgsm2	Tert	0.97482	50.77	0.767	rgb(225, 70, 72)	1.9978	2,2
Etv6	Cox17	0.97253	50.76	0.761	rgb(225, 72, 73)	1.9976	None
