TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
E2f1	Dtl	0.99985	1	0.052	rgb(218,207,207)	2	None
Irf1	Gbp7	0.99985	1	0.424	rgb(222,136,137)	2	None
Irf1	Nlrc5	0.99985	1	0.76	rgb(225, 72, 73)	2	None
Irf1	Tgtp2	0.99985	1	0.334	rgb(221,153,154)	2	None
Maf	Il17f	0.99985	1	0.057	rgb(218,206,206)	2	None
Nfkb2	Psd	0.99985	1	0.437	rgb(222,133,134)	2	None
Rest	Rbm15	0.99985	1	0.462	rgb(222,129,130)	2	None
Stat1	Nlrc5	-0.99985	1	-1.9E-01	rgb(176,192,224)	2	None
Ahr	Dkkl1	-0.99011	0.99	-2.3E-02	rgb(212,214,218)	1.98	None
Ahrr	Snx9	-0.99011	0.99	-1.6E-01	rgb(182,196,223)	1.98	None
Ar	Cmya5	0.99011	0.99	0.143	rgb(219,190,190)	1.98	None
Ar	Insm1	0.99011	0.99	0.411	rgb(222,139,139)	1.98	None
Ar	Zfp831	-0.99011	0.99	-4.4E-02	rgb(207,211,219)	1.98	None
Atf3	Aldh1l2	-0.99011	0.99	-1.3E-01	rgb(189,200,222)	1.98	None
Atf3	Chac1	0.99011	0.99	0.103	rgb(218,197,198)	1.98	None
Atf3	Gpt2	0.99011	0.99	0.091	rgb(218,200,200)	1.98	None
Atf3	Nfil3	0.99011	0.99	0.281	rgb(220,163,164)	1.98	None
Atf3	Pacs1	-0.99011	0.99	-3.5E-01	rgb(141,171,230)	1.98	None
Atf3	Slc3a2	0.99011	0.99	0.06	rgb(218,205,206)	1.98	None
Atf3	Tnfrsf21	-0.99011	0.99	-4.0E-01	rgb(131,165,232)	1.98	None
Atf3	Vldlr	0.99011	0.99	0.409	rgb(222,139,140)	1.98	None
Atf5	Slc3a2	0.99011	0.99	0.267	rgb(220,166,167)	1.98	None
Bach1	Amica1	0.99011	0.99	0.144	rgb(219,189,190)	1.98	None
Bach1	Mpzl3	-0.99011	0.99	-1.8E-01	rgb(178,194,224)	1.98	None
Bach1	Rab39b	-0.99011	0.99	-4.1E-01	rgb(128,163,233)	1.98	None
Bach1	Syn1	-0.99011	0.99	-7.6E-02	rgb(201,207,220)	1.98	None
Batf	Amica1	-0.99011	0.99	-8.6E-03	rgb(215,216,217)	1.98	None
Batf	Ccr7	-0.99011	0.99	-2.0E-02	rgb(213,214,218)	1.98	None
Batf	Cxcl3	0.99011	0.99	0.233	rgb(220,173,173)	1.98	None
Batf	Dmxl2	-0.99011	0.99	-2.6E-01	rgb(160,183,227)	1.98	None
Batf	Dusp22	0.99011	0.99	0.074	rgb(218,203,203)	1.98	None
Batf	Gbp5	-0.99011	0.99	-4.8E-01	rgb(112,153,235)	1.98	None
Batf	Gsn	0.99011	0.99	0.153	rgb(219,188,188)	1.98	None
Batf	Igf2r	-0.99011	0.99	-3.1E-01	rgb(151,177,229)	1.98	None
Batf	Igfbp7	-0.99011	0.99	-1.8E-01	rgb(177,193,224)	1.98	None
Batf	Kcnk10	0.99011	0.99	0.364	rgb(221,147,148)	1.98	None
Batf	Lgmn	-0.99011	0.99	-1.3E-01	rgb(189,200,222)	1.98	None
Batf	Nynrin	-0.99011	0.99	-7.3E-02	rgb(201,207,220)	1.98	None
Batf	Ptger4	0.99011	0.99	0.44	rgb(222,133,134)	1.98	None
Batf	Rorc	0.99011	0.99	0.19	rgb(219,181,181)	1.98	None
Batf	Sla2	0.99011	0.99	0.188	rgb(219,181,181)	1.98	None
Batf	Slamf6	0.99011	0.99	0.373	rgb(221,146,147)	1.98	None
Batf	St18	0.99011	0.99	0.128	rgb(218,193,193)	1.98	None
Batf	St3gal1	0.99011	0.99	0.257	rgb(220,168,168)	1.98	None
Batf	Tex14	-0.99011	0.99	-4.7E-01	rgb(115,155,235)	1.98	None
Batf	Tmem19	-0.99011	0.99	-3.8E-01	rgb(135,167,231)	1.98	None
