TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Batf	Myo1a	-0.99974	1	-6.0E-01	rgb( 87,138,240)	2	None
Batf	Tnfrsf13c	-0.99974	1	-3.7E-01	rgb(136,168,231)	2	None
Egr2	Pck2	0.99974	1	0.253	rgb(220,169,169)	2	None
Egr2	Yy2	0.99974	1	0.115	rgb(218,195,195)	2	None
Etv6	Gja5	-0.99974	1	-4.5E-01	rgb(119,157,234)	2	None
Hif1a	Ccrn4l	0.99974	1	0.274	rgb(220,165,165)	2	None
Hif1a	Egln1	0.99974	1	0.368	rgb(221,147,148)	2	None
Hif1a	Ero1l	0.99974	1	0.264	rgb(220,167,167)	2	None
Hif1a	Jmjd6	0.99974	1	0.41	rgb(222,139,139)	2	None
Hif1a	Kbtbd13	0.99974	1	0.62	rgb(224, 99,100)	2	None
Hif1a	Muc2	-0.99974	1	-1.2E-01	rgb(191,201,221)	2	None
Irf4	Tnc	-0.99974	1	-2.1E-02	rgb(212,214,218)	2	None
Rorc	Plac8	-0.99974	1	-4.8E-01	rgb(114,154,235)	2	None
Stat3	Ppap2a	-0.99974	1	-3.2E-01	rgb(148,175,229)	2	None
Ahctf1	C2cd4b	-0.98904	0.99	-3.5E-01	rgb(140,170,230)	1.98	None
Ahr	Ahrr	0.98904	0.99	0.389	rgb(221,143,143)	1.98	None
Ahr	Cyp1b1	0.98904	0.99	0.194	rgb(219,180,180)	1.98	None
Ahr	Dkkl1	-0.98904	0.99	-3.8E-01	rgb(134,166,232)	1.98	None
Ahr	Gpr176	0.98904	0.99	0.253	rgb(220,169,169)	1.98	None
Ar	Bcl2a1b	0.98904	0.99	0.223	rgb(219,174,175)	1.98	None
Arid2	Foxp3	0.98904	0.99	0.158	rgb(219,187,187)	1.98	None
Arid3a	Cdkn2d	0.98904	0.99	0.323	rgb(221,155,156)	1.98	None
Ascl2	Sdc3	0.98904	0.99	0.369	rgb(221,146,147)	1.98	None
Atf3	Fibcd1	0.98904	0.99	0.141	rgb(219,190,190)	1.98	None
Atf6	Igfbp4	0.98904	0.99	0.113	rgb(218,195,196)	1.98	None
Atf6	Rps14	0.98904	0.99	0.38	rgb(221,144,145)	1.98	None
Atf6	Slc7a3	-0.98904	0.99	-2.2E-01	rgb(170,188,225)	1.98	None
Batf	Batf	0.98904	0.99	0.395	rgb(221,142,142)	1.98	None
Batf	Ccl4	-0.98904	0.99	-1.6E-01	rgb(183,196,223)	1.98	None
Batf	Cd160	0.98904	0.99	0.264	rgb(220,167,167)	1.98	None
Batf	Cd24a	0.98904	0.99	0.296	rgb(220,161,161)	1.98	None
Batf	Cd93	0.98904	0.99	0.699	rgb(225, 84, 85)	1.98	None
Batf	Dusp3	0.98904	0.99	0.672	rgb(224, 89, 90)	1.98	None
Batf	Ermn	0.98904	0.99	0.672	rgb(224, 89, 90)	1.98	None
Batf	Foxf2	0.98904	0.99	0.269	rgb(220,166,166)	1.98	None
Batf	Gja1	-0.98904	0.99	-4.8E-01	rgb(114,154,235)	1.98	None
Batf	Gyk	-0.98904	0.99	-3.5E-01	rgb(142,171,230)	1.98	None
