TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Irf1	Gbp2	0.99987	1	0.252	rgb(220,169,169)	2	None
Irf1	Gbp6	0.99987	1	0.455	rgb(222,130,131)	2	None
Irf1	Gbp7	0.99987	1	0.48	rgb(222,125,126)	2	None
Irf1	Nlrc5	0.99987	1	0.417	rgb(222,137,138)	2	None
Maf	Aqp3	0.99987	1	0.162	rgb(219,186,186)	2	None
Nfkb2	Psd	0.99987	1	0.165	rgb(219,186,186)	2	None
Rest	Rbm15	0.99987	1	0.647	rgb(224, 93, 95)	2	None
Ahrr	Cyp1b1	0.99424	0.99	0.555	rgb(223,111,112)	1.98	2,2
Atf3	Abi3	-0.99424	0.99	-1.6E-01	rgb(183,196,223)	1.98	None
Atf3	Chac1	0.99424	0.99	0.054	rgb(218,207,207)	1.98	None
Batf	Cacna1s	-0.99424	0.99	-3.7E-01	rgb(137,169,231)	1.98	None
Batf	Ccr7	-0.99424	0.99	-2.6E-01	rgb(160,182,227)	1.98	None
Batf	Cd74	-0.99424	0.99	-4.3E-01	rgb(123,160,233)	1.98	None
Batf	Csgalnact1	0.99424	0.99	0.089	rgb(218,200,200)	1.98	None
Batf	Endod1	-0.99424	0.99	-1.7E-01	rgb(181,195,223)	1.98	None
Batf	Gbp5	-0.99424	0.99	-4.4E-01	rgb(121,159,234)	1.98	None
Batf	Gpr68	0.99424	0.99	0.112	rgb(218,196,196)	1.98	None
Batf	Gucy2e	0.99424	0.99	0.201	rgb(219,179,179)	1.98	None
Batf	Larp1b	0.99424	0.99	0.002	rgb(217,217,217)	1.98	None
Batf	Nckap1	-0.99424	0.99	-2.2E-01	rgb(170,188,225)	1.98	None
Batf	Nrn1	0.99424	0.99	0.032	rgb(217,211,211)	1.98	None
Batf	Ptger4	0.99424	0.99	0.425	rgb(222,136,137)	1.98	None
Batf	Rorc	0.99424	0.99	0.344	rgb(221,151,152)	1.98	None
Batf	Slamf6	0.99424	0.99	0.361	rgb(221,148,149)	1.98	None
Batf	Sspo	-0.99424	0.99	-1.8E-01	rgb(179,194,224)	1.98	None
Batf	St3gal1	0.99424	0.99	0.191	rgb(219,181,181)	1.98	None
Batf	Tmem19	-0.99424	0.99	-2.9E-01	rgb(154,179,228)	1.98	None
Batf	Tnfrsf13c	-0.99424	0.99	-5.2E-02	rgb(206,210,219)	1.98	None
Batf	Wnt10a	-0.99424	0.99	-7.2E-02	rgb(201,207,220)	1.98	None
Bcl6	Ddx11	0.99424	0.99	0.28	rgb(220,164,164)	1.98	None
Cebpg	Ddit3	0.99424	0.99	0.134	rgb(218,191,192)	1.98	None
Cebpg	Slc3a2	0.99424	0.99	0.134	rgb(218,191,192)	1.98	None
Creb3l2	Lpin2	-0.99424	0.99	-2.0E-01	rgb(173,190,225)	1.98	None
Crem	Pde4d	0.99424	0.99	0.302	rgb(220,159,160)	1.98	None
Ddit3	Soat2	0.99424	0.99	0.363	rgb(221,148,148)	1.98	None
E2f1	Dtl	0.99424	0.99	0.157	rgb(219,187,187)	1.98	None
E2f1	Exo1	0.99424	0.99	0.029	rgb(217,212,212)	1.98	None
E2f1	Rpa2	-0.99424	0.99	-8.9E-02	rgb(198,205,220)	1.98	None
E2f1	Wdr76	-0.99424	0.99	-6.5E-02	rgb(203,208,219)	1.98	None
Egr1	Dusp2	0.99424	0.99	0.228	rgb(220,173,174)	1.98	None
Egr1	Egr2	0.99424	0.99	0.436	rgb(222,134,135)	1.98	None
Egr1	Egr3	0.99424	0.99	0.403	rgb(221,140,141)	1.98	None
Egr1	Egr4	0.99424	0.99	0.112	rgb(218,196,196)	1.98	None
Egr1	Zfp36	0.99424	0.99	0.333	rgb(221,153,154)	1.98	None
Egr2	Pten	-0.99424	0.99	-1.6E-01	rgb(181,195,223)	1.98	None
Egr2	Tnf	0.99424	0.99	0.476	rgb(222,126,127)	1.98	None
Egr3	Nr4a1	-0.99424	0.99	-3.8E-02	rgb(209,212,218)	1.98	None
Egr3	Nr4a3	0.99424	0.99	0.341	rgb(221,152,153)	1.98	None
Egr4	Egr3	-0.99424	0.99	-3.2E-03	rgb(216,217,217)	1.98	None
Elk3	Fam129b	0.99424	0.99	0.121	rgb(218,194,194)	1.98	None
Elk3	Slc4a8	0.99424	0.99	0.142	rgb(219,190,190)	1.98	None
Elk3	Stk38l	0.99424	0.99	0.084	rgb(218,201,201)	1.98	None
Elk3	Ubash3b	0.99424	0.99	0.405	rgb(221,140,141)	1.98	None
Epas1	Itgb3	0.99424	0.99	0.052	rgb(218,207,207)	1.98	None
Epas1	Mllt3	0.99424	0.99	0.153	rgb(219,188,188)	1.98	None
Erg	B4galt5	0.99424	0.99	0.2	rgb(219,179,179)	1.98	None
Erg	Smox	-0.99424	0.99	-1.8E-01	rgb(178,193,224)	1.98	None
Etv6	Ncs1	0.99424	0.99	0.107	rgb(218,197,197)	1.98	None
Fosl2	Sema6b	0.99424	0.99	0.237	rgb(220,172,172)	1.98	None
Fosl2	Socs3	0.99424	0.99	0.049	rgb(218,208,208)	1.98	None
Foxf2	Myo3b	0.99424	0.99	0.499	rgb(222,122,123)	1.98	None
Foxf2	Npr3	0.99424	0.99	0.257	rgb(220,168,168)	1.98	2,2
Foxo3	Psrc1	0.99424	0.99	0.163	rgb(219,186,186)	1.98	None
Foxo3	Sun1	-0.99424	0.99	-2.4E-01	rgb(166,186,226)	1.98	None
Foxp3	Col15a1	0.99424	0.99	0.259	rgb(220,168,168)	1.98	None
Foxp3	Nt5e	0.99424	0.99	0.085	rgb(218,201,201)	1.98	None
Foxs1	Mylk2	0.99424	0.99	0.539	rgb(223,114,115)	1.98	2,2
Gata1	Elovl7	0.99424	0.99	0.192	rgb(219,180,181)	1.98	None
Gata3	Ccr8	0.99424	0.99	0.228	rgb(220,173,174)	1.98	None
Gata3	Itgb3	0.99424	0.99	0.124	rgb(218,193,194)	1.98	None
Gfi1	Rgmb	-0.99424	0.99	-2.1E-01	rgb(171,189,225)	1.98	None
Hey1	Syf2	0.99424	0.99	0.279	rgb(220,164,164)	1.98	None
Hic1	Gfi1	0.99424	0.99	0.416	rgb(222,138,138)	1.98	None
Hic1	Itga4	0.99424	0.99	0.315	rgb(220,157,158)	1.98	None
Id2	Il24	0.99424	0.99	0.408	rgb(221,139,140)	1.98	None
Ikzf2	Ddr1	-0.99424	0.99	-3.4E-01	rgb(144,173,230)	1.98	None
Ikzf2	Ptger4	0.99424	0.99	0.091	rgb(218,200,200)	1.98	None
Ikzf3	Il10	0.99424	0.99	0.63	rgb(224, 97, 98)	1.98	None
Irf1	Ctss	0.99424	0.99	0.172	rgb(219,184,184)	1.98	None
Irf1	Dtx3l	0.99424	0.99	0.015	rgb(217,214,214)	1.98	None
Irf1	Erap1	0.99424	0.99	0.036	rgb(217,210,210)	1.98	None
Irf1	Fam26f	0.99424	0.99	0.447	rgb(222,132,132)	1.98	None
Irf1	Gbp10	0.99424	0.99	0.394	rgb(221,142,143)	1.98	None
Irf1	Gbp11	0.99424	0.99	0.638	rgb(224, 95, 96)	1.98	None
Irf1	Gbp4	0.99424	0.99	0.294	rgb(220,161,161)	1.98	None
Irf1	Gbp5	0.99424	0.99	0.296	rgb(220,160,161)	1.98	None
Irf1	Gbp9	0.99424	0.99	0.251	rgb(220,169,170)	1.98	None
Irf1	Gimap4	-0.99424	0.99	-3.7E-02	rgb(209,212,218)	1.98	None
Irf1	Gm4841	0.99424	0.99	0.423	rgb(222,136,137)	1.98	2,2
Irf1	Gpr18	-0.99424	0.99	-8.2E-02	rgb(199,206,220)	1.98	None
Irf1	Igtp	0.99424	0.99	0.282	rgb(220,163,164)	1.98	None
Irf1	Il15ra	0.99424	0.99	0.167	rgb(219,185,185)	1.98	None
Irf1	Lgals3bp	-0.99424	0.99	-2.3E-01	rgb(167,187,226)	1.98	None
Irf1	Ly6a	0.99424	0.99	0.314	rgb(220,157,158)	1.98	None
Irf1	Ncf1	-0.99424	0.99	-3.3E-02	rgb(210,213,218)	1.98	None
Irf1	Parp9	0.99424	0.99	0.072	rgb(218,203,203)	1.98	None
Irf1	Psme1	0.99424	0.99	0.189	rgb(219,181,181)	1.98	None
Irf1	Tapbpl	0.99424	0.99	0.114	rgb(218,195,195)	1.98	None
Irf1	Tbkbp1	0.99424	0.99	0.284	rgb(220,163,163)	1.98	None
Irf1	Tbx21	0.99424	0.99	0.58	rgb(223,106,107)	1.98	2,2
Irf1	Tgtp2	0.99424	0.99	0.332	rgb(221,154,154)	1.98	None
Irf1	Vdr	-0.99424	0.99	-1.5E-01	rgb(185,198,223)	1.98	None
Irf1	Zbp1	0.99424	0.99	0.098	rgb(218,198,198)	1.98	None
Irf4	Abcd3	-0.99424	0.99	-1.4E-01	rgb(188,199,222)	1.98	None
Irf4	Atp2b4	0.99424	0.99	0.444	rgb(222,132,133)	1.98	None
Irf4	Chst15	0.99424	0.99	0.068	rgb(218,204,204)	1.98	None
Irf4	Crtam	-0.99424	0.99	-3.4E-01	rgb(143,172,230)	1.98	None
Irf4	Gnpda1	0.99424	0.99	0.148	rgb(219,189,189)	1.98	None
Irf4	Hdac9	-0.99424	0.99	-9.8E-02	rgb(196,204,221)	1.98	None
Irf4	Nckap1	-0.99424	0.99	-3.5E-01	rgb(140,170,230)	1.98	None
Irf4	Pgrmc1	-0.99424	0.99	-2.8E-01	rgb(155,179,228)	1.98	None
Irf4	Ptk2	-0.99424	0.99	-3.6E-01	rgb(139,170,231)	1.98	None
Irf4	Ptprf	0.99424	0.99	0.412	rgb(222,138,139)	1.98	None
Irf4	Srgap3	-0.99424	0.99	-2.4E-01	rgb(165,185,226)	1.98	None
Irf4	Sspo	0.99424	0.99	0.481	rgb(222,125,126)	1.98	None
Irf4	Stra6	0.99424	0.99	0.255	rgb(220,168,169)	1.98	None
Irf4	Zfp467	0.99424	0.99	0.421	rgb(222,137,137)	1.98	None
Irf5	Gna15	0.99424	0.99	0.52	rgb(223,118,119)	1.98	None
Irf7	Ccl5	0.99424	0.99	0.036	rgb(217,210,210)	1.98	None
Irf7	Ccrl2	0.99424	0.99	0.209	rgb(219,177,177)	1.98	None
Irf7	Cmpk2	0.99424	0.99	0.189	rgb(219,181,181)	1.98	None
Irf7	Ddx60	0.99424	0.99	0.241	rgb(220,171,171)	1.98	None
Irf7	Dtx3l	0.99424	0.99	0.035	rgb(217,210,210)	1.98	None
Irf7	Gbp6	0.99424	0.99	0.211	rgb(219,177,177)	1.98	None
Irf7	Gbp9	-0.99424	0.99	-1.4E-02	rgb(214,215,218)	1.98	None
Irf7	Ifit1	0.99424	0.99	0.355	rgb(221,149,150)	1.98	None
Irf7	Ifit3	0.99424	0.99	0.478	rgb(222,126,127)	1.98	None
