TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Hif1a	Arrb1	0.99987	1	0.276	rgb(220,164,165)	2	None
Hif1a	Bnip3	0.99987	1	0.426	rgb(222,136,136)	2	None
Hif1a	Egln1	0.99987	1	0.474	rgb(222,126,127)	2	None
Hif1a	Ero1l	0.99987	1	0.526	rgb(223,117,118)	2	None
Hif1a	Hk1	0.99987	1	0.21	rgb(219,177,177)	2	None
Hif1a	Pgm2	0.99987	1	0.315	rgb(220,157,157)	2	None
Hif1a	Ppme1	0.99987	1	0.473	rgb(222,127,128)	2	None
Ahr	Cyp1b1	0.99562	0.99	0.537	rgb(223,114,115)	1.98	None
Atf3	Nkd2	0.99562	0.99	0.609	rgb(224,101,102)	1.98	None
Atf5	Ly6c1	0.99562	0.99	0.091	rgb(218,200,200)	1.98	None
Bach1	Gcnt1	0.99562	0.99	0.512	rgb(223,119,120)	1.98	None
Batf	Il24	0.99562	0.99	0.491	rgb(222,123,124)	1.98	None
Batf3	Zbp1	-0.99562	0.99	-1.6E-02	rgb(214,215,218)	1.98	None
Bcl3	Cenpm	0.99562	0.99	0.433	rgb(222,134,135)	1.98	None
Bcl6	Zfp532	0.99562	0.99	0.525	rgb(223,117,118)	1.98	None
Cebpb	Myh10	0.99562	0.99	0.099	rgb(218,198,198)	1.98	None
Cebpg	Lax1	-0.99562	0.99	-3.2E-01	rgb(148,175,229)	1.98	None
Cic	Il17f	0.99562	0.99	0.217	rgb(219,176,176)	1.98	None
Creb3l1	Tmed3	0.99562	0.99	0.687	rgb(225, 86, 87)	1.98	None
Dbp	Dgat1	0.99562	0.99	0.446	rgb(222,132,133)	1.98	None
E2f1	Palm	-0.99562	0.99	-9.1E-02	rgb(197,205,220)	1.98	None
E2f4	Dtl	-0.99562	0.99	-1.1E-01	rgb(194,203,221)	1.98	None
E2f4	E2f7	0.99562	0.99	0.271	rgb(220,165,166)	1.98	None
E2f4	Wdr76	0.99562	0.99	0.26	rgb(220,167,168)	1.98	None
E4f1	Egr4	-0.99562	0.99	-8.4E-02	rgb(199,206,220)	1.98	None
Ebf1	Arhgdig	-0.99562	0.99	-5.8E-01	rgb( 90,140,239)	1.98	None
