TF	Target	SignedQuantile	AveStability	AvePCorr	stroke	stroke-width	stroke-dasharray
Smc3	Acin1	-0.96828	0.865	-6.2E-02	rgb(203,209,219)	1.8255	2,2
Sox5	Ubash3a	-0.96828	0.865	-1.9E-01	rgb(176,192,224)	1.8255	None
Trim30a	Gm6548	0.96828	0.865	0.212	rgb(219,177,177)	1.8255	2,2
Txk	Cyth4	0.96828	0.865	0.005	rgb(217,216,216)	1.8255	2,2
Zfp511	Cstf2t	-0.96828	0.865	-3.2E-02	rgb(210,213,218)	1.8255	2,2
Zfp654	Smtnl2	0.96828	0.865	0.152	rgb(219,188,188)	1.8255	2,2
Epas1	Itgb3	0.96824	0.89	0.14	rgb(219,190,190)	1.8591	None
Maf	Il17f	0.96824	0.89	0.067	rgb(218,204,204)	1.8591	None
Agfg1	Myo10	0.96813	0.855	0.019	rgb(217,213,213)	1.8121	2,2
Chd7	Sbno2	0.96813	0.855	0.107	rgb(218,197,197)	1.8121	2,2
Foxp2	Zdbf2	0.96813	0.855	0.502	rgb(223,121,122)	1.8121	2,2
Id3	Il7r	-0.96813	0.855	-1.4E-01	rgb(186,198,222)	1.8121	2,2
Ppp1r10	Ercc5	0.96813	0.855	0.022	rgb(217,213,213)	1.8121	2,2
Zfp831	Zfp467	0.96813	0.855	0.153	rgb(219,188,188)	1.8121	2,2
Aff3	Lsp1	0.96806	0.875	0.204	rgb(219,178,178)	1.8389	2,2
Aff3	Plekho1	-0.96806	0.875	-4.0E-03	rgb(216,216,217)	1.8389	2,2
C030039L03Rik	4930417O13Rik	0.96806	0.875	0.191	rgb(219,181,181)	1.8389	2,2
Irf9	Ifi27l2a	-0.96806	0.875	-3.4E-02	rgb(210,213,218)	1.8389	None
Lin54	Hist1h1c	0.968	0.895	0.397	rgb(221,141,142)	1.8658	None
Rorc	Gja1	-0.968	0.895	-2.8E-01	rgb(156,180,228)	1.8658	None
Satb1	Btla	-0.968	0.895	-3.6E-04	rgb(217,217,217)	1.8658	None
Stat1	Ctss	-0.96798	0.885	-1.3E-02	rgb(214,215,218)	1.8523	None
Irf4	Phldb2	-0.96792	0.86	-5.0E-01	rgb(108,150,236)	1.8188	None
Tox	Xkrx	0.96792	0.86	0.204	rgb(219,178,178)	1.8188	2,2
Trim16	Trim66	0.96792	0.86	0.081	rgb(218,202,202)	1.8188	2,2
Aff3	Tlk1	-0.96785	0.855	-7.3E-02	rgb(201,207,220)	1.8121	2,2
Crem	Rrad	0.96785	0.855	0.063	rgb(218,205,205)	1.8121	None
Oasl1	Slc3a2	0.96785	0.855	0.068	rgb(218,204,204)	1.8121	2,2
Zeb2	Sntb1	-0.96785	0.855	-2.6E-01	rgb(162,183,227)	1.8121	2,2
E2f1	Utrn	-0.96779	0.85	-2.1E-01	rgb(172,189,225)	1.8054	None
Lrrfip1	Aim1	0.96779	0.85	0.196	rgb(219,180,180)	1.8054	2,2
Stat1	Cmpk2	0.96779	0.85	0.053	rgb(218,207,207)	1.8054	None
Arrb1	Ppap2c	0.96731	0.86	0.313	rgb(220,157,158)	1.8188	2,2
Batf	Perp	-0.96731	0.86	-5.7E-02	rgb(205,209,219)	1.8188	None
Bcl11b	Traf6	0.96731	0.86	0.144	rgb(219,190,190)	1.8188	None
Bmyc	Ap3b1	0.96731	0.86	0.252	rgb(220,169,169)	1.8188	2,2
C030039L03Rik	Rnf181	0.96731	0.86	0.067	rgb(218,204,204)	1.8188	2,2
Foxj1	Tspan13	0.96731	0.86	0.149	rgb(219,189,189)	1.8188	None
Gata3	Sbno2	-0.96731	0.86	-1.5E-02	rgb(214,215,218)	1.8188	None
Gm13157	Chka	-0.96731	0.86	-2.5E-04	rgb(217,217,217)	1.8188	2,2
Id3	Trappc10	-0.96731	0.86	-1.5E-01	rgb(185,198,223)	1.8188	2,2
Mgmt	St14	0.96731	0.86	0.076	rgb(218,203,203)	1.8188	2,2
Ndn	Yif1b	-0.96731	0.86	-1.1E-01	rgb(193,202,221)	1.8188	2,2
Nfkbia	Cdk5r1	0.96731	0.86	0.367	rgb(221,147,148)	1.8188	2,2
Nfkbib	Eml1	0.96731	0.86	0.32	rgb(221,156,157)	1.8188	2,2
Nfkbib	Rnf169	-0.96731	0.86	-1.1E-01	rgb(192,202,221)	1.8188	2,2
Oasl1	Psph	0.96731	0.86	0.164	rgb(219,186,186)	1.8188	2,2
Satb1	Inhba	0.96731	0.86	0.095	rgb(218,199,199)	1.8188	None
Setdb2	Sorl1	0.96731	0.86	0.271	rgb(220,165,166)	1.8188	2,2
Stat2	Ifi202b	0.96731	0.86	0.263	rgb(220,167,167)	1.8188	None
Stat3	Emp1	0.96731	0.86	0.268	rgb(220,166,166)	1.8188	None
Stat3	Fam129b	0.96731	0.86	0.285	rgb(220,162,163)	1.8188	None
Sycp1	Megf8	0.96731	0.86	0.295	rgb(220,161,161)	1.8188	2,2
Tal2	Nfkbie	0.96731	0.86	0.093	rgb(218,199,199)	1.8188	None
Tbx21	Trat1	0.96731	0.86	0.119	rgb(218,194,195)	1.8188	None
Zfp277	Exosc8	0.96731	0.86	0.331	rgb(221,154,154)	1.8188	2,2
Zfp36	Dusp2	0.96731	0.86	0.005	rgb(217,216,216)	1.8188	2,2
Zfp692	Als2cl	0.96731	0.86	0.29	rgb(220,162,162)	1.8188	2,2
Ets1	Dhrs9	-0.96724	0.87	-9.9E-03	rgb(215,216,217)	1.8322	None
Myc	Spire1	-0.96724	0.87	-2.3E-03	rgb(217,217,217)	1.8322	None
Sp6	Zbtb46	0.96724	0.87	0.267	rgb(220,166,166)	1.8322	None
Stat2	Rsad2	-0.96724	0.87	-1.3E-01	rgb(189,200,222)	1.8322	None
Aff3	Marcks	-0.9671	0.86	-1.3E-01	rgb(189,200,222)	1.8188	2,2
Cenpt	Fat1	0.9671	0.86	0.003	rgb(217,216,216)	1.8188	2,2
Id3	Cd226	0.9671	0.86	0.228	rgb(220,173,174)	1.8188	2,2
Mbnl1	Calcrl	0.9671	0.86	0.335	rgb(221,153,154)	1.8188	2,2
Tcf25	Pgm2	0.9671	0.86	0.105	rgb(218,197,197)	1.8188	2,2
Txk	Marcks	-0.9671	0.86	-1.8E-01	rgb(177,193,224)	1.8188	2,2
Zbtb5	Zmat3	-0.9671	0.86	-3.1E-02	rgb(210,213,218)	1.8188	2,2
Batf	Cd200r1	0.96699	0.89	0.104	rgb(218,197,197)	1.8591	None
Bcl11b	Slc1a4	0.96699	0.89	0.108	rgb(218,196,197)	1.8591	None
Foxj1	Gm8234	0.96699	0.89	0.115	rgb(218,195,195)	1.8591	None
Rorc	Wdfy2	0.96699	0.89	0.252	rgb(220,169,169)	1.8591	None
Stat3	Nsf	0.96699	0.89	0.275	rgb(220,164,165)	1.8591	None
Tead1	Adamts6	0.96699	0.89	0.181	rgb(219,182,183)	1.8591	None
Aebp2	Ipcef1	-0.96656	0.86	-1.9E-01	rgb(176,192,224)	1.8188	2,2
Atmin	Rnf149	-0.96656	0.86	-2.5E-01	rgb(162,184,227)	1.8188	2,2
C030039L03Rik	Ppp1r3b	0.96656	0.86	0.071	rgb(218,203,204)	1.8188	2,2
Dnajc21	Cmas	0.96656	0.86	0.173	rgb(219,184,184)	1.8188	2,2
E2f1	Anln	-0.96656	0.86	-7.7E-02	rgb(200,207,220)	1.8188	None
Edf1	Rps14	0.96656	0.86	0.484	rgb(222,125,126)	1.8188	2,2
Hif1a	B3gnt3	0.96656	0.86	0.307	rgb(220,158,159)	1.8188	None
Irf8	Il23r	-0.96656	0.86	-1.6E-01	rgb(183,196,223)	1.8188	None
Ncoa3	Ifngr2	0.96656	0.86	0.184	rgb(219,182,182)	1.8188	2,2
Nfkbia	Tnfsf9	0.96656	0.86	0.238	rgb(220,171,172)	1.8188	2,2
Oasl1	Slc1a4	-0.96656	0.86	-1.6E-02	rgb(213,215,218)	1.8188	2,2
Prdm8	Gzmf	0.96656	0.86	0.521	rgb(223,117,118)	1.8188	2,2
Rcor2	Ppp1r3b	0.96656	0.86	0.273	rgb(220,165,165)	1.8188	2,2
Scmh1	Ada	0.96656	0.86	0.342	rgb(221,152,152)	1.8188	2,2
Terf1	Nucks1	0.96656	0.86	0.237	rgb(220,172,172)	1.8188	2,2
Thap2	Nfat5	0.96656	0.86	0.207	rgb(219,178,178)	1.8188	2,2
Zbed6	Zfp445	0.96656	0.86	0.476	rgb(222,126,127)	1.8188	2,2
Zeb2	Abcd3	0.96656	0.86	0.008	rgb(217,215,215)	1.8188	2,2
Zfp280b	Aff3	0.96656	0.86	0.154	rgb(219,188,188)	1.8188	2,2
Zfp318	Stard8	0.96656	0.86	0.359	rgb(221,148,149)	1.8188	2,2
Zfp341	Slc39a10	0.96656	0.86	0.081	rgb(218,201,202)	1.8188	2,2
Zfp831	Plekho1	0.96656	0.86	0.1	rgb(218,198,198)	1.8188	2,2
Zfp9	Lum	0.96656	0.86	0.148	rgb(219,189,189)	1.8188	2,2
Foxn2	Creb1	-0.96653	0.88	-2.4E-02	rgb(212,214,218)	1.8456	None
Jun	Rgs1	-0.96653	0.88	-7.7E-02	rgb(200,207,220)	1.8456	None
Ift57	Lta	0.96645	0.85	0.301	rgb(220,159,160)	1.8054	2,2
Nfe2l2	Qser1	0.96645	0.85	0.065	rgb(218,205,205)	1.8054	None
Zfp280b	4632428N05Rik	-0.96645	0.85	-2.8E-01	rgb(156,180,228)	1.8054	2,2
Zfp36	Zfp36l1	0.96645	0.85	0.336	rgb(221,153,154)	1.8054	2,2
Trp73	Itgb7	-0.96643	0.885	-2.0E-01	rgb(173,190,225)	1.8523	None
Ncoa1	Eci1	-0.9664	0.845	-5.5E-01	rgb( 98,145,238)	1.7987	2,2
Spin1	B4galt1	0.9664	0.845	0.154	rgb(219,188,188)	1.7987	2,2
Gfi1	Rgmb	-0.96638	0.885	-1.4E-02	rgb(214,215,218)	1.8523	None
Batf	Gimap8	0.9663	0.875	0.153	rgb(219,188,188)	1.8389	None
Egr2	Dusp1	-0.9663	0.875	-1.9E-01	rgb(177,192,224)	1.8389	None
Stat1	Gbp10	-0.9663	0.875	-3.7E-02	rgb(209,212,218)	1.8389	2,2
Zfp369	Cdkn2d	0.9663	0.875	0.2	rgb(219,179,179)	1.8389	None
Aff3	Gpr183	-0.96573	0.855	-2.9E-01	rgb(153,178,228)	1.8121	2,2
Aim2	Gimap8	0.96573	0.855	0.163	rgb(219,186,186)	1.8121	2,2
App	Cttn	0.96573	0.855	0.033	rgb(217,211,211)	1.8121	2,2
Ascl2	Ahrr	0.96573	0.855	0.177	rgb(219,183,184)	1.8121	None
Bhlhe40	Rorc	0.96573	0.855	0.174	rgb(219,184,184)	1.8121	None
Dmrta2	Stat4	0.96573	0.855	0.046	rgb(218,208,208)	1.8121	None
Dnajc21	Syce2	0.96573	0.855	0.235	rgb(220,172,173)	1.8121	2,2
Fosl2	Il4ra	0.96573	0.855	0.128	rgb(218,192,193)	1.8121	None
Hmgb2	Snhg6	-0.96573	0.855	-1.1E-03	rgb(217,217,217)	1.8121	2,2
Hmgn1	Syf2	0.96573	0.855	0.332	rgb(221,154,154)	1.8121	2,2
Jdp2	Clic4	0.96573	0.855	0.079	rgb(218,202,202)	1.8121	2,2
Kdm5b	Aldoa	0.96573	0.855	0.272	rgb(220,165,165)	1.8121	2,2
Klf6	Osm	0.96573	0.855	0.368	rgb(221,147,147)	1.8121	2,2
Nfkbia	Zhx2	0.96573	0.855	0.362	rgb(221,148,149)	1.8121	2,2
Nupr1	Ndrg1	0.96573	0.855	0.372	rgb(221,146,147)	1.8121	2,2
Pcx	Aacs	0.96573	0.855	0.256	rgb(220,168,169)	1.8121	2,2
Pcx	Hmgcr	0.96573	0.855	0.145	rgb(219,189,190)	1.8121	2,2
Ppp1r13l	Atp7b	0.96573	0.855	0.285	rgb(220,163,163)	1.8121	2,2
Ppp1r13l	Pfkp	0.96573	0.855	0.064	rgb(218,205,205)	1.8121	2,2
Snapc1	Pfkp	0.96573	0.855	0.006	rgb(217,216,216)	1.8121	2,2
Stat3	Lrrfip1	0.96573	0.855	0.236	rgb(220,172,172)	1.8121	None
Taf10	Tmem158	0.96573	0.855	1.0E-04	rgb(217,217,217)	1.8121	2,2
Tcea1	Wdr81	-0.96573	0.855	-1.2E-01	rgb(192,202,221)	1.8121	2,2
Tcea1	Zkscan17	0.96573	0.855	0.178	rgb(219,183,183)	1.8121	2,2
Trim21	Zbp1	0.96573	0.855	0.201	rgb(219,179,179)	1.8121	2,2
Txk	Kif3a	-0.96573	0.855	-1.3E-01	rgb(189,200,222)	1.8121	2,2
Zbtb32	Trps1	0.96573	0.855	0.281	rgb(220,163,164)	1.8121	2,2
Zfp365	Tef	0.96573	0.855	0.316	rgb(220,157,157)	1.8121	2,2
Zfp593	Ccng1	-0.96573	0.855	-2.7E-01	rgb(159,182,227)	1.8121	2,2
Zfp608	Pik3r6	-0.96573	0.855	-3.3E-01	rgb(145,173,230)	1.8121	2,2
Zfp629	Ocrl	0.96573	0.855	0.155	rgb(219,187,188)	1.8121	2,2
Chd7	8430427H17Rik	-0.96558	0.855	-3.0E-01	rgb(152,177,228)	1.8121	2,2
Id3	Arhgef3	0.96558	0.855	0.105	rgb(218,197,197)	1.8121	2,2
Prm2	Actn1	0.96558	0.855	0.122	rgb(218,194,194)	1.8121	2,2
Scmh1	R3hdm1	0.96558	0.855	0.342	rgb(221,152,152)	1.8121	2,2
Sphk1	Ap3b1	-0.96558	0.855	-2.3E-01	rgb(166,186,226)	1.8121	2,2
Stat1	Nek6	0.96558	0.855	0.112	rgb(218,196,196)	1.8121	None
Top2a	Dtl	-0.96558	0.855	-3.6E-02	rgb(209,212,218)	1.8121	2,2
Txk	C920009B18Rik	0.96558	0.855	0.237	rgb(220,172,172)	1.8121	2,2
Batf	Cyth1	0.9655	0.88	0.219	rgb(219,175,176)	1.8456	None
Id2	Pten	0.9655	0.88	0.15	rgb(219,188,189)	1.8456	None
Tsc22d3	Slc6a9	-0.9655	0.88	-1.7E-02	rgb(213,215,218)	1.8456	2,2
Zbtb7a	Ptprf	0.9655	0.88	0.213	rgb(219,176,177)	1.8456	None
Msh5	Gpt2	0.96548	0.85	0.064	rgb(218,205,205)	1.8054	2,2
Dnajc1	Rftn1	0.96535	0.855	0.338	rgb(221,152,153)	1.8121	2,2
Dzip1	Acsl6	-0.96535	0.855	-1.6E-01	rgb(183,196,223)	1.8121	2,2
Klf5	Smarca2	0.96535	0.855	0.188	rgb(219,181,181)	1.8121	None
Pparg	Gbp6	0.96535	0.855	0.015	rgb(217,214,214)	1.8121	None
Stat2	Trim26	-0.96535	0.855	-6.2E-02	rgb(203,209,219)	1.8121	None
Trim16	4930523C07Rik	0.96535	0.855	0.331	rgb(221,154,154)	1.8121	2,2
Zfp367	Fam53b	0.96535	0.855	0.195	rgb(219,180,180)	1.8121	2,2
Batf	Pcbp4	0.96533	0.87	0.2	rgb(219,179,179)	1.8322	None
Batf	Trim36	0.96532	0.88	0.15	rgb(219,188,189)	1.8456	None
Arrb1	Map3k1	0.96498	0.855	0.192	rgb(219,180,181)	1.8121	2,2
Batf	Acsl5	-0.96498	0.855	-1.4E-01	rgb(186,198,223)	1.8121	None
C030039L03Rik	2310022B05Rik	0.96498	0.855	0.054	rgb(218,207,207)	1.8121	2,2
Casz1	Lax1	-0.96498	0.855	-7.6E-02	rgb(201,207,220)	1.8121	2,2
Dzip1	Acad9	-0.96498	0.855	-7.8E-03	rgb(215,216,217)	1.8121	2,2
Fbxl19	Samd1	0.96498	0.855	0.152	rgb(219,188,188)	1.8121	2,2
Gfi1	Arhgef6	-0.96498	0.855	-4.9E-02	rgb(206,211,219)	1.8121	None
Irf9	Clic4	-0.96498	0.855	-6.9E-02	rgb(202,208,220)	1.8121	None
Mxd1	Bcl3	0.96498	0.855	0.138	rgb(219,191,191)	1.8121	2,2
Pml	Adamts6	-0.96498	0.855	-2.4E-01	rgb(165,186,226)	1.8121	2,2
Rc3h2	Klf13	-0.96498	0.855	-1.2E-01	rgb(192,202,221)	1.8121	2,2
Setdb2	Mir703	-0.96498	0.855	-1.4E-01	rgb(187,199,222)	1.8121	2,2
Sphk1	Slc4a11	0.96498	0.855	0.231	rgb(220,173,173)	1.8121	2,2
Tsc22d1	Ergic1	0.96498	0.855	0.227	rgb(219,174,174)	1.8121	2,2
