TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Abl1	Csf1	0.99497	1	0.627	rgb(224, 97, 98)	2	None
Ahr	Ahrr	0.99497	1	0.108	rgb(218,196,197)	2	None
Ahr	Cyp1b1	0.99497	1	0.332	rgb(221,154,154)	2	None
Ahr	Il13	0.99497	1	0.41	rgb(222,139,140)	2	None
Ar	BC094916	0.99497	1	0.162	rgb(219,186,186)	2	None
Ar	Ifi203	0.99497	1	0.39	rgb(221,142,143)	2	None
Ar	Ifi204	0.99497	1	0.208	rgb(219,177,178)	2	None
Ar	Mndal	0.99497	1	0.593	rgb(224,104,105)	2	None
Ar	Pydc4	-0.99497	1	-7.1E-02	rgb(202,208,220)	2	None
Ar	Pyhin1	0.99497	1	0.26	rgb(220,167,168)	2	None
Ar	Tgfa	0.99497	1	0.338	rgb(221,152,153)	2	None
Atf3	Asns	0.99497	1	0.1	rgb(218,198,198)	2	None
Atf3	Penk	0.99497	1	0.506	rgb(223,120,121)	2	None
Atf6	Cebpb	0.99497	1	0.405	rgb(221,140,140)	2	None
Bcl6	Il17a	0.99497	1	0.248	rgb(220,170,170)	2	None
Brca1	Areg	0.99497	1	0.346	rgb(221,151,152)	2	None
Brca1	Esr1	0.99497	1	0.364	rgb(221,148,148)	2	None
Brca1	Krt18	0.99497	1	0.247	rgb(220,170,170)	2	None
Brca1	Stat2	0.99497	1	0.26	rgb(220,167,168)	2	None
Cebpb	Adm	0.99497	1	0.45	rgb(222,131,132)	2	None
Cebpb	Asns	0.99497	1	0.277	rgb(220,164,165)	2	None
Cebpb	Gadd45g	0.99497	1	0.078	rgb(218,202,202)	2	None
Cebpb	Il13	0.99497	1	0.206	rgb(219,178,178)	2	None
Clock	Nr1d1	0.99497	1	0.389	rgb(221,143,143)	2	None
Clock	Per3	0.99497	1	0.628	rgb(224, 97, 98)	2	None
Creb1	Aqp3	0.99497	1	0.105	rgb(218,197,197)	2	None
Creb1	Cyp11a1	0.99497	1	0.172	rgb(219,184,184)	2	None
Creb1	Muc5ac	0.99497	1	0.231	rgb(220,173,173)	2	None
Creb1	Nr4a3	0.99497	1	0.241	rgb(220,171,171)	2	None
Creb1	Nts	0.99497	1	0.327	rgb(221,155,155)	2	None
Creb1	Smad6	0.99497	1	0.118	rgb(218,195,195)	2	None
Creb5	Lgals3bp	-0.99497	1	-2.6E-01	rgb(160,182,227)	2	None
Creb5	Tgfbr3	0.99497	1	0.273	rgb(220,165,165)	2	None
Crem	Ccl4	-0.99497	1	-4.0E-01	rgb(130,164,232)	2	None
Ctbp1	Krt18	0.99497	1	0.212	rgb(219,177,177)	2	None
Ddit3	Asns	-0.99497	1	-2.6E-01	rgb(160,182,227)	2	None
Ddit3	Trf	0.99497	1	0.726	rgb(225, 78, 80)	2	None
Dek	H2-Ab1	0.99497	1	0.669	rgb(224, 89, 90)	2	None
E2f1	Rasgef1b	0.99497	1	0.077	rgb(218,202,202)	2	None
E2f1	Rpa2	0.99497	1	0.293	rgb(220,161,162)	2	None
E2f4	Map3k5	0.99497	1	0.286	rgb(220,162,163)	2	None
Egr1	Ltb	0.99497	1	0.056	rgb(218,206,206)	2	None
Egr1	Spry1	-0.99497	1	-3.7E-04	rgb(217,217,217)	2	None
Egr1	Trp73	0.99497	1	0.393	rgb(221,142,143)	2	None
Elf1	Dntt	0.99497	1	0.481	rgb(222,125,126)	2	None
Elf1	Tlr9	0.99497	1	0.49	rgb(222,123,124)	2	None
Epas1	Msc	-0.99497	1	-3.6E-02	rgb(209,212,218)	2	None
Erg	Eng	0.99497	1	0.06	rgb(218,206,206)	2	None
Erg	Icam2	-0.99497	1	-1.9E-01	rgb(175,192,224)	2	None
Erg	Spp1	-0.99497	1	-1.4E-01	rgb(186,198,222)	2	None
Erg	Wnt11	0.99497	1	0.514	rgb(223,119,120)	2	None
Esr1	Cyp1b1	0.99497	1	0.27	rgb(220,165,166)	2	None
Esr1	Esr1	0.99497	1	0.095	rgb(218,199,199)	2	None
Esr1	Ret	0.99497	1	0.23	rgb(220,173,174)	2	None
Esr1	Serpinb9	0.99497	1	0.197	rgb(219,179,180)	2	None
Esr1	Zfhx3	0.99497	1	0.235	rgb(220,172,173)	2	None
Ets1	Itgb3	0.99497	1	0.305	rgb(220,159,159)	2	None
Ets1	Mgat5	0.99497	1	0.151	rgb(219,188,189)	2	None
Ets1	Rhoc	0.99497	1	0.435	rgb(222,134,135)	2	None
Ets1	Spp1	0.99497	1	0.146	rgb(219,189,189)	2	None
Ets1	Tmem158	0.99497	1	0.183	rgb(219,182,182)	2	None
Ets2	Spp1	0.99497	1	0.4	rgb(221,141,141)	2	None
Etv4	Spp1	0.99497	1	0.508	rgb(223,120,121)	2	None
Etv6	Bbc3	0.99497	1	0.319	rgb(221,156,157)	2	None
Fos	Il1a	0.99497	1	0.3	rgb(220,160,160)	2	None
Fos	Nppa	0.99497	1	0.317	rgb(220,156,157)	2	None
Fosl1	Itgb3	-0.99497	1	-5.9E-01	rgb( 90,140,239)	2	None
Fosl1	Plaur	0.99497	1	0.513	rgb(223,119,120)	2	None
Fosl2	Plaur	0.99497	1	0.165	rgb(219,186,186)	2	None
Foxa1	Loxl2	0.99497	1	0.345	rgb(221,151,152)	2	None
Foxa1	Ret	0.99497	1	0.461	rgb(222,129,130)	2	None
Foxf2	Itgb1	-0.99497	1	-4.6E-02	rgb(207,211,219)	2	None
Foxo1	Klf2	0.99497	1	0.344	rgb(221,151,152)	2	None
