TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Bcl6	Bank1	0.99979	1	0.263	rgb(220,167,167)	2	None
Hbp1	Bank1	0.99979	1	0.304	rgb(220,159,160)	2	None
Hif1a	Bnip3	0.99979	1	0.544	rgb(223,113,114)	2	None
Hif1a	Egln1	0.99979	1	0.411	rgb(222,138,139)	2	None
Hif1a	Ero1l	0.99979	1	0.433	rgb(222,134,135)	2	None
Hif1a	Hk1	0.99979	1	0.269	rgb(220,166,166)	2	None
Hif1a	Pgm2	0.99979	1	0.444	rgb(222,132,133)	2	None
Hif1a	Ppme1	0.99979	1	0.58	rgb(223,106,107)	2	None
Jun	Stox2	0.99979	1	0.12	rgb(218,194,194)	2	None
Nr4a1	Sema4c	0.99979	1	0.334	rgb(221,153,154)	2	None
Srebf2	Igfbp4	0.99979	1	0.135	rgb(218,191,191)	2	None
Ahr	Cyp1b1	0.99048	0.99	0.57	rgb(223,108,109)	1.98	None
Ahr	Dkkl1	0.99048	0.99	0.288	rgb(220,162,163)	1.98	None
Ahr	Myo1f	0.99048	0.99	0.285	rgb(220,163,163)	1.98	None
Ahr	Snx9	0.99048	0.99	0.092	rgb(218,199,200)	1.98	None
Arid3a	5430427O19Rik	0.99048	0.99	0.265	rgb(220,166,167)	1.98	None
Arid3a	Lum	-0.99048	0.99	-8.8E-02	rgb(198,205,220)	1.98	None
Arnt2	Mcoln3	-0.99048	0.99	-1.0E-01	rgb(195,204,221)	1.98	None
Arntl2	B9d1	0.99048	0.99	0.186	rgb(219,182,182)	1.98	None
Atf3	2900011O08Rik	-0.99048	0.99	-8.8E-02	rgb(198,205,220)	1.98	None
Atf3	Fbxw2	0.99048	0.99	0.077	rgb(218,202,202)	1.98	None
Atf3	Mpp3	0.99048	0.99	0.4	rgb(221,141,141)	1.98	None
Atf3	Ptgs2	-0.99048	0.99	-1.7E-02	rgb(213,215,218)	1.98	None
Atf3	Tmcc3	0.99048	0.99	0.349	rgb(221,150,151)	1.98	None
Atf5	Ppard	0.99048	0.99	0.231	rgb(220,173,173)	1.98	None
Atf6	Rragd	-0.99048	0.99	-4.1E-01	rgb(128,163,233)	1.98	None
Bach1	Sp6	0.99048	0.99	0.047	rgb(218,208,208)	1.98	None
Batf	Dab2	-0.99048	0.99	-6.4E-02	rgb(203,209,219)	1.98	None
Bbx	Tiparp	-0.99048	0.99	-3.9E-03	rgb(216,216,217)	1.98	None
Bcl3	Cd70	0.99048	0.99	0.464	rgb(222,128,129)	1.98	None
Bcl3	Cenpm	0.99048	0.99	0.221	rgb(219,175,175)	1.98	None
Bcl3	Heg1	0.99048	0.99	0.209	rgb(219,177,178)	1.98	None
Bcl3	Il17f	0.99048	0.99	0.459	rgb(222,129,130)	1.98	None
Bcl3	Nfkb2	0.99048	0.99	0.252	rgb(220,169,169)	1.98	None
Bcl3	Penk	-0.99048	0.99	-1.2E-01	rgb(190,201,222)	1.98	None
Bcl6	Hist1h1e	0.99048	0.99	0.022	rgb(217,213,213)	1.98	None
Bdp1	Cdkn2d	0.99048	0.99	0.102	rgb(218,197,198)	1.98	None
Bhlha15	Gpt2	-0.99048	0.99	-6.7E-04	rgb(217,217,217)	1.98	None
Bhlhe41	Aldh1l2	0.99048	0.99	0.38	rgb(221,144,145)	1.98	None
Bhlhe41	Tmprss3	0.99048	0.99	0.348	rgb(221,151,151)	1.98	None
