TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Trim30a	Xaf1	0.99467	0.99	0.426	rgb(222,136,136)	1.98	2,2
Xrn1	Zkscan17	-0.99467	0.99	-1.3E-01	rgb(188,200,222)	1.98	2,2
Zfp365	4632434I11Rik	0.99467	0.99	0.298	rgb(220,160,161)	1.98	2,2
Zfp365	9030617O03Rik	0.99467	0.99	0.289	rgb(220,162,162)	1.98	2,2
Zfp365	Ccng1	0.99467	0.99	0.226	rgb(219,174,174)	1.98	2,2
Zfp365	Eng	0.99467	0.99	0.286	rgb(220,162,163)	1.98	2,2
Zfp365	Phlda3	0.99467	0.99	0.102	rgb(218,197,198)	1.98	2,2
Zfp365	Psrc1	0.99467	0.99	0.397	rgb(221,141,142)	1.98	2,2
Zfp365	Rnf169	0.99467	0.99	0.098	rgb(218,198,199)	1.98	2,2
Zfp365	Slc19a2	0.99467	0.99	0.26	rgb(220,167,168)	1.98	2,2
Zfp365	Sulf2	0.99467	0.99	0.373	rgb(221,146,147)	1.98	2,2
Zfp365	Zmat3	0.99467	0.99	0.209	rgb(219,177,178)	1.98	2,2
Zfp367	Dtl	0.99467	0.99	0.282	rgb(220,163,164)	1.98	2,2
Zfp367	Exo1	0.99467	0.99	0.052	rgb(218,207,207)	1.98	2,2
Zfp367	Wdr76	0.99467	0.99	0.111	rgb(218,196,196)	1.98	2,2
Zfp385a	4632434I11Rik	0.99467	0.99	0.055	rgb(218,207,207)	1.98	2,2
Zfp385a	9030617O03Rik	0.99467	0.99	0.341	rgb(221,152,152)	1.98	2,2
Zfp385a	9230114K14Rik	0.99467	0.99	0.162	rgb(219,186,186)	1.98	2,2
Zfp385a	Abhd4	0.99467	0.99	0.085	rgb(218,201,201)	1.98	2,2
Zfp385a	Ccng1	0.99467	0.99	0.35	rgb(221,150,151)	1.98	2,2
Zfp385a	Ercc5	0.99467	0.99	0.23	rgb(220,173,174)	1.98	2,2
Zfp385a	Phlda3	0.99467	0.99	0.289	rgb(220,162,162)	1.98	2,2
Zfp385a	Plxna1	0.99467	0.99	0.209	rgb(219,177,178)	1.98	2,2
Zfp385a	Psrc1	0.99467	0.99	0.404	rgb(221,140,141)	1.98	2,2
Zfp385a	Ptp4a3	0.99467	0.99	0.328	rgb(221,154,155)	1.98	2,2
Zfp385a	Rnf169	0.99467	0.99	0.253	rgb(220,169,169)	1.98	2,2
Zfp385a	Slc19a2	0.99467	0.99	0.311	rgb(220,158,158)	1.98	2,2
Zfp385a	St14	0.99467	0.99	0.099	rgb(218,198,198)	1.98	2,2
Zfp385a	Sulf2	0.99467	0.99	0.297	rgb(220,160,161)	1.98	2,2
Zfp385a	Zfp365	0.99467	0.99	0.542	rgb(223,113,115)	1.98	2,2
Zfp385a	Zmat3	0.99467	0.99	0.513	rgb(223,119,120)	1.98	2,2
Zfp629	Zkscan17	0.99467	0.99	0.412	rgb(222,138,139)	1.98	2,2
Zfp750	Sulf2	0.99467	0.99	0.152	rgb(219,188,188)	1.98	2,2
Arntl2	Tg	-0.98956	0.98	-3.8E-01	rgb(135,167,231)	1.96	None
Ascl2	Dst	0.98956	0.98	0.474	rgb(222,126,127)	1.96	None
Atf3	Bcl2	-0.98956	0.98	-2.4E-01	rgb(164,185,226)	1.96	None
Atf3	Utrn	-0.98956	0.98	-4.4E-02	rgb(208,211,219)	1.96	None
Batf	Cd200r1	0.98956	0.98	0.229	rgb(220,173,174)	1.96	None
Batf	Crtam	0.98956	0.98	0.198	rgb(219,179,180)	1.96	None
Batf	Ermn	0.98956	0.98	0.452	rgb(222,131,132)	1.96	None
Batf	Gja1	-0.98956	0.98	-2.7E-01	rgb(159,182,227)	1.96	None
Batf	Hvcn1	0.98956	0.98	0.613	rgb(224,100,101)	1.96	None
Batf	Rab11fip1	0.98956	0.98	0.43	rgb(222,135,136)	1.96	None
Batf	Tal2	-0.98956	0.98	-4.0E-01	rgb(131,165,232)	1.96	None
Batf	Zfp467	-0.98956	0.98	-1.1E-01	rgb(194,203,221)	1.96	None
Bcl11b	Abhd4	-0.98956	0.98	-2.8E-01	rgb(155,179,228)	1.96	None
Bcl11b	Crat	-0.98956	0.98	-2.7E-01	rgb(158,181,227)	1.96	None
Bcl11b	Eif4ebp1	0.98956	0.98	0.029	rgb(217,211,212)	1.96	None
Bcl11b	Fbxo4	-0.98956	0.98	-5.6E-01	rgb( 95,143,238)	1.96	None
Bcl11b	Pck2	-0.98956	0.98	-1.1E-01	rgb(193,203,221)	1.96	None
Bcl11b	Sema4c	0.98956	0.98	0.073	rgb(218,203,203)	1.96	None
Bcl11b	Slc1a4	0.98956	0.98	0.141	rgb(219,190,190)	1.96	None
Bcl11b	Trpv2	-0.98956	0.98	-4.4E-01	rgb(121,159,234)	1.96	None
Bcl11b	Vldlr	0.98956	0.98	0.234	rgb(220,172,173)	1.96	None
Bcl3	Heg1	0.98956	0.98	0.183	rgb(219,182,182)	1.96	None
Bcl3	Ikbke	0.98956	0.98	0.003	rgb(217,216,216)	1.96	None
Bcl3	Tns1	0.98956	0.98	0.33	rgb(221,154,155)	1.96	None
Bhlha15	Rnf125	0.98956	0.98	0.161	rgb(219,186,187)	1.96	None
Bhlhe41	Fam26f	0.98956	0.98	0.097	rgb(218,198,199)	1.96	None
Cebpb	Cdkn2d	0.98956	0.98	0.264	rgb(220,167,167)	1.96	None
Cebpg	Smox	0.98956	0.98	0.191	rgb(219,181,181)	1.96	None
Cenpb	Robo3	0.98956	0.98	0.485	rgb(222,124,125)	1.96	None
Cic	Emp1	0.98956	0.98	0.112	rgb(218,196,196)	1.96	None
Cic	Il17a	0.98956	0.98	0.355	rgb(221,149,150)	1.96	None
Creb3l1	Tmed3	0.98956	0.98	0.407	rgb(221,139,140)	1.96	None
Crem	Cd96	0.98956	0.98	0.024	rgb(217,212,212)	1.96	None
Crem	Igfbp4	-0.98956	0.98	-8.2E-02	rgb(199,206,220)	1.96	None
E2f1	Dtl	-0.98956	0.98	-4.8E-03	rgb(216,216,217)	1.96	None
E2f4	Dtl	0.98956	0.98	0.203	rgb(219,178,179)	1.96	None
E2f4	Wdr76	0.98956	0.98	0.3	rgb(220,160,160)	1.96	None
