TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Ahr	Ahrr	0.99938	1	0.509	rgb(223,120,121)	2	None
Creb1	Smad6	-0.99938	1	-6.0E-02	rgb(204,209,219)	2	None
Ddit3	Asns	0.99938	1	0.072	rgb(218,203,203)	2	None
Ddit3	Trib3	0.99938	1	0.234	rgb(220,172,173)	2	None
E2f1	Rpa2	0.99938	1	0.073	rgb(218,203,203)	2	None
Egr1	Spry1	-0.99938	1	-1.0E-01	rgb(194,203,221)	2	None
Ets1	Tbxa2r	0.99938	1	0.122	rgb(218,194,194)	2	None
Foxo3	Bbc3	0.99938	1	0.496	rgb(222,122,123)	2	None
Hsf1	Hopx	-0.99938	1	-3.2E-01	rgb(148,175,229)	2	None
Irf1	Nlrc5	0.99938	1	0.357	rgb(221,149,149)	2	2,2
Irf1	Tapbp	0.99938	1	0.295	rgb(220,161,161)	2	None
Irf1	Tbkbp1	0.99938	1	0.292	rgb(220,161,162)	2	2,2
Irf9	Pml	0.99938	1	0.104	rgb(218,197,197)	2	None
Klf2	Sell	0.99938	1	0.366	rgb(221,147,148)	2	None
Ncoa3	Npas2	0.99938	1	0.257	rgb(220,168,168)	2	None
Nfkb1	Cd28	-0.99938	1	-4.3E-02	rgb(208,211,219)	2	None
Nfkb1	Tnfrsf13c	0.99938	1	0.092	rgb(218,199,200)	2	None
Rfxank	H2-DMb2	0.99938	1	0.029	rgb(217,211,212)	2	None
Srebf2	Hmgcr	0.99938	1	0.087	rgb(218,200,201)	2	None
Stat1	Icam1	0.99938	1	0.126	rgb(218,193,193)	2	None
Stat1	Pml	0.99938	1	0.122	rgb(218,194,194)	2	None
Stat1	Stat2	-0.99938	1	-1.1E-01	rgb(193,202,221)	2	None
Stat1	Tbx21	0.99938	1	0.153	rgb(219,188,188)	2	None
Stat2	Pml	0.99938	1	0.355	rgb(221,149,150)	2	None
Stat3	Etv6	0.99938	1	0.145	rgb(219,189,190)	2	None
Stat3	Jak3	0.99938	1	0.431	rgb(222,135,135)	2	None
Stat3	Socs3	0.99938	1	0.32	rgb(221,156,157)	2	None
Tbx21	Cxcr3	-0.99938	1	-1.7E-02	rgb(213,215,218)	2	None
Tbx21	Il12rb2	0.99938	1	0.342	rgb(221,152,152)	2	None
Tbx21	Tbkbp1	0.99938	1	0.666	rgb(224, 90, 91)	2	2,2
Xbp1	Prnp	0.99938	1	0.424	rgb(222,136,137)	2	None
Zfp365	Ccng1	0.99938	1	0.367	rgb(221,147,148)	2	2,2
Zfp385a	Ccng1	0.99938	1	0.357	rgb(221,149,150)	2	2,2
Atf3	Asns	0.99457	0.99	0.059	rgb(218,206,206)	1.98	None
Atf3	Ddit3	0.99457	0.99	0.061	rgb(218,205,205)	1.98	None
Bcl6	Il17a	0.99457	0.99	0.129	rgb(218,192,193)	1.98	None
Cebpb	Ddit3	0.99457	0.99	0.098	rgb(218,198,198)	1.98	None
Cebpb	Pck2	0.99457	0.99	0.008	rgb(217,216,216)	1.98	None
Cebpb	Smad3	0.99457	0.99	0.154	rgb(219,188,188)	1.98	None
Creb1	Ccl5	-0.99457	0.99	-1.7E-02	rgb(213,215,218)	1.98	None
Creb1	H2-Ab1	-0.99457	0.99	-2.4E-01	rgb(165,185,226)	1.98	None
Crem	Creb1	0.99457	0.99	0.239	rgb(220,171,172)	1.98	None
Ddit3	Sars	0.99457	0.99	0.329	rgb(221,154,155)	1.98	2,2
E2f1	Dtl	0.99457	0.99	0.16	rgb(219,187,187)	1.98	2,2
E2f1	Ercc5	-0.99457	0.99	-1.7E-01	rgb(180,194,224)	1.98	None
E2f1	Tnf	-0.99457	0.99	-9.3E-02	rgb(197,205,221)	1.98	None
E2f1	Tyms	0.99457	0.99	0.016	rgb(217,214,214)	1.98	None
Egr1	Egr2	0.99457	0.99	0.288	rgb(220,162,163)	1.98	2,2
Egr1	Egr3	0.99457	0.99	0.392	rgb(221,142,143)	1.98	2,2
Egr1	Plaur	0.99457	0.99	0.106	rgb(218,197,197)	1.98	None
Egr1	Tnf	0.99457	0.99	0.011	rgb(217,215,215)	1.98	None
Epas1	Cnnm1	0.99457	0.99	0.362	rgb(221,148,149)	1.98	2,2
Erg	B4galt5	0.99457	0.99	0.277	rgb(220,164,165)	1.98	2,2
Erg	Pim1	-0.99457	0.99	-5.4E-02	rgb(205,210,219)	1.98	None
Ets1	Icam1	-0.99457	0.99	-2.3E-01	rgb(168,187,226)	1.98	None
Ets1	Itgb3	0.99457	0.99	0.247	rgb(220,170,170)	1.98	None
Etv4	Ets1	-0.99457	0.99	-3.2E-02	rgb(210,213,218)	1.98	None
Fos	Plaur	0.99457	0.99	0.181	rgb(219,182,183)	1.98	None
Fosl2	Myb	-0.99457	0.99	-2.3E-01	rgb(168,187,226)	1.98	None
Fosl2	Timp1	-0.99457	0.99	-8.2E-02	rgb(199,206,220)	1.98	None
Foxo1	Stat3	0.99457	0.99	0.318	rgb(220,156,157)	1.98	None
Gata1	Furin	-0.99457	0.99	-2.1E-01	rgb(171,189,225)	1.98	None
Gata3	Il12rb2	0.99457	0.99	0.017	rgb(217,214,214)	1.98	None
Hif1a	Bnip3	0.99457	0.99	0.066	rgb(218,204,205)	1.98	None
Hif1a	Rora	0.99457	0.99	0.17	rgb(219,184,185)	1.98	None
Irf1	Ccl5	-0.99457	0.99	-3.8E-01	rgb(136,167,231)	1.98	None
Irf1	Dtx3l	-0.99457	0.99	-3.5E-02	rgb(210,212,218)	1.98	2,2
Irf1	Erap1	0.99457	0.99	0.363	rgb(221,148,148)	1.98	2,2
Irf1	Fam26f	0.99457	0.99	0.477	rgb(222,126,127)	1.98	2,2
Irf1	Gbp10	0.99457	0.99	0.546	rgb(223,113,114)	1.98	2,2
Irf1	Gbp2	0.99457	0.99	0.134	rgb(218,192,192)	1.98	2,2
Irf1	Gbp4	0.99457	0.99	0.385	rgb(221,143,144)	1.98	2,2
Irf1	Gbp5	0.99457	0.99	0.414	rgb(222,138,139)	1.98	2,2
Irf1	Gbp6	0.99457	0.99	0.512	rgb(223,119,120)	1.98	2,2
Irf1	Gbp7	0.99457	0.99	0.471	rgb(222,127,128)	1.98	2,2
Irf1	Gimap4	0.99457	0.99	0.169	rgb(219,185,185)	1.98	2,2
Irf1	Gm4841	0.99457	0.99	0.358	rgb(221,149,149)	1.98	2,2
Irf1	Igtp	0.99457	0.99	0.402	rgb(221,140,141)	1.98	2,2
Irf1	Insrr	0.99457	0.99	0.147	rgb(219,189,189)	1.98	2,2
Irf1	Ly6a	0.99457	0.99	0.145	rgb(219,189,190)	1.98	2,2
Irf1	Parp9	-0.99457	0.99	-3.8E-02	rgb(209,212,218)	1.98	2,2
Irf1	Socs1	0.99457	0.99	0.002	rgb(217,217,217)	1.98	None
Irf1	Tbx21	0.99457	0.99	0.445	rgb(222,132,133)	1.98	2,2
Irf1	Tgtp2	0.99457	0.99	0.348	rgb(221,151,151)	1.98	2,2
Irf1	Zbp1	0.99457	0.99	0.123	rgb(218,193,194)	1.98	2,2
Irf9	Ifit3	0.99457	0.99	0.17	rgb(219,185,185)	1.98	None
Irf9	Irf7	0.99457	0.99	0.298	rgb(220,160,161)	1.98	2,2
Jun	Fgf7	-0.99457	0.99	-1.1E-01	rgb(194,203,221)	1.98	None
Jun	Vdr	0.99457	0.99	0.187	rgb(219,181,182)	1.98	None
Klf2	Ccr7	0.99457	0.99	0.108	rgb(218,196,197)	1.98	None
Klf4	Rara	0.99457	0.99	0.003	rgb(217,216,216)	1.98	None
Lef1	Spp1	-0.99457	0.99	-1.6E-01	rgb(182,196,223)	1.98	None
Men1	Cdkn1b	0.99457	0.99	0.151	rgb(219,188,188)	1.98	None
Men1	Gata3	-0.99457	0.99	-1.3E-01	rgb(189,200,222)	1.98	None
Myb	Cd4	0.99457	0.99	0.32	rgb(221,156,156)	1.98	None
Myc	Cdk6	0.99457	0.99	0.178	rgb(219,183,183)	1.98	None
Myc	H2-Q10	-0.99457	0.99	-2.4E-01	rgb(164,185,226)	1.98	None
Myc	Zfp36	-0.99457	0.99	-2.8E-02	rgb(211,213,218)	1.98	None
Nfkb1	Abcg2	-0.99457	0.99	-5.0E-01	rgb(108,151,236)	1.98	None
Nfkb1	Bcl2a1d	0.99457	0.99	0.358	rgb(221,149,149)	1.98	None
Nfkb1	Bcl2l1	0.99457	0.99	0.335	rgb(221,153,154)	1.98	None
Nfkb1	Bcl2l11	-0.99457	0.99	-3.1E-01	rgb(149,176,229)	1.98	None
Nfkb1	Ccr7	-0.99457	0.99	-2.2E-01	rgb(170,188,225)	1.98	None
Nfkb1	Cd83	0.99457	0.99	0.373	rgb(221,146,146)	1.98	None
Nfkb1	Col2a1	-0.99457	0.99	-1.4E-04	rgb(217,217,217)	1.98	None
Nfkb1	F3	0.99457	0.99	0.088	rgb(218,200,200)	1.98	None
Nfkb1	Gata3	0.99457	0.99	0.173	rgb(219,184,184)	1.98	None
Nfkb1	Myb	-0.99457	0.99	-1.5E-01	rgb(184,197,223)	1.98	None
Nfkb1	S100a6	-0.99457	0.99	-2.7E-01	rgb(159,182,227)	1.98	None
Nfkb1	Tnip3	-0.99457	0.99	-2.6E-01	rgb(160,183,227)	1.98	None
Nfkbia	Icam1	0.99457	0.99	0.332	rgb(221,154,154)	1.98	None
Nr3c1	Cdk6	0.99457	0.99	0.051	rgb(218,207,207)	1.98	None
Nr4a1	Nr4a3	0.99457	0.99	0.25	rgb(220,169,170)	1.98	2,2
Nr4a1	Tnf	-0.99457	0.99	-1.3E-02	rgb(214,215,218)	1.98	None
Pml	Nr4a1	-0.99457	0.99	-1.2E-01	rgb(191,201,221)	1.98	None
Pparg	Epas1	0.99457	0.99	0.406	rgb(221,139,140)	1.98	2,2
Pparg	Pten	-0.99457	0.99	-9.9E-02	rgb(195,204,221)	1.98	None
Rara	Ets1	0.99457	0.99	0.358	rgb(221,149,149)	1.98	None
Rb1	Map3k5	0.99457	0.99	0.166	rgb(219,185,186)	1.98	None
Rela	Bcl3	0.99457	0.99	0.198	rgb(219,179,180)	1.98	None
Rela	Nfkb1	0.99457	0.99	0.448	rgb(222,131,132)	1.98	None
Rela	Ppard	-0.99457	0.99	-2.9E-01	rgb(153,178,228)	1.98	None
Rela	Ripk2	-0.99457	0.99	-1.7E-01	rgb(181,195,223)	1.98	None
Rest	Rbm15	0.99457	0.99	0.308	rgb(220,158,159)	1.98	2,2
