TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Ahrr	Cyp1b1	0.99987	1	0.753	rgb(225, 73, 75)	2	None
Irf1	Gbp6	0.99987	1	0.285	rgb(220,163,163)	2	None
Irf1	Gbp7	0.99987	1	0.296	rgb(220,160,161)	2	None
Irf1	Tgtp2	0.99987	1	0.32	rgb(221,156,157)	2	None
Rest	Rbm15	0.99987	1	0.357	rgb(221,149,149)	2	None
Srebf1	Fads2	0.99987	1	0.217	rgb(219,176,176)	2	None
Stat1	Tgtp2	0.99987	1	0.063	rgb(218,205,205)	2	None
Ahr	Ahrr	0.9938	0.99	0.402	rgb(221,140,141)	1.98	None
Ahrr	Ddx11	0.9938	0.99	0.361	rgb(221,148,149)	1.98	None
Ar	Mc2r	-0.9938	0.99	-3.8E-01	rgb(135,167,231)	1.98	None
Atf5	Pycr1	0.9938	0.99	0.396	rgb(221,141,142)	1.98	None
Bcl6	Ddx11	0.9938	0.99	0.342	rgb(221,152,152)	1.98	None
Bcl6	Hk1	-0.9938	0.99	-3.2E-01	rgb(147,175,229)	1.98	None
Bcl6b	Bdh2	-0.9938	0.99	-1.9E-01	rgb(175,192,224)	1.98	None
Bcl6b	Rimklb	0.9938	0.99	0.239	rgb(220,171,172)	1.98	None
Bcl6b	Zfp467	0.9938	0.99	0.252	rgb(220,169,169)	1.98	None
Bhlhe40	Fam129a	0.9938	0.99	0.297	rgb(220,160,161)	1.98	None
Bhlhe40	Neto2	-0.9938	0.99	-1.1E-01	rgb(192,202,221)	1.98	None
Cebpg	Cd109	0.9938	0.99	0.128	rgb(218,192,193)	1.98	None
Cebpg	Gpt2	0.9938	0.99	0.083	rgb(218,201,201)	1.98	None
Cebpg	Slc1a4	0.9938	0.99	0.128	rgb(218,193,193)	1.98	None
Cebpg	Slc7a3	0.9938	0.99	0.375	rgb(221,145,146)	1.98	None
Cebpg	Trib3	0.9938	0.99	0.324	rgb(221,155,156)	1.98	None
Ddit3	Aldh1l2	0.9938	0.99	0.299	rgb(220,160,161)	1.98	None
Ddit3	Gpt2	0.9938	0.99	0.268	rgb(220,166,166)	1.98	None
Ddit3	Trib3	0.9938	0.99	0.4	rgb(221,141,141)	1.98	None
E2f1	Dtl	0.9938	0.99	0.225	rgb(219,174,174)	1.98	None
E2f1	Exo1	-0.9938	0.99	-6.1E-03	rgb(216,216,217)	1.98	None
E2f1	Rpa2	0.9938	0.99	0.068	rgb(218,204,204)	1.98	None
E2f1	Tyms	-0.9938	0.99	-5.7E-02	rgb(205,209,219)	1.98	None
E2f1	Wdr76	0.9938	0.99	0.004	rgb(217,216,216)	1.98	None
Ebf1	Impg2	0.9938	0.99	0.657	rgb(224, 92, 93)	1.98	None
Egr1	Dusp2	0.9938	0.99	0.283	rgb(220,163,164)	1.98	None
Egr1	Egr2	0.9938	0.99	0.337	rgb(221,153,153)	1.98	None
Egr1	Egr3	0.9938	0.99	0.369	rgb(221,146,147)	1.98	None
Egr1	Nr4a1	0.9938	0.99	0.456	rgb(222,130,131)	1.98	None
Egr2	Mpzl3	0.9938	0.99	0.238	rgb(220,172,172)	1.98	None
Egr2	Nlrc5	0.9938	0.99	0.174	rgb(219,184,184)	1.98	None
Egr2	Tnf	0.9938	0.99	0.428	rgb(222,135,136)	1.98	None
Egr3	Mctp2	-0.9938	0.99	-7.6E-01	rgb( 53,117,246)	1.98	None
Egr3	Nr4a1	0.9938	0.99	0.102	rgb(218,197,198)	1.98	None
Egr3	Nr4a3	0.9938	0.99	0.38	rgb(221,144,145)	1.98	None
Egr4	Dab2ip	0.9938	0.99	0.267	rgb(220,166,167)	1.98	None
Egr4	Ssbp4	0.9938	0.99	0.246	rgb(220,170,170)	1.98	None
Elf1	Arhgef6	0.9938	0.99	0.5	rgb(222,122,123)	1.98	None
Elf1	Cd226	0.9938	0.99	0.606	rgb(224,101,102)	1.98	None
Elf1	Dars2	0.9938	0.99	0.489	rgb(222,124,125)	1.98	None
Elk3	Antxr2	0.9938	0.99	0.308	rgb(220,158,159)	1.98	None
Elk4	Tacc1	0.9938	0.99	0.321	rgb(221,156,156)	1.98	None
Erf	Ssbp4	0.9938	0.99	0.352	rgb(221,150,151)	1.98	None
Erg	B4galt5	0.9938	0.99	0.447	rgb(222,132,133)	1.98	None
Ets1	2310007L24Rik	-0.9938	0.99	-1.1E-01	rgb(194,203,221)	1.98	None
Ets1	Cd2	0.9938	0.99	0.51	rgb(223,120,121)	1.98	None
Ets1	Slc9a3r1	0.9938	0.99	0.518	rgb(223,118,119)	1.98	None
Ets1	Ssh2	0.9938	0.99	0.232	rgb(220,173,173)	1.98	None
Ets2	Akr1c13	0.9938	0.99	0.418	rgb(222,137,138)	1.98	None
Ets2	Jup	0.9938	0.99	0.069	rgb(218,204,204)	1.98	None
Ets2	Pls3	-0.9938	0.99	-2.6E-01	rgb(160,182,227)	1.98	None
Fli1	Dab2ip	-0.9938	0.99	-1.6E-01	rgb(183,197,223)	1.98	None
Fli1	Klhl3	0.9938	0.99	0.02	rgb(217,213,213)	1.98	None
Fli1	Penk	-0.9938	0.99	-7.4E-02	rgb(201,207,220)	1.98	None
Fosl2	Sbno2	0.9938	0.99	0.229	rgb(220,173,174)	1.98	None
Fosl2	Serpinb1a	0.9938	0.99	0.183	rgb(219,182,182)	1.98	None
Foxf2	Lgr4	0.9938	0.99	0.401	rgb(221,140,141)	1.98	None
Foxf2	Pde1a	0.9938	0.99	0.143	rgb(219,190,190)	1.98	None
Foxf2	Sox5	0.9938	0.99	0.298	rgb(220,160,161)	1.98	None
Foxf2	Tnip3	-0.9938	0.99	-3.9E-01	rgb(133,166,232)	1.98	None
Foxj1	Atp7b	0.9938	0.99	0.038	rgb(217,210,210)	1.98	None
Foxj1	Kcnf1	-0.9938	0.99	-5.4E-02	rgb(205,210,219)	1.98	None
Foxj1	Slc2a1	0.9938	0.99	0.108	rgb(218,196,197)	1.98	None
Foxo1	Cog6	0.9938	0.99	0.453	rgb(222,131,131)	1.98	None
Foxo1	Ctla2b	0.9938	0.99	0.142	rgb(219,190,190)	1.98	None
Foxo3	Ercc5	0.9938	0.99	0.161	rgb(219,186,187)	1.98	None
Foxo3	Fundc2	-0.9938	0.99	-9.9E-02	rgb(196,204,221)	1.98	None
Foxo3	Narf	0.9938	0.99	0.216	rgb(219,176,176)	1.98	None
Foxo3	Sun1	-0.9938	0.99	-4.6E-02	rgb(207,211,219)	1.98	None
Foxp1	Ipcef1	0.9938	0.99	0.482	rgb(222,125,126)	1.98	None
Gabpa	Chm	0.9938	0.99	0.28	rgb(220,164,164)	1.98	None
Gata1	Il1rn	-0.9938	0.99	-5.1E-01	rgb(106,149,236)	1.98	None
Gata3	Ccr8	0.9938	0.99	0.397	rgb(221,141,142)	1.98	None
Gata3	Il13	0.9938	0.99	0.486	rgb(222,124,125)	1.98	None
Gata3	Il5	0.9938	0.99	0.594	rgb(224,104,105)	1.98	None
Gfi1	Bpnt1	-0.9938	0.99	-3.5E-01	rgb(140,170,230)	1.98	None
Gfi1	Endod1	-0.9938	0.99	-1.3E-01	rgb(189,200,222)	1.98	None
Gli3	Dzip1	-0.9938	0.99	-1.7E-01	rgb(180,195,223)	1.98	None
Gli3	Mbtd1	-0.9938	0.99	-2.5E-01	rgb(163,184,227)	1.98	None
Gli3	Peli2	0.9938	0.99	0.462	rgb(222,129,130)	1.98	None
Gli3	Slc4a8	-0.9938	0.99	-3.5E-02	rgb(209,212,218)	1.98	None
Hic1	D1Ertd622e	-0.9938	0.99	-1.1E-01	rgb(193,202,221)	1.98	None
Hic1	Dab2ip	-0.9938	0.99	-7.1E-02	rgb(202,208,220)	1.98	None
