Regulator	Target	Weight	stroke
Tsc22d3	Jtb	-1.2702	rgb( 79,133,241)
Irf4	Jun	0.34175	rgb(219,184,185)
Egr2	Junb	-0.28701	rgb(186,198,222)
Hif1a	Junb	0.33542	rgb(219,185,185)
Irf4	Junb	0.3373	rgb(219,185,185)
Stat3	Junb	0.32935	rgb(219,186,186)
Bcl11b	Jund	-0.35714	rgb(178,193,224)
Egr2	Jund	-0.36	rgb(178,193,224)
Fosl2	Jund	-0.3536	rgb(179,194,224)
Hif1a	Jund	0.32879	rgb(219,186,186)
Id2	Jund	0.35625	rgb(219,183,183)
Ikzf4	Jund	-0.22532	rgb(193,202,221)
Irf4	Jund	-0.34528	rgb(180,194,224)
Nfatc2	Jund	-0.3549	rgb(178,194,224)
Sp4	Jund	-0.34678	rgb(179,194,224)
Zfp36l2	Jund	-0.35621	rgb(178,193,224)
Ikzf4	Jup	0.43511	rgb(219,175,176)
Irf8	Jup	-0.81575	rgb(128,163,232)
Hif1a	Kank3	0.31333	rgb(219,187,187)
Ikzf3	Kars	-0.31626	rgb(183,196,223)
Tsc22d3	Kars	0.22959	rgb(218,195,195)
Etv6	Kat2a	-0.34935	rgb(179,194,224)
Lef1	Kat2a	0.35403	rgb(219,183,184)
Smarca4	Kat2b	0.33768	rgb(219,185,185)
Bcl11b	Katna1	-0.31958	rgb(182,196,223)
Ddit3	Katna1	-0.35287	rgb(179,194,224)
Egr2	Katna1	-0.33413	rgb(181,195,223)
Etv6	Katnb1	-0.33239	rgb(181,195,223)
Lef1	Katnb1	0.34471	rgb(219,184,184)
Bcl11b	Kbtbd11	-0.35885	rgb(178,193,224)
Egr2	Kbtbd11	0.37989	rgb(219,181,181)
Etv6	Kbtbd11	0.55079	rgb(220,164,165)
Fosl2	Kbtbd11	0.36167	rgb(219,182,183)
Hif1a	Kbtbd11	0.36206	rgb(219,182,183)
Id2	Kbtbd11	0.36237	rgb(219,182,183)
Ikzf3	Kbtbd11	0.36093	rgb(219,183,183)
Irf8	Kbtbd11	0.56267	rgb(220,163,164)
Maf	Kbtbd11	-0.3481	rgb(179,194,224)
Nfatc2	Kbtbd11	0.35625	rgb(219,183,183)
Pou2af1	Kbtbd11	0.39591	rgb(219,179,180)
Rorc	Kbtbd11	-0.35827	rgb(178,193,224)
Sp4	Kbtbd11	-0.81308	rgb(129,163,232)
Zfp36l2	Kbtbd11	-0.32059	rgb(182,196,223)
Bcl11b	Kbtbd4	-0.3262	rgb(182,195,223)
Etv6	Kbtbd4	-0.34964	rgb(179,194,224)
Atf6	Kbtbd8	0.34239	rgb(219,184,185)
Batf	Kbtbd8	-0.32568	rgb(182,196,223)
Fosl2	Kbtbd8	-0.35472	rgb(179,194,224)
Ikzf3	Kbtbd8	-0.33245	rgb(181,195,223)
Atf6	Kcna3	-0.35622	rgb(178,193,224)
Batf	Kcna3	0.33793	rgb(219,185,185)
Etv6	Kcna3	-0.34854	rgb(179,194,224)
Fosl2	Kcna3	-0.35952	rgb(178,193,224)
Ikzf3	Kcna3	-0.34465	rgb(180,194,224)
Irf4	Kcna3	0.36052	rgb(219,183,183)
Maf	Kcna3	-0.33405	rgb(181,195,223)
Rorc	Kcna3	0.36113	rgb(219,183,183)
Smarca4	Kcna3	-0.80998	rgb(129,164,232)
Stat3	Kcna3	0.36105	rgb(219,183,183)
Tsc22d3	Kcna3	0.8361	rgb(222,137,138)
Egr2	Kcnab2	0.23958	rgb(218,194,194)
Hif1a	Kcnab2	0.32186	rgb(219,186,187)
Tsc22d3	Kcnc3	0.61666	rgb(220,158,159)
Tsc22d3	Kcng2	0.77362	rgb(221,143,144)
Tsc22d3	Kcnh4	0.7407	rgb(221,146,147)
Etv6	Kcnip2	1.0859	rgb(223,113,114)
Tsc22d3	Kcnj13	0.67391	rgb(221,153,153)
Tsc22d3	Kcnj4	0.64001	rgb(221,156,157)
Crem	Kcnk10	-0.35204	rgb(179,194,224)
Ddit3	Kcnk10	-0.35744	rgb(178,193,224)
Etv6	Kcnk10	0.3109	rgb(219,187,188)
Fosl2	Kcnk10	-0.35778	rgb(178,193,224)
Irf4	Kcnk10	-0.36007	rgb(178,193,224)
Maf	Kcnk10	-0.358	rgb(178,193,224)
Bcl11b	Kcnk5	0.32993	rgb(219,185,186)
Egr2	Kcnk5	0.32514	rgb(219,186,186)
Hif1a	Kcnk5	0.33458	rgb(219,185,185)
Lef1	Kcnk5	0.34389	rgb(219,184,185)
Prkrir	Kcnk5	0.34813	rgb(219,184,184)
Satb1	Kcnk5	0.3542	rgb(219,183,184)
Batf	Kcnk7	0.34059	rgb(219,184,185)
Hif1a	Kcnk7	0.35998	rgb(219,183,183)
Id2	Kcnk7	0.3444	rgb(219,184,184)
Ikzf3	Kcnk7	0.35354	rgb(219,183,184)
Irf4	Kcnk7	0.35713	rgb(219,183,183)
Maf	Kcnk7	-0.33576	rgb(181,195,223)
Stat3	Kcnk7	0.31978	rgb(219,186,187)
Zfp36l2	Kcnk7	0.31799	rgb(219,187,187)
Atf6	Kcnmb4	-0.3242	rgb(182,196,223)
Bcl11b	Kcnmb4	-0.33861	rgb(180,195,223)
Crem	Kcnmb4	-0.3224	rgb(182,196,223)
Ddit3	Kcnmb4	-0.33772	rgb(180,195,223)
Egr2	Kcnmb4	-0.8042	rgb(130,164,232)
Prkrir	Kcnmb4	-0.35201	rgb(179,194,224)
Rorc	Kcnmb4	0.33725	rgb(219,185,185)
Stat3	Kcnmb4	0.32899	rgb(219,186,186)
Egr2	Kcnn4	0.18471	rgb(218,199,200)
Etv6	Kcnn4	0.35506	rgb(219,183,183)
Hif1a	Kcnn4	0.35038	rgb(219,184,184)
Irf8	Kcnn4	0.29958	rgb(219,188,189)
Lef1	Kcnn4	0.33084	rgb(219,185,186)
Maf	Kcnn4	-0.33746	rgb(180,195,223)
Sp4	Kcnn4	-0.22175	rgb(193,202,221)
Lef1	Kcnq1ot1	0.35188	rgb(219,183,184)
Prkrir	Kcnq1ot1	0.36109	rgb(219,183,183)
Tsc22d3	Kcnq5	0.92859	rgb(222,128,129)
Lef1	Kctd1	0.34143	rgb(219,184,185)
Bcl11b	Kctd11	-0.36143	rgb(178,193,224)
Smarca4	Kctd11	0.79596	rgb(221,141,142)
Fosl2	Kctd12	0.36216	rgb(219,182,183)
Ikzf3	Kctd12	0.35909	rgb(219,183,183)
Maf	Kctd12	0.35537	rgb(219,183,183)
Nfe2l2	Kctd12	0.35731	rgb(219,183,183)
Rorc	Kctd12	-0.3491	rgb(179,194,224)
Stat3	Kctd12	0.34849	rgb(219,184,184)
Prkrir	Kctd13	-0.34488	rgb(180,194,224)
Rorc	Kctd13	0.3224	rgb(219,186,187)
Ddit3	Kctd14	-0.33272	rgb(181,195,223)
Satb1	Kctd14	-0.35844	rgb(178,193,224)
Bcl11b	Kctd17	0.3617	rgb(219,182,183)
Crem	Kctd17	0.36138	rgb(219,182,183)
Ddit3	Kctd17	0.35818	rgb(219,183,183)
Egr2	Kctd17	0.36138	rgb(219,182,183)
Hif1a	Kctd17	0.30896	rgb(219,187,188)
Id2	Kctd17	-0.35363	rgb(179,194,224)
Irf4	Kctd17	0.34273	rgb(219,184,185)
Lef1	Kctd17	0.36142	rgb(219,182,183)
Prkrir	Kctd17	0.35841	rgb(219,183,183)
Satb1	Kctd17	0.36187	rgb(219,182,183)
Smarca4	Kctd17	-0.57961	rgb(154,179,228)
Stat3	Kctd17	0.34101	rgb(219,184,185)
Etv6	Kctd2	0.40619	rgb(219,178,179)
Lef1	Kctd2	0.34805	rgb(219,184,184)
Zeb1	Kctd2	0.6134	rgb(220,158,159)
Ikzf3	Kctd5	-0.32503	rgb(182,196,223)
Tsc22d3	Kctd5	-0.80638	rgb(130,164,232)
Etv6	Kctd6	-0.32728	rgb(181,195,223)
Batf	Kdelc1	-0.33725	rgb(180,195,223)
Id2	Kdelc1	-0.33253	rgb(181,195,223)
Ikzf3	Kdelc1	-0.34407	rgb(180,194,224)
Maf	Kdelc2	-0.31808	rgb(182,196,223)
Nfatc2	Kdelc2	0.31436	rgb(219,187,187)
Rorc	Kdelc2	-0.32828	rgb(181,195,223)
Atf6	Kdelr1	0.34953	rgb(219,184,184)
Irf4	Kdelr1	0.31499	rgb(219,187,187)
Nfatc2	Kdelr1	0.34742	rgb(219,184,184)
Stat3	Kdelr1	0.31643	rgb(219,187,187)
Hif1a	Kdelr2	0.33676	rgb(219,185,185)
Zeb1	Kdelr2	-0.36749	rgb(177,193,224)
Batf	Kdelr3	0.35286	rgb(219,183,184)
Tsc22d3	Kdm1a	-0.67178	rgb(144,173,230)
Irf4	Kdm1b	0.32391	rgb(219,186,186)
Smarca4	Kdm1b	-0.64217	rgb(147,175,229)
Hif1a	Kdm2a	0.34191	rgb(219,184,185)
Bcl11b	Kdm3a	-0.31724	rgb(183,196,223)
Hif1a	Kdm3a	0.35756	rgb(219,183,183)
Smarca4	Kdm3a	0.57799	rgb(220,162,162)
Hif1a	Kdm4b	0.36158	rgb(219,182,183)
Id2	Kdm4b	0.35566	rgb(219,183,183)
Lef1	Kdm4b	0.34421	rgb(219,184,184)
Smarca4	Kdm5a	0.28089	rgb(219,190,190)
Zeb1	Kdm5a	0.28442	rgb(219,190,190)
Hif1a	Kdm5b	0.3557	rgb(219,183,183)
Maf	Kdm5b	-0.34237	rgb(180,194,224)
Stat3	Kdm5b	0.34507	rgb(219,184,184)
Lef1	Kdm5c	0.33561	rgb(219,185,185)
Bcl11b	Kdm6b	0.35477	rgb(219,183,183)
Etv6	Kdm6b	-0.34939	rgb(179,194,224)
Fosl2	Kdm6b	-0.33673	rgb(180,195,223)
Lef1	Kdm6b	0.35732	rgb(219,183,183)
Atf6	Kdsr	0.32107	rgb(219,186,187)
Bcl11b	Kdsr	-0.32857	rgb(181,195,223)
Nfatc2	Kdsr	0.3179	rgb(219,187,187)
Hif1a	Keap1	0.34194	rgb(219,184,185)
Lef1	Keap1	0.35207	rgb(219,183,184)
Zeb1	Khdrbs1	-0.25773	rgb(189,200,222)
Fosl2	Khnyn	0.35019	rgb(219,184,184)
Hif1a	Khnyn	0.34862	rgb(219,184,184)
Irf4	Khnyn	0.34294	rgb(219,184,185)
Smarca4	Khnyn	0.40436	rgb(219,178,179)
Stat3	Khnyn	0.32946	rgb(219,186,186)
Lef1	Khsrp	0.35126	rgb(219,183,184)
Batf	Kif11	-0.34752	rgb(179,194,224)
Egr2	Kif11	0.17451	rgb(218,200,201)
Atf6	Kif13a	-0.35543	rgb(178,194,224)
Bcl11b	Kif13a	0.35845	rgb(219,183,183)
Egr2	Kif13a	0.33965	rgb(219,185,185)
Etv6	Kif13a	0.34211	rgb(219,184,185)
Id2	Kif13a	-0.32601	rgb(182,195,223)
Ikzf3	Kif13a	-0.32519	rgb(182,196,223)
Irf4	Kif13a	0.3368	rgb(219,185,185)
Lef1	Kif13a	0.35863	rgb(219,183,183)
Prkrir	Kif13a	0.35837	rgb(219,183,183)
Satb1	Kif13a	0.35974	rgb(219,183,183)
Zfp36l2	Kif13b	-0.32217	rgb(182,196,223)
Batf	Kif14	-0.32564	rgb(182,196,223)
Smarca4	Kif15	-0.34211	rgb(180,194,224)
Sp4	Kif15	-0.33527	rgb(181,195,223)
Smarca4	Kif16b	-0.68292	rgb(143,172,230)
Ikzf3	Kif18a	-0.33085	rgb(181,195,223)
Lef1	Kif18b	0.32518	rgb(219,186,186)
Batf	Kif1b	-0.35036	rgb(179,194,224)
Irf4	Kif1b	0.3176	rgb(219,187,187)
Rorc	Kif1b	-0.35204	rgb(179,194,224)
Lef1	Kif1c	0.34114	rgb(219,184,185)
Batf	Kif20a	-0.33171	rgb(181,195,223)
Batf	Kif20b	-0.32465	rgb(182,196,223)
Ikzf4	Kif20b	-0.23034	rgb(192,202,221)
Atf6	Kif21b	-0.34417	rgb(180,194,224)
Batf	Kif21b	-0.32581	rgb(182,195,223)
Ikzf3	Kif21b	0.34275	rgb(219,184,185)
Lef1	Kif21b	0.34261	rgb(219,184,185)
Egr2	Kif22	0.28255	rgb(219,190,190)
Smarca4	Kif22	-0.38068	rgb(176,192,224)
Sp4	Kif23	-0.41323	rgb(172,190,225)
Irf4	Kif3a	0.32655	rgb(219,186,186)
Rorc	Kif3a	-0.34177	rgb(180,194,223)
Stat3	Kif3a	0.33767	rgb(219,185,185)
Zeb1	Kif3a	0.7052	rgb(221,150,150)
Batf	Kif3c	0.32674	rgb(219,186,186)
Lef1	Kif3c	0.35376	rgb(219,183,184)
Satb1	Kif3c	0.34352	rgb(219,184,185)
Zfp36l2	Kif4	-0.33028	rgb(181,195,223)
Tsc22d3	Kif5a	0.7278	rgb(221,147,148)
Ikzf3	Kif5b	-0.32233	rgb(182,196,223)
Bcl11b	Kifap3	-0.32153	rgb(182,196,223)
Irf4	Kifap3	0.33055	rgb(219,185,186)
Maf	Kifap3	-0.3227	rgb(182,196,223)
Stat3	Kifap3	0.34271	rgb(219,184,185)
Atf6	Kifc3	-0.34436	rgb(180,194,224)
Bcl11b	Kifc3	0.35112	rgb(219,183,184)
Id2	Kifc3	-0.33991	rgb(180,195,223)
Lef1	Kifc3	0.33033	rgb(219,185,186)
Maf	Kifc3	-0.36214	rgb(178,193,224)
Satb1	Kifc3	0.35933	rgb(219,183,183)
Ddit3	Kin	-0.32463	rgb(182,196,223)
Ikzf3	Kin	-0.325	rgb(182,196,223)
Irf8	Kin	-0.75719	rgb(135,167,231)
Smarca4	Kin	-0.41238	rgb(172,190,225)
Zeb1	Kin	-0.64916	rgb(147,174,229)
Egr2	Kirrel3	-0.39208	rgb(174,191,224)
Atf6	Klc2	-0.35401	rgb(179,194,224)
Bcl11b	Klc2	0.35038	rgb(219,184,184)
Egr2	Klc2	0.34649	rgb(219,184,184)
Id2	Klc2	-0.33913	rgb(180,195,223)
Lef1	Klc2	0.35942	rgb(219,183,183)
Satb1	Klc2	0.35615	rgb(219,183,183)
Id2	Klc3	0.32234	rgb(219,186,187)
Lef1	Klc3	0.34347	rgb(219,184,185)
Nfe2l2	Klc3	-0.34043	rgb(180,195,223)
Prkrir	Klc3	0.34131	rgb(219,184,185)
Satb1	Klc3	0.33054	rgb(219,185,186)
Smarca4	Klc3	1.0397	rgb(223,118,119)
Atf6	Klc4	-0.31689	rgb(183,196,223)
Bcl11b	Klc4	-0.3451	rgb(180,194,224)
Egr2	Klc4	-0.3334	rgb(181,195,223)
Hif1a	Klc4	0.31167	rgb(219,187,188)
Nfatc2	Klc4	-0.33937	rgb(180,195,223)
Zeb1	Klc4	0.56036	rgb(220,163,164)
Zfp36l2	Klc4	-0.35193	rgb(179,194,224)
Irf4	Klf10	0.32371	rgb(219,186,186)
Sp4	Klf10	-0.51649	rgb(161,183,227)
Stat3	Klf10	0.3128	rgb(219,187,187)
Lef1	Klf13	0.3132	rgb(219,187,187)
Sp4	Klf13	-0.3523	rgb(179,194,224)
Stat3	Klf13	0.35165	rgb(219,183,184)
Tsc22d3	Klf14	0.96034	rgb(222,125,126)
Fosl2	Klf16	-0.3482	rgb(179,194,224)
Lef1	Klf16	0.33173	rgb(219,185,186)
Tsc22d3	Klf16	-0.84756	rgb(125,161,233)
Batf	Klf2	-0.36282	rgb(178,193,224)
Egr2	Klf2	0.44721	rgb(219,174,175)
Etv6	Klf2	1.1282	rgb(223,109,110)
Irf8	Klf2	1.0157	rgb(223,120,121)
Pou2af1	Klf2	0.33316	rgb(219,185,186)
Smarca4	Klf2	0.71979	rgb(221,148,149)
Sp4	Klf2	-1.6765	rgb( 35,106,249)
Batf	Klf3	-0.35191	rgb(179,194,224)
Etv6	Klf3	0.72934	rgb(221,147,148)
Pou2af1	Klf3	0.42683	rgb(219,176,177)
Sp4	Klf3	-0.8247	rgb(128,163,233)
Stat3	Klf3	-0.35695	rgb(178,193,224)
Ikzf3	Klf4	0.31957	rgb(219,186,187)
Irf4	Klf4	0.34304	rgb(219,184,185)
Maf	Klf4	-0.35911	rgb(178,193,224)
Satb1	Klf4	0.31815	rgb(219,187,187)
Batf	Klf6	0.3573	rgb(219,183,183)
Fosl2	Klf6	-0.3562	rgb(178,193,224)
Irf4	Klf6	0.35905	rgb(219,183,183)
Maf	Klf6	-0.34044	rgb(180,195,223)
Stat3	Klf7	0.34118	rgb(219,184,185)
Tsc22d3	Klf8	0.59704	rgb(220,160,161)
Etv6	Klf9	-0.32961	rgb(181,195,223)
Ddit3	Klhdc1	0.35424	rgb(219,183,184)
Egr2	Klhdc1	0.32156	rgb(219,186,187)
Fosl2	Klhdc1	0.3223	rgb(219,186,187)
Hif1a	Klhdc1	0.33796	rgb(219,185,185)
Nfatc2	Klhdc1	0.34341	rgb(219,184,185)
Rorc	Klhdc1	-0.34712	rgb(179,194,224)
Satb1	Klhdc1	0.33574	rgb(219,185,185)
Zfp36l2	Klhdc1	0.34459	rgb(219,184,184)
Lef1	Klhdc10	0.31842	rgb(219,187,187)
Bcl11b	Klhdc2	-0.3562	rgb(178,193,224)
Tsc22d3	Klhdc2	-1.2427	rgb( 82,135,241)
Etv6	Klhdc3	-0.34875	rgb(179,194,224)
Fosl2	Klhdc4	-0.32538	rgb(182,196,223)
Maf	Klhdc4	0.36059	rgb(219,183,183)
Sp4	Klhdc4	0.26067	rgb(218,192,192)
Tsc22d3	Klhdc8b	0.68789	rgb(221,151,152)
Tsc22d3	Klhl11	-1.23	rgb( 84,136,240)
Atf6	Klhl12	0.33924	rgb(219,185,185)
Ikzf3	Klhl12	-0.3179	rgb(183,196,223)
Nfatc2	Klhl15	0.35248	rgb(219,183,184)
Bcl11b	Klhl17	0.33574	rgb(219,185,185)
Egr2	Klhl17	0.34723	rgb(219,184,184)
Hif1a	Klhl17	0.33673	rgb(219,185,185)
Lef1	Klhl17	0.3602	rgb(219,183,183)
Nfatc2	Klhl17	0.35857	rgb(219,183,183)
Prkrir	Klhl17	0.36151	rgb(219,182,183)
Satb1	Klhl17	0.35549	rgb(219,183,183)
Fosl2	Klhl2	-0.35791	rgb(178,193,224)
Ikzf3	Klhl2	-0.32933	rgb(181,195,223)
Hif1a	Klhl21	0.32484	rgb(219,186,186)
Lef1	Klhl21	0.33041	rgb(219,185,186)
Id2	Klhl22	0.35173	rgb(219,183,184)
Bcl11b	Klhl24	-0.32197	rgb(182,196,223)
Fosl2	Klhl24	0.33898	rgb(219,185,185)
Id2	Klhl24	0.35991	rgb(219,183,183)
Ikzf3	Klhl24	0.34212	rgb(219,184,185)
Rorc	Klhl24	-0.35208	rgb(179,194,224)
Stat3	Klhl24	0.35276	rgb(219,183,184)
Smarca4	Klhl25	0.48916	rgb(220,170,171)
Bcl11b	Klhl26	-0.33379	rgb(181,195,223)
Lef1	Klhl26	0.33943	rgb(219,185,185)
Maf	Klhl28	-0.32878	rgb(181,195,223)
Zeb1	Klhl34	1.1279	rgb(223,109,110)
Hif1a	Klhl36	0.33185	rgb(219,185,186)
Zfp36l2	Klhl36	-0.32622	rgb(182,195,223)
Atf6	Klhl6	0.34345	rgb(219,184,185)
Hif1a	Klhl6	0.33955	rgb(219,185,185)
Sp4	Klhl6	0.28323	rgb(219,190,190)
Stat3	Klhl6	0.36102	rgb(219,183,183)
Sp4	Klhl7	-0.64869	rgb(147,174,229)
Tsc22d3	Klhl7	1.1977	rgb(224,103,104)
Hif1a	Klhl9	0.31729	rgb(219,187,187)
Fosl2	Klk8	0.34473	rgb(219,184,184)
Ikzf3	Klk8	0.32475	rgb(219,186,186)
Irf8	Klk8	0.33608	rgb(219,185,185)
Irf8	Klrc1	0.84619	rgb(222,136,137)
Maf	Klrc1	-0.36171	rgb(178,193,224)
Sp4	Klrc1	-0.70611	rgb(140,170,230)
Egr2	Klrd1	0.58485	rgb(220,161,162)
Sp4	Klrd1	-0.60725	rgb(151,177,229)
Smarca4	Kpna1	0.24478	rgb(218,194,194)
Atf6	Kpna2	0.34711	rgb(219,184,184)
Fosl2	Kpna2	-0.35062	rgb(179,194,224)
Ikzf3	Kpna4	-0.33432	rgb(181,195,223)
Ikzf3	Kpnb1	-0.33141	rgb(181,195,223)
Atf6	Kras	0.34001	rgb(219,185,185)
Batf	Kras	-0.35091	rgb(179,194,224)
Fosl2	Kras	-0.34203	rgb(180,194,223)
Ikzf3	Kras	-0.32817	rgb(181,195,223)
Lef1	Krba1	0.35059	rgb(219,184,184)
Satb1	Krba1	0.35393	rgb(219,183,184)
Maf	Krcc1	-0.31702	rgb(183,196,223)
Rorc	Krcc1	-0.35176	rgb(179,194,224)
Sp4	Krcc1	-0.43211	rgb(170,188,225)
Hif1a	Kremen1	0.31876	rgb(219,187,187)
Stat3	Kremen1	0.31668	rgb(219,187,187)
Fosl2	Kremen2	0.35273	rgb(219,183,184)
Atf6	Krit1	0.33328	rgb(219,185,186)
Ikzf3	Krr1	-0.33183	rgb(181,195,223)
Etv6	Krt17	0.35332	rgb(219,183,184)
Fosl2	Krt17	-0.36236	rgb(178,193,224)
Maf	Krt17	-0.35479	rgb(179,194,224)
Smarca4	Krtap1-4	1.1162	rgb(223,110,112)
Smarca4	Krtap4-6	1.0216	rgb(223,119,120)
Irf4	Krtcap2	0.34069	rgb(219,184,185)
Tsc22d3	Krtcap2	0.34383	rgb(219,184,185)
Zeb1	Krtcap2	0.37255	rgb(219,181,182)
Id2	Krtcap3	0.33799	rgb(219,185,185)
Irf4	Ksr1	0.3216	rgb(219,186,187)
Lef1	Ksr1	0.3563	rgb(219,183,183)
Maf	Ksr1	-0.35856	rgb(178,193,224)
Stat3	Ksr1	0.33804	rgb(219,185,185)
Fosl2	Kti12	-0.34614	rgb(179,194,224)
Ikzf3	Kti12	-0.34493	rgb(180,194,224)
Id2	L1cam	0.35646	rgb(219,183,183)
Zeb1	L1cam	-0.61727	rgb(150,176,229)
Ikzf3	L2hgdh	-0.32308	rgb(182,196,223)
Fosl2	L3mbtl2	-0.33063	rgb(181,195,223)
Lef1	L3mbtl2	0.33371	rgb(219,185,185)
Lef1	L3mbtl3	0.32115	rgb(219,186,187)
Rorc	L3mbtl3	-0.34333	rgb(180,194,224)
Satb1	L3mbtl3	0.3324	rgb(219,185,186)
Smarca4	L7rn6	-0.44841	rgb(168,187,226)
Tsc22d3	L7rn6	0.79885	rgb(221,141,142)
Maf	Lactb	-0.35642	rgb(178,193,224)
Rorc	Lactb	-0.34517	rgb(180,194,224)
Maf	Lactb2	-0.31992	rgb(182,196,223)
Rorc	Lactb2	-0.33354	rgb(181,195,223)
Atf6	Lad1	-0.35348	rgb(179,194,224)
Bcl11b	Lad1	-0.36125	rgb(178,193,224)
Crem	Lad1	-0.34558	rgb(180,194,224)
Ddit3	Lad1	-0.36139	rgb(178,193,224)
Egr2	Lad1	-0.36131	rgb(178,193,224)
Irf4	Lad1	-0.36256	rgb(178,193,224)
Maf	Lad1	0.36204	rgb(219,182,183)
Nfatc2	Lad1	-0.35378	rgb(179,194,224)
Stat3	Lad1	-0.36246	rgb(178,193,224)
Tsc22d3	Lad1	1.1346	rgb(223,109,110)
Zfp36l2	Lad1	-0.35636	rgb(178,193,224)
Ikzf3	Lag3	0.34658	rgb(219,184,184)
Irf4	Lag3	0.36155	rgb(219,182,183)
Nfatc2	Lag3	0.35828	rgb(219,183,183)
Rorc	Lag3	-0.34949	rgb(179,194,224)
Stat3	Lag3	0.35296	rgb(219,183,184)
Zeb1	Lage3	-0.63527	rgb(148,175,229)
Atf6	Lamc1	-0.32916	rgb(181,195,223)
Batf	Lamc1	0.354	rgb(219,183,184)
Bcl11b	Lamc1	0.35987	rgb(219,183,183)
Crem	Lamc1	0.35923	rgb(219,183,183)
Egr2	Lamc1	0.3588	rgb(219,183,183)
Ikzf3	Lamc1	0.31137	rgb(219,187,188)
Irf4	Lamc1	0.36146	rgb(219,182,183)
Lef1	Lamc1	0.32704	rgb(219,186,186)
Nfe2l2	Lamc1	0.35181	rgb(219,183,184)
Rorc	Lamc1	0.35028	rgb(219,184,184)
Satb1	Lamc1	0.36072	rgb(219,183,183)
Stat3	Lamc1	0.36193	rgb(219,182,183)
Zfp36l2	Lamc1	0.36076	rgb(219,183,183)
Crem	Lamc2	-0.33604	rgb(181,195,223)
Ddit3	Lamc2	-0.35879	rgb(178,193,224)
Atf6	Lamp1	0.3459	rgb(219,184,184)
Batf	Lamp1	-0.35296	rgb(179,194,224)
Atf6	Lamp2	0.35405	rgb(219,183,184)
Batf	Lamp2	-0.35321	rgb(179,194,224)
Maf	Lamp2	-0.32546	rgb(182,196,223)
Atf6	Lancl2	0.34797	rgb(219,184,184)
Nfatc2	Lancl2	0.35026	rgb(219,184,184)
Sp4	Lancl2	0.37098	rgb(219,182,182)
Bcl11b	Laptm4a	-0.33296	rgb(181,195,223)
Egr2	Laptm4a	-0.3206	rgb(182,196,223)
Nfe2l2	Laptm4b	0.33965	rgb(219,185,185)
Rorc	Laptm4b	0.35827	rgb(219,183,183)
Hif1a	Laptm5	0.31048	rgb(219,187,188)
Pou2af1	Laptm5	0.20587	rgb(218,197,198)
Zeb1	Larp1b	-0.72447	rgb(138,169,231)
Egr2	Larp4	-0.26712	rgb(188,199,222)
Etv6	Larp4	-0.27821	rgb(187,199,222)
Smarca4	Larp4	-0.27934	rgb(187,199,222)
Zeb1	Larp4	-0.34422	rgb(180,194,224)
Batf	Larp7	-0.3312	rgb(181,195,223)
Ikzf3	Larp7	-0.34413	rgb(180,194,224)
Bcl11b	Lars	0.34967	rgb(219,184,184)
Irf4	Lars	0.32225	rgb(219,186,187)
Smarca4	Lars	-0.26371	rgb(188,200,222)
Batf	Lars2	0.36139	rgb(219,182,183)
Bcl11b	Lars2	-0.36201	rgb(178,193,224)
Crem	Lars2	-0.36265	rgb(178,193,224)
Ddit3	Lars2	-0.36289	rgb(178,193,224)
Egr2	Lars2	-0.35601	rgb(178,194,224)
Ikzf3	Lars2	-0.36052	rgb(178,193,224)
Nfatc2	Lars2	-0.36078	rgb(178,193,224)
Nfe2l2	Lars2	0.35549	rgb(219,183,183)
Prkrir	Lars2	0.36101	rgb(219,183,183)
Satb1	Lars2	0.35853	rgb(219,183,183)
Zfp36l2	Lars2	-0.35224	rgb(179,194,224)
Bcl11b	Las1l	0.32129	rgb(219,186,187)
Ikzf3	Las1l	-0.346	rgb(179,194,224)
Tsc22d3	Las1l	0.51243	rgb(220,168,169)
Lef1	Lasp1	0.35255	rgb(219,183,184)
Fosl2	Lat	-0.32597	rgb(182,195,223)
Ikzf3	Lat	-0.354	rgb(179,194,224)
Maf	Lat	-0.35468	rgb(179,194,224)
Tsc22d3	Lat	-0.44038	rgb(169,188,225)
Bcl11b	Lats2	-0.35928	rgb(178,193,224)
Ddit3	Lats2	-0.3462	rgb(179,194,224)
Egr2	Lats2	-0.35478	rgb(179,194,224)
Etv6	Lats2	-0.32101	rgb(182,196,223)
Zfp36l2	Lats2	-0.35733	rgb(178,193,224)
Atf6	Lax1	0.33503	rgb(219,185,185)
Batf	Lax1	-0.36046	rgb(178,193,224)
Egr2	Lax1	0.43349	rgb(219,176,176)
Ikzf3	Lax1	-0.32876	rgb(181,195,223)
Irf4	Lax1	-0.32644	rgb(182,195,223)
Sp4	Lax1	-0.5802	rgb(154,179,228)
Batf	Lbh	0.35454	rgb(219,183,183)
Fosl2	Lbh	0.35445	rgb(219,183,184)
Hif1a	Lbh	0.34485	rgb(219,184,184)
Tsc22d3	Lbh	-1.0858	rgb( 99,145,238)
Batf	Lbp	-0.35997	rgb(178,193,224)
Id2	Lbp	-0.35484	rgb(179,194,224)
Sp4	Lbp	0.60361	rgb(220,159,160)
Zeb1	Lbp	0.35641	rgb(219,183,183)
Batf	Lbr	-0.32527	rgb(182,196,223)
Bcl11b	Lbr	-0.33119	rgb(181,195,223)
Ikzf3	Lbr	-0.31914	rgb(182,196,223)
Irf8	Lbr	0.22096	rgb(218,196,196)
