Regulator	Target	Weight	stroke
Hif1a	Basp1	0.3592	rgb(219,183,183)
Id2	Basp1	0.34728	rgb(219,184,184)
Ikzf3	Basp1	0.34862	rgb(219,184,184)
Maf	Basp1	-0.34605	rgb(179,194,224)
Nfatc2	Basp1	-0.35384	rgb(179,194,224)
Satb1	Basp1	-0.36061	rgb(178,193,224)
Batf	Batf	0.36297	rgb(219,182,183)
Fosl2	Batf	-0.35667	rgb(178,193,224)
Ikzf3	Batf	-0.33523	rgb(181,195,223)
Maf	Batf	-0.32227	rgb(182,196,223)
Stat3	Batf	0.35816	rgb(219,183,183)
Crem	Batf3	0.35532	rgb(219,183,183)
Fosl2	Batf3	-0.35769	rgb(178,193,224)
Maf	Batf3	-0.35336	rgb(179,194,224)
Rorc	Batf3	-0.35972	rgb(178,193,224)
Satb1	Batf3	0.35259	rgb(219,183,184)
Stat3	Batf3	-0.31987	rgb(182,196,223)
Zeb1	Batf3	1.0206	rgb(223,120,121)
Zfp36l2	Batf3	0.35061	rgb(219,184,184)
Atf6	Bax	0.34958	rgb(219,184,184)
Bcl11b	Bax	-0.36075	rgb(178,193,224)
Ddit3	Bax	-0.35724	rgb(178,193,224)
Egr2	Bax	-0.35778	rgb(178,193,224)
Etv6	Bax	-0.33861	rgb(180,195,223)
Id2	Bax	0.34794	rgb(219,184,184)
Ikzf3	Bax	-0.32676	rgb(182,195,223)
Zfp36l2	Bax	-0.35744	rgb(178,193,224)
Fosl2	Baz1a	-0.35144	rgb(179,194,224)
Ikzf3	Baz1a	-0.35051	rgb(179,194,224)
Irf8	Baz1a	-0.21073	rgb(194,203,221)
Maf	Baz1a	-0.32818	rgb(181,195,223)
Smarca4	Baz1a	-0.26307	rgb(188,200,222)
Zeb1	Baz1a	-0.26225	rgb(189,200,222)
Irf4	Baz2a	0.31679	rgb(219,187,187)
Bcl11b	Bbc3	-0.35882	rgb(178,193,224)
Ddit3	Bbc3	-0.3419	rgb(180,194,223)
Egr2	Bbc3	-0.34453	rgb(180,194,224)
Zfp36l2	Bbc3	-0.35018	rgb(179,194,224)
Sp4	Bbs1	0.68055	rgb(221,152,153)
Id2	Bbs5	-0.32094	rgb(182,196,223)
Satb1	Bbs5	0.33918	rgb(219,185,185)
Bcl11b	Bbs9	-0.32339	rgb(182,196,223)
Id2	Bbs9	0.33286	rgb(219,185,186)
Ikzf3	Bc003965	-0.31918	rgb(182,196,223)
Irf8	Bc005537	0.21272	rgb(218,197,197)
Lef1	Bc017158	0.34898	rgb(219,184,184)
Prkrir	Bc017158	0.35162	rgb(219,183,184)
Satb1	Bc017158	0.32231	rgb(219,186,187)
Egr2	Bc017643	0.19405	rgb(218,198,199)
Hif1a	Bc017643	0.34039	rgb(219,184,185)
Batf	Bc021614	0.33837	rgb(219,185,185)
Egr2	Bc021614	0.46423	rgb(220,173,173)
Fosl2	Bc021614	0.3489	rgb(219,184,184)
Id2	Bc021614	0.35175	rgb(219,183,184)
Smarca4	Bc021614	0.51155	rgb(220,168,169)
Stat3	Bc021614	0.3596	rgb(219,183,183)
Tsc22d3	Bc021614	-1.1783	rgb( 89,139,239)
Tsc22d3	Bc023829	-0.88144	rgb(121,159,234)
Ikzf4	Bc024978	-0.54627	rgb(158,181,227)
Satb1	Bc026585	-0.32347	rgb(182,196,223)
Etv6	Bc029214	-0.33606	rgb(181,195,223)
Id2	Bc029214	0.32627	rgb(219,186,186)
Nfatc2	Bc029214	0.31694	rgb(219,187,187)
Irf4	Bc029722	0.3282	rgb(219,186,186)
Hif1a	Bc030867	0.33148	rgb(219,185,186)
Stat3	Bc030867	0.34169	rgb(219,184,185)
Tsc22d3	Bc030867	-0.7469	rgb(136,168,231)
Atf6	Bc031181	0.33308	rgb(219,185,186)
Ikzf4	Bc031181	0.24349	rgb(218,194,194)
Etv6	Bc037034	-0.33835	rgb(180,195,223)
Lef1	Bc037034	0.32865	rgb(219,186,186)
Tsc22d3	Bc037034	-1.1494	rgb( 92,141,239)
Hif1a	Bc048507	0.3101	rgb(219,187,188)
Tsc22d3	Bc049715	0.88774	rgb(222,132,133)
Irf4	Bc052040	0.33394	rgb(219,185,185)
Bcl11b	Bc055324	0.35794	rgb(219,183,183)
Egr2	Bc055324	0.34848	rgb(219,184,184)
Lef1	Bc055324	0.3607	rgb(219,183,183)
Nfe2l2	Bc055324	0.34939	rgb(219,184,184)
Prkrir	Bc055324	0.3577	rgb(219,183,183)
Satb1	Bc055324	0.35615	rgb(219,183,183)
Tsc22d3	Bc061212	0.87981	rgb(222,133,134)
Rorc	Bcam	-0.32716	rgb(182,195,223)
Atf6	Bcap29	0.35154	rgb(219,183,184)
Batf	Bcap29	-0.33146	rgb(181,195,223)
Ikzf3	Bcap29	-0.34484	rgb(180,194,224)
Irf4	Bcap29	-0.33935	rgb(180,195,223)
Batf	Bcap31	-0.31626	rgb(183,196,223)
Ikzf4	Bcap31	0.2267	rgb(218,195,196)
Tsc22d3	Bcap31	0.64528	rgb(221,155,156)
Zeb1	Bcap31	-0.32157	rgb(182,196,223)
Batf	Bcar1	0.35064	rgb(219,184,184)
Egr2	Bcar1	0.33388	rgb(219,185,185)
Hif1a	Bcar1	0.36271	rgb(219,182,183)
Id2	Bcar1	0.34912	rgb(219,184,184)
Ikzf3	Bcar1	0.34017	rgb(219,185,185)
Irf4	Bcar1	0.34872	rgb(219,184,184)
Prkrir	Bcar1	0.30857	rgb(219,188,188)
Stat3	Bcar1	0.361	rgb(219,183,183)
Zfp36l2	Bcar1	0.34031	rgb(219,185,185)
Tsc22d3	Bcas1	0.68146	rgb(221,152,153)
Atf6	Bcas2	0.34663	rgb(219,184,184)
Egr2	Bcas2	-0.3288	rgb(181,195,223)
Bcl11b	Bcas3	-0.35533	rgb(178,194,224)
Crem	Bcas3	-0.32756	rgb(181,195,223)
Ddit3	Bcas3	-0.33356	rgb(181,195,223)
Egr2	Bcas3	-0.33662	rgb(180,195,223)
Zfp36l2	Bcas3	-0.3544	rgb(179,194,224)
Egr2	Bcat1	-0.5784	rgb(154,179,228)
Etv6	Bcat1	-0.54804	rgb(158,181,227)
Fosl2	Bcat1	-0.35594	rgb(178,194,224)
Ikzf3	Bcat1	-0.35719	rgb(178,193,224)
Irf8	Bcat1	-0.56535	rgb(156,180,228)
Maf	Bcat1	-0.34011	rgb(180,195,223)
Pou2af1	Bcat1	-0.69245	rgb(142,171,230)
Tsc22d3	Bcat1	0.51206	rgb(220,168,169)
Hif1a	Bcat2	0.32044	rgb(219,186,187)
Tsc22d3	Bcat2	-0.99689	rgb(109,151,236)
Zeb1	Bccip	0.27961	rgb(219,190,191)
Smarca4	Bckdha	0.4946	rgb(220,170,170)
Id2	Bckdhb	0.33401	rgb(219,185,185)
Zfp36l2	Bckdhb	-0.33591	rgb(181,195,223)
Bcl11b	Bckdk	0.33994	rgb(219,185,185)
Crem	Bckdk	0.35771	rgb(219,183,183)
Egr2	Bckdk	0.35616	rgb(219,183,183)
Lef1	Bckdk	0.33802	rgb(219,185,185)
Nfatc2	Bckdk	0.34792	rgb(219,184,184)
Satb1	Bckdk	0.35123	rgb(219,183,184)
Zfp36l2	Bckdk	0.35543	rgb(219,183,183)
Zeb1	Bcl10	-0.55397	rgb(157,180,228)
Bcl11b	Bcl11b	0.34311	rgb(219,184,185)
Lef1	Bcl11b	0.34133	rgb(219,184,185)
Batf	Bcl2	0.34604	rgb(219,184,184)
Etv6	Bcl2	0.47721	rgb(220,171,172)
Fosl2	Bcl2	0.36114	rgb(219,183,183)
Hif1a	Bcl2	0.34732	rgb(219,184,184)
Ikzf3	Bcl2	0.35269	rgb(219,183,184)
Irf8	Bcl2	0.4801	rgb(220,171,172)
Pou2af1	Bcl2	0.29457	rgb(219,189,189)
Rorc	Bcl2	-0.35445	rgb(179,194,224)
Sp4	Bcl2	-0.76789	rgb(134,166,232)
Stat3	Bcl2	0.33433	rgb(219,185,185)
Batf	Bcl2a1a	0.36214	rgb(219,182,183)
Crem	Bcl2a1a	-0.33996	rgb(180,195,223)
Ddit3	Bcl2a1a	-0.35381	rgb(179,194,224)
Etv6	Bcl2a1a	-0.33159	rgb(181,195,223)
Fosl2	Bcl2a1a	-0.35973	rgb(178,193,224)
Ikzf3	Bcl2a1a	-0.3391	rgb(180,195,223)
Maf	Bcl2a1a	-0.36019	rgb(178,193,224)
Satb1	Bcl2a1a	-0.32534	rgb(182,196,223)
Batf	Bcl2a1b	0.36223	rgb(219,182,183)
Bcl11b	Bcl2a1b	-0.35002	rgb(179,194,224)
Crem	Bcl2a1b	-0.33721	rgb(180,195,223)
Ddit3	Bcl2a1b	-0.35972	rgb(178,193,224)
Egr2	Bcl2a1b	-0.3529	rgb(179,194,224)
Fosl2	Bcl2a1b	-0.35231	rgb(179,194,224)
Ikzf3	Bcl2a1b	-0.33188	rgb(181,195,223)
Ikzf4	Bcl2a1b	0.46976	rgb(220,172,173)
Irf4	Bcl2a1b	-0.34648	rgb(179,194,224)
Maf	Bcl2a1b	-0.36113	rgb(178,193,224)
Prkrir	Bcl2a1b	-0.35563	rgb(178,194,224)
Satb1	Bcl2a1b	-0.31798	rgb(182,196,223)
Tsc22d3	Bcl2a1b	0.83417	rgb(222,137,138)
Batf	Bcl2a1c	0.34218	rgb(219,184,185)
Id2	Bcl2a1c	0.31129	rgb(219,187,188)
Ikzf3	Bcl2a1c	-0.33057	rgb(181,195,223)
Maf	Bcl2a1c	-0.32727	rgb(181,195,223)
Batf	Bcl2a1d	0.36256	rgb(219,182,183)
Bcl11b	Bcl2a1d	-0.34341	rgb(180,194,224)
Crem	Bcl2a1d	-0.35671	rgb(178,193,224)
Ddit3	Bcl2a1d	-0.36068	rgb(178,193,224)
Egr2	Bcl2a1d	-0.53158	rgb(159,182,227)
Fosl2	Bcl2a1d	-0.36084	rgb(178,193,224)
Id2	Bcl2a1d	-0.34069	rgb(180,195,223)
Ikzf3	Bcl2a1d	-0.34895	rgb(179,194,224)
Irf4	Bcl2a1d	-0.3392	rgb(180,195,223)
Maf	Bcl2a1d	-0.36062	rgb(178,193,224)
Rorc	Bcl2a1d	0.33798	rgb(219,185,185)
Satb1	Bcl2a1d	-0.35461	rgb(179,194,224)
Sp4	Bcl2a1d	-0.99809	rgb(109,151,236)
Egr2	Bcl2l1	-0.50699	rgb(162,184,227)
Etv6	Bcl2l1	-0.41808	rgb(172,189,225)
Fosl2	Bcl2l1	-0.35598	rgb(178,194,224)
Ikzf3	Bcl2l1	-0.33545	rgb(181,195,223)
Irf8	Bcl2l1	-0.40694	rgb(173,190,225)
Maf	Bcl2l1	-0.34559	rgb(180,194,224)
Pou2af1	Bcl2l1	-0.52063	rgb(161,183,227)
Rorc	Bcl2l1	0.3522	rgb(219,183,184)
Zeb1	Bcl2l1	-0.41506	rgb(172,190,225)
Atf6	Bcl2l11	0.33938	rgb(219,185,185)
Batf	Bcl2l11	-0.35768	rgb(178,193,224)
Crem	Bcl2l11	0.35606	rgb(219,183,183)
Fosl2	Bcl2l11	0.36109	rgb(219,183,183)
Hif1a	Bcl2l11	0.34608	rgb(219,184,184)
Id2	Bcl2l11	0.36078	rgb(219,183,183)
Ikzf3	Bcl2l11	0.35329	rgb(219,183,184)
Irf4	Bcl2l11	-0.36071	rgb(178,193,224)
Nfatc2	Bcl2l11	0.35753	rgb(219,183,183)
Prkrir	Bcl2l11	0.35861	rgb(219,183,183)
Rorc	Bcl2l11	-0.36208	rgb(178,193,224)
Satb1	Bcl2l11	0.36197	rgb(219,182,183)
Lef1	Bcl2l13	0.34301	rgb(219,184,185)
Irf4	Bcl2l2	0.35381	rgb(219,183,184)
Lef1	Bcl2l2	0.34797	rgb(219,184,184)
Hif1a	Bcl3	0.31247	rgb(219,187,187)
Irf4	Bcl3	0.35419	rgb(219,183,184)
Lef1	Bcl3	0.31172	rgb(219,187,188)
Rorc	Bcl3	-0.35108	rgb(179,194,224)
Stat3	Bcl3	0.36085	rgb(219,183,183)
Atf6	Bcl6	-0.32573	rgb(182,196,223)
Batf	Bcl6	0.35004	rgb(219,184,184)
Fosl2	Bcl6	-0.36012	rgb(178,193,224)
Ikzf3	Bcl6	-0.34809	rgb(179,194,224)
Rorc	Bcl6	0.35537	rgb(219,183,183)
Stat3	Bcl6	0.34827	rgb(219,184,184)
Bcl11b	Bcl7a	0.35691	rgb(219,183,183)
Egr2	Bcl7a	0.33232	rgb(219,185,186)
Lef1	Bcl7a	0.35796	rgb(219,183,183)
Prkrir	Bcl7a	0.3587	rgb(219,183,183)
Satb1	Bcl7a	0.35429	rgb(219,183,184)
Zfp36l2	Bcl7a	0.35228	rgb(219,183,184)
Lef1	Bcl7c	0.30972	rgb(219,187,188)
Bcl11b	Bcl9	0.32523	rgb(219,186,186)
Crem	Bcl9	0.35164	rgb(219,183,184)
Egr2	Bcl9	0.3306	rgb(219,185,186)
Hif1a	Bcl9	0.31808	rgb(219,187,187)
Lef1	Bcl9	0.34443	rgb(219,184,184)
Satb1	Bcl9	0.34741	rgb(219,184,184)
Zfp36l2	Bcl9	0.34242	rgb(219,184,185)
Etv6	Bcl9l	-0.34946	rgb(179,194,224)
Lef1	Bcl9l	0.35797	rgb(219,183,183)
Pou2af1	Bcl9l	0.23383	rgb(218,195,195)
Satb1	Bcl9l	0.34781	rgb(219,184,184)
Ikzf3	Bclaf1	-0.33775	rgb(180,195,223)
Bcl11b	Bcorl1	0.31506	rgb(219,187,187)
Crem	Bcorl1	0.35269	rgb(219,183,184)
Egr2	Bcorl1	0.34663	rgb(219,184,184)
Hif1a	Bcorl1	0.31714	rgb(219,187,187)
Irf4	Bcorl1	0.35619	rgb(219,183,183)
Satb1	Bcorl1	0.35474	rgb(219,183,183)
Bcl11b	Bcr	0.31403	rgb(219,187,187)
Id2	Bcr	-0.3458	rgb(179,194,224)
Lef1	Bcr	0.34573	rgb(219,184,184)
Stat3	Bcr	0.31721	rgb(219,187,187)
Crem	Bcs1l	0.33408	rgb(219,185,185)
Lef1	Bcs1l	0.34706	rgb(219,184,184)
Nfatc2	Bcs1l	0.35433	rgb(219,183,184)
Nfe2l2	Bcs1l	0.34117	rgb(219,184,185)
Prkrir	Bcs1l	0.35748	rgb(219,183,183)
Satb1	Bcs1l	0.33059	rgb(219,185,186)
Smarca4	Bcs1l	0.52716	rgb(220,167,167)
Maf	Bdh1	-0.34344	rgb(180,194,224)
Smarca4	Bdh1	-0.63991	rgb(148,175,229)
Fosl2	Bdh2	-0.35072	rgb(179,194,224)
Hif1a	Bdh2	0.31924	rgb(219,187,187)
Ikzf3	Bdh2	-0.34497	rgb(180,194,224)
Irf4	Bdh2	-0.35951	rgb(178,193,224)
Stat3	Bdh2	0.35879	rgb(219,183,183)
Zeb1	Bdh2	1.0223	rgb(223,119,120)
Zfp36l2	Bdh2	0.32703	rgb(219,186,186)
Fosl2	Bdp1	-0.33119	rgb(181,195,223)
Tsc22d3	Becn1	-0.47058	rgb(166,186,226)
Batf	Bend3	-0.35296	rgb(179,194,224)
Fosl2	Bend3	-0.34682	rgb(179,194,224)
Ikzf3	Bend3	-0.3487	rgb(179,194,224)
Irf4	Bend3	-0.336	rgb(181,195,223)
Smarca4	Bend3	-0.7538	rgb(135,167,231)
Batf	Bend4	0.36266	rgb(219,182,183)
Fosl2	Bend4	0.36007	rgb(219,183,183)
Ikzf3	Bend4	0.36038	rgb(219,183,183)
Maf	Bend4	-0.34093	rgb(180,194,223)
Rorc	Bend4	-0.36109	rgb(178,193,224)
Satb1	Bend4	-0.32408	rgb(182,196,223)
Stat3	Bend4	0.36198	rgb(219,182,183)
Batf	Bend5	0.35948	rgb(219,183,183)
Bcl11b	Bend5	0.34778	rgb(219,184,184)
Egr2	Bend5	0.34734	rgb(219,184,184)
Fosl2	Bend5	0.35675	rgb(219,183,183)
Hif1a	Bend5	0.36196	rgb(219,182,183)
Id2	Bend5	0.34314	rgb(219,184,185)
Ikzf3	Bend5	0.35645	rgb(219,183,183)
Irf4	Bend5	0.33981	rgb(219,185,185)
Nfe2l2	Bend5	-0.32331	rgb(182,196,223)
Zfp36l2	Bend5	0.35322	rgb(219,183,184)
Irf8	Bet1	1.0711	rgb(223,115,116)
Smarca4	Bet1	0.93241	rgb(222,128,129)
Tsc22d3	Bet1	-0.83921	rgb(126,162,233)
Etv6	Bet1l	0.63563	rgb(220,156,157)
Zeb1	Bet1l	0.58406	rgb(220,161,162)
Smarca4	Bgn	0.97121	rgb(222,124,125)
Atf6	Bhlhb9	0.34586	rgb(219,184,184)
Bcl11b	Bhlhb9	0.34797	rgb(219,184,184)
Egr2	Bhlhb9	0.33678	rgb(219,185,185)
Nfatc2	Bhlhb9	0.354	rgb(219,183,184)
Prkrir	Bhlhb9	0.35083	rgb(219,183,184)
Satb1	Bhlhb9	0.34853	rgb(219,184,184)
Batf	Bhlhe40	0.34556	rgb(219,184,184)
Egr2	Bhlhe40	-0.27237	rgb(187,199,222)
Irf4	Bhlhe40	0.36002	rgb(219,183,183)
Maf	Bhlhe40	-0.34986	rgb(179,194,224)
Stat3	Bhlhe40	0.35508	rgb(219,183,183)
Zeb1	Bhlhe40	-0.71076	rgb(140,170,231)
Lef1	Bicd2	0.32836	rgb(219,186,186)
Tsc22d3	Bid	-0.8955	rgb(120,158,234)
Zeb1	Bid	0.63904	rgb(221,156,157)
Crem	Bik	0.32446	rgb(219,186,186)
Egr2	Bik	0.3388	rgb(219,185,185)
Rorc	Bik	0.31067	rgb(219,187,188)
Stat3	Bik	0.31728	rgb(219,187,187)
Egr2	Bin1	0.42635	rgb(219,176,177)
Maf	Bin1	-0.32306	rgb(182,196,223)
Pou2af1	Bin1	0.20857	rgb(218,197,197)
Sp4	Bin1	-0.60635	rgb(151,177,229)
Tsc22d3	Bin3	-1.0106	rgb(107,150,236)
Bcl11b	Birc2	-0.3621	rgb(178,193,224)
Crem	Birc2	-0.35051	rgb(179,194,224)
Ddit3	Birc2	-0.34963	rgb(179,194,224)
Egr2	Birc2	-0.35733	rgb(178,193,224)
Id2	Birc2	0.35722	rgb(219,183,183)
Maf	Birc2	-0.35227	rgb(179,194,224)
Satb1	Birc2	-0.34956	rgb(179,194,224)
Tsc22d3	Birc2	-1.084	rgb( 99,145,238)
Zfp36l2	Birc2	-0.35908	rgb(178,193,224)
Tsc22d3	Birc3	-0.72534	rgb(138,169,231)
Atf6	Birc5	0.33518	rgb(219,185,185)
Egr2	Birc5	0.14012	rgb(218,204,204)
Ikzf3	Birc5	-0.31709	rgb(183,196,223)
Smarca4	Birc5	-0.39311	rgb(174,191,224)
Tsc22d3	Birc5	-0.91337	rgb(118,157,234)
Irf4	Bivm	0.33157	rgb(219,185,186)
Irf8	Blcap	-0.41111	rgb(172,190,225)
Batf	Blmh	-0.32721	rgb(181,195,223)
Bcl11b	Blmh	0.32989	rgb(219,185,186)
Tsc22d3	Blnk	0.68104	rgb(221,152,153)
Atf6	Bloc1s1	0.32364	rgb(219,186,186)
Bcl11b	Bloc1s1	-0.34143	rgb(180,194,223)
Etv6	Bloc1s1	0.35685	rgb(219,183,183)
Ikzf3	Bloc1s2	-0.34944	rgb(179,194,224)
Irf8	Bloc1s2	0.34195	rgb(219,184,185)
Crem	Bloc1s3	0.32291	rgb(219,186,186)
Hif1a	Bloc1s3	0.34497	rgb(219,184,184)
Id2	Bloc1s3	0.33966	rgb(219,185,185)
Lef1	Bloc1s3	0.33056	rgb(219,185,186)
Sp4	Bloc1s3	-0.65154	rgb(146,174,229)
Sp4	Blvra	0.36485	rgb(219,182,183)
Tsc22d3	Blvra	-1.1878	rgb( 88,139,240)
Fosl2	Blvrb	0.31408	rgb(219,187,187)
Ikzf4	Blvrb	-0.7088	rgb(140,170,230)
Irf8	Blvrb	0.85836	rgb(222,135,136)
Atf6	Blzf1	0.32282	rgb(219,186,186)
Nfe2l2	Blzf1	0.35164	rgb(219,183,184)
Ikzf3	Bmi1	-0.3186	rgb(182,196,223)
Maf	Bmi1	-0.32339	rgb(182,196,223)
Satb1	Bmi1	0.35833	rgb(219,183,183)
Batf	Bmp2k	0.35517	rgb(219,183,183)
Stat3	Bmp2k	0.32997	rgb(219,185,186)
Bcl11b	Bmpr1a	0.3519	rgb(219,183,184)
Crem	Bmpr1a	0.35393	rgb(219,183,184)
Egr2	Bmpr1a	0.35191	rgb(219,183,184)
Hif1a	Bmpr1a	0.35735	rgb(219,183,183)
Irf4	Bmpr1a	0.35839	rgb(219,183,183)
Satb1	Bmpr1a	0.35848	rgb(219,183,183)
Stat3	Bmpr1a	0.35752	rgb(219,183,183)
Tsc22d3	Bmpr1a	0.73054	rgb(221,147,148)
Zfp36l2	Bmpr1a	0.35637	rgb(219,183,183)
Smarca4	Bmpr2	-0.36892	rgb(177,193,224)
Ikzf3	Bms1	-0.33082	rgb(181,195,223)
Irf4	Bmyc	-0.35217	rgb(179,194,224)
Zeb1	Bmyc	-0.9005	rgb(119,158,234)
Bcl11b	Bnip2	-0.3485	rgb(179,194,224)
Zeb1	Bnip2	-0.35517	rgb(178,194,224)
Bcl11b	Bnip3	0.35529	rgb(219,183,183)
Egr2	Bnip3	0.3384	rgb(219,185,185)
Etv6	Bnip3	0.35	rgb(219,184,184)
Fosl2	Bnip3	0.35511	rgb(219,183,183)
Hif1a	Bnip3	0.36296	rgb(219,182,183)
Id2	Bnip3	0.3611	rgb(219,183,183)
Ikzf3	Bnip3	0.35761	rgb(219,183,183)
Irf4	Bnip3	0.34984	rgb(219,184,184)
Maf	Bnip3	-0.3266	rgb(182,195,223)
Rorc	Bnip3	-0.35941	rgb(178,193,224)
Satb1	Bnip3	0.36216	rgb(219,182,183)
Smarca4	Bnip3	0.78496	rgb(221,142,143)
Stat3	Bnip3	0.36114	rgb(219,183,183)
Tsc22d3	Bnip3	0.67648	rgb(221,152,153)
Zfp36l2	Bnip3	0.36116	rgb(219,183,183)
Atf6	Bnip3l	0.35361	rgb(219,183,184)
Batf	Bnip3l	0.33584	rgb(219,185,185)
Fosl2	Bnip3l	0.33289	rgb(219,185,186)
Hif1a	Bnip3l	0.36257	rgb(219,182,183)
Id2	Bnip3l	0.35793	rgb(219,183,183)
Ikzf3	Bnip3l	0.35437	rgb(219,183,184)
Irf4	Bnip3l	0.34518	rgb(219,184,184)
Maf	Bnip3l	-0.33369	rgb(181,195,223)
Nfatc2	Bnip3l	0.35414	rgb(219,183,184)
Rorc	Bnip3l	-0.34857	rgb(179,194,224)
Stat3	Bnip3l	0.35671	rgb(219,183,183)
Atf6	Bola1	0.35258	rgb(219,183,184)
Egr2	Bola1	0.39244	rgb(219,180,180)
Nfatc2	Bola1	0.31366	rgb(219,187,187)
Prkrir	Bola1	0.32215	rgb(219,186,187)
Atf6	Bola2	0.33474	rgb(219,185,185)
Ddit3	Bola2	-0.33202	rgb(181,195,223)
Egr2	Bola2	-0.57645	rgb(154,179,228)
Etv6	Bola2	0.27789	rgb(219,190,191)
Irf8	Bola2	0.28544	rgb(219,190,190)
Smarca4	Bola2	0.40664	rgb(219,178,179)
Zeb1	Bola2	0.4198	rgb(219,177,177)
Irf8	Bola3	0.35407	rgb(219,183,184)
Sp4	Bola3	0.32819	rgb(219,186,186)
Zeb1	Bola3	0.37513	rgb(219,181,182)
Fosl2	Bop1	-0.35689	rgb(178,193,224)
Ikzf3	Bop1	-0.35256	rgb(179,194,224)
Irf8	Bop1	-0.24189	rgb(191,201,222)
Sp4	Bop1	0.27349	rgb(219,191,191)
Irf8	Bpgm	0.43297	rgb(219,176,176)
Ddit3	Bphl	0.32268	rgb(219,186,187)
Fosl2	Bphl	0.31473	rgb(219,187,187)
Nfatc2	Bphl	0.33354	rgb(219,185,185)
Bcl11b	Bpnt1	-0.35878	rgb(178,193,224)
Ddit3	Bpnt1	-0.33646	rgb(180,195,223)
Zfp36l2	Bpnt1	-0.31697	rgb(183,196,223)
Tsc22d3	Braf	0.90039	rgb(222,131,132)
Atf6	Brcc3	0.3362	rgb(219,185,185)
Maf	Brcc3	-0.32295	rgb(182,196,223)
Tsc22d3	Brcc3	-1.2144	rgb( 85,137,240)
Egr2	Brd4	-0.25344	rgb(190,200,222)
Sp4	Brd7	0.22363	rgb(218,196,196)
Ikzf4	Bre	-0.29031	rgb(186,198,223)
Atf6	Brf2	0.33607	rgb(219,185,185)
Nfatc2	Brf2	0.31998	rgb(219,186,187)
Zeb1	Brf2	0.688	rgb(221,151,152)
Atf6	Bri3	0.35481	rgb(219,183,183)
Crem	Bri3	0.34312	rgb(219,184,185)
Irf8	Bri3	-1.0537	rgb(103,147,237)
Nfatc2	Bri3	0.32233	rgb(219,186,187)
Satb1	Bri3	0.33732	rgb(219,185,185)
Atf6	Bri3bp	0.34372	rgb(219,184,185)
Bcl11b	Brip1	-0.32369	rgb(182,196,223)
Atf6	Brix1	0.34411	rgb(219,184,184)
Fosl2	Brix1	-0.32933	rgb(181,195,223)
Ikzf3	Brix1	-0.33047	rgb(181,195,223)
Fosl2	Brms1	-0.31963	rgb(182,196,223)
Ikzf3	Brms1	-0.34247	rgb(180,194,224)
Atf6	Brms1l	0.32769	rgb(219,186,186)
Nfatc2	Brms1l	0.34344	rgb(219,184,185)
Lef1	Brpf1	0.31767	rgb(219,187,187)
Zfp36l2	Brpf1	-0.33774	rgb(180,195,223)
Lef1	Brpf3	0.35427	rgb(219,183,184)
Prkrir	Brpf3	0.33837	rgb(219,185,185)
Zfp36l2	Brpf3	-0.3371	rgb(180,195,223)
Bcl11b	Brwd1	-0.34561	rgb(180,194,224)
Egr2	Brwd1	-0.31756	rgb(183,196,223)
Zfp36l2	Brwd1	-0.34589	rgb(179,194,224)
Hif1a	Bsg	0.36171	rgb(219,182,183)
Stat3	Bsg	0.34366	rgb(219,184,185)
Bcl11b	Bspry	-0.33877	rgb(180,195,223)
Ddit3	Bspry	-0.34981	rgb(179,194,224)
Etv6	Bspry	-0.31616	rgb(183,196,223)
Hif1a	Bspry	0.34443	rgb(219,184,184)
Irf4	Bspry	-0.33079	rgb(181,195,223)
Nfe2l2	Bspry	0.3272	rgb(219,186,186)
Atf6	Bst2	0.33792	rgb(219,185,185)
Bcl11b	Bst2	-0.35286	rgb(179,194,224)
Etv6	Bst2	-0.22732	rgb(192,202,221)
Ikzf4	Bst2	0.23109	rgb(218,195,195)
Smarca4	Bst2	-0.47285	rgb(166,186,226)
Sp4	Bst2	0.32767	rgb(219,186,186)
Stat3	Bst2	-0.35726	rgb(178,193,224)
Ikzf3	Btbd11	-0.34646	rgb(179,194,224)
Lef1	Btbd11	0.35653	rgb(219,183,183)
Rorc	Btbd11	0.35792	rgb(219,183,183)
Satb1	Btbd11	0.34901	rgb(219,184,184)
Bcl11b	Btbd19	0.3254	rgb(219,186,186)
Fosl2	Btbd19	-0.31963	rgb(182,196,223)
Ikzf3	Btbd19	-0.35286	rgb(179,194,224)
Irf4	Btbd19	0.32772	rgb(219,186,186)
Rorc	Btbd19	0.32698	rgb(219,186,186)
Tsc22d3	Btbd19	0.93313	rgb(222,128,129)
Etv6	Btbd2	0.86872	rgb(222,134,135)
Fosl2	Btbd2	0.34979	rgb(219,184,184)
Irf8	Btbd2	0.89181	rgb(222,132,133)
Lef1	Btbd2	0.357	rgb(219,183,183)
Nfatc2	Btbd2	0.35458	rgb(219,183,183)
Smarca4	Btbd2	1.0032	rgb(223,121,122)
Tsc22d3	Btbd2	-0.86491	rgb(123,160,233)
Lef1	Btbd6	0.33901	rgb(219,185,185)
Atf6	Btf3	0.34481	rgb(219,184,184)
Egr2	Btf3	-0.18806	rgb(197,205,221)
Atf6	Btf3l4	0.31027	rgb(219,187,188)
Atf6	Btg1	0.34943	rgb(219,184,184)
Ddit3	Btg1	-0.35481	rgb(179,194,224)
Etv6	Btg1	0.23558	rgb(218,195,195)
Fosl2	Btg1	0.34362	rgb(219,184,185)
