TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Hif1a	Ero1l	0.99998	1	0.548	rgb(223,112,113)	2	None
Gata3	Itgb3	0.99782	0.99	0.444	rgb(222,132,133)	1.98	None
Hif1a	Arrb1	0.99782	0.99	0.244	rgb(220,170,171)	1.98	None
Hif1a	Atp7b	0.99782	0.99	0.244	rgb(220,170,171)	1.98	2,2
Hif1a	Bcar1	0.99782	0.99	0.36	rgb(221,148,149)	1.98	2,2
Hif1a	Bnip3	0.99782	0.99	0.483	rgb(222,125,126)	1.98	None
Hif1a	Egln1	0.99782	0.99	0.503	rgb(223,121,122)	1.98	None
Hif1a	Gys1	0.99782	0.99	0.035	rgb(217,210,210)	1.98	2,2
Hif1a	H2-Ab1	0.99782	0.99	0.297	rgb(220,160,161)	1.98	2,2
Hif1a	Hk1	0.99782	0.99	0.15	rgb(219,188,189)	1.98	None
Hif1a	Mboat2	0.99782	0.99	0.227	rgb(219,174,174)	1.98	2,2
Hif1a	P4ha2	0.99782	0.99	0.178	rgb(219,183,183)	1.98	None
Hif1a	P4hb	0.99782	0.99	0.428	rgb(222,135,136)	1.98	2,2
Hif1a	Pfkp	0.99782	0.99	0.218	rgb(219,175,176)	1.98	2,2
Hif1a	Pgm2	0.99782	0.99	0.259	rgb(220,168,168)	1.98	None
Hif1a	Ppme1	0.99782	0.99	0.362	rgb(221,148,149)	1.98	None
Hif1a	Slc2a1	0.99782	0.99	0.369	rgb(221,147,147)	1.98	2,2
Hif1a	Slc2a3	0.99782	0.99	0.447	rgb(222,132,133)	1.98	2,2
Hif1a	Smtnl2	0.99782	0.99	0.342	rgb(221,152,152)	1.98	2,2
Rorc	Il1r1	0.99782	0.99	0.345	rgb(221,151,152)	1.98	None
Smad3	Tgfbr1	0.99782	0.99	0.071	rgb(218,203,204)	1.98	2,2
Aff3	Gbp2	0.99782	0.99	0.119	rgb(218,194,195)	1.98	2,2
Aff3	Serpine1	-0.99782	0.99	-1.8E-01	rgb(178,193,224)	1.98	2,2
