TF	Target	SignedQuantile	Stability	pCorr	stroke	stroke-width	stroke-dasharray
Hif1a	Ero1l	0.99991	1	0.172	rgb(219,184,184)	2	None
Hif1a	Pfkp	0.99991	1	0.047	rgb(218,208,208)	2	None
Hif1a	Rassf1	0.99991	1	0.379	rgb(221,145,145)	2	None
Rorc	Il17a	0.99991	1	0.438	rgb(222,133,134)	2	None
Rorc	Il17f	0.99991	1	0.373	rgb(221,146,146)	2	None
Etv6	Dctpp1	0.99446	0.99	0.069	rgb(218,204,204)	1.98	None
Etv6	Hist1h1a	0.99446	0.99	0.543	rgb(223,113,114)	1.98	None
Etv6	Hist1h1b	0.99446	0.99	0.702	rgb(225, 83, 84)	1.98	None
Etv6	Hist1h1c	0.99446	0.99	0.278	rgb(220,164,164)	1.98	None
Etv6	Hist1h1d	0.99446	0.99	0.701	rgb(225, 83, 85)	1.98	None
Etv6	Hist1h1e	0.99446	0.99	0.419	rgb(222,137,138)	1.98	None
Etv6	Hist2h2bb	0.99446	0.99	0.437	rgb(222,134,134)	1.98	None
Etv6	Hist2h4	0.99446	0.99	0.699	rgb(225, 83, 85)	1.98	None
Etv6	Hist3h2a	0.99446	0.99	0.174	rgb(219,184,184)	1.98	None
Etv6	Hist4h4	0.99446	0.99	0.684	rgb(225, 86, 88)	1.98	None
Hif1a	Acp5	0.99446	0.99	0.136	rgb(218,191,191)	1.98	None
Hif1a	Aldoa	-0.99446	0.99	-1.6E-02	rgb(213,215,218)	1.98	None
Hif1a	Aldoc	-0.99446	0.99	-1.7E-01	rgb(180,194,224)	1.98	None
Hif1a	Ankzf1	-0.99446	0.99	-2.2E-02	rgb(212,214,218)	1.98	None
Hif1a	Arrb1	0.99446	0.99	0.161	rgb(219,186,187)	1.98	None
Hif1a	Atp7b	-0.99446	0.99	-9.5E-03	rgb(215,216,217)	1.98	None
Hif1a	Bend5	0.99446	0.99	0.003	rgb(217,216,216)	1.98	None
Hif1a	Bnip3	0.99446	0.99	0.109	rgb(218,196,196)	1.98	None
Hif1a	Ccdc134	-0.99446	0.99	-1.3E-01	rgb(189,200,222)	1.98	None
Hif1a	Dctpp1	0.99446	0.99	0.076	rgb(218,202,203)	1.98	None
Hif1a	Ddit4	0.99446	0.99	0.212	rgb(219,177,177)	1.98	None
Hif1a	Egln1	0.99446	0.99	0.038	rgb(217,210,210)	1.98	None
Hif1a	Eif4ebp1	0.99446	0.99	0.244	rgb(220,170,171)	1.98	None
Hif1a	Fzd7	-0.99446	0.99	-9.9E-02	rgb(196,204,221)	1.98	None
Hif1a	Galk1	0.99446	0.99	0.046	rgb(218,208,208)	1.98	None
Hif1a	Gys1	0.99446	0.99	0.13	rgb(218,192,193)	1.98	None
Hif1a	Higd1a	0.99446	0.99	0.11	rgb(218,196,196)	1.98	None
Hif1a	Hk2	-0.99446	0.99	-3.1E-02	rgb(210,213,218)	1.98	None
Hif1a	Ier3	0.99446	0.99	0.218	rgb(219,175,176)	1.98	None
Hif1a	Jmjd6	0.99446	0.99	0.488	rgb(222,124,125)	1.98	None
Hif1a	Mboat2	0.99446	0.99	0.202	rgb(219,178,179)	1.98	None
Hif1a	Ndrg1	-0.99446	0.99	-1.7E-01	rgb(180,194,224)	1.98	None
Hif1a	Ndufv3	0.99446	0.99	0.098	rgb(218,198,199)	1.98	None
Hif1a	P4hb	-0.99446	0.99	-2.7E-02	rgb(211,213,218)	1.98	None
Hif1a	Pafah1b3	-0.99446	0.99	-1.0E-01	rgb(195,204,221)	1.98	None
Hif1a	Pdxp	0.99446	0.99	0.121	rgb(218,194,194)	1.98	None
Hif1a	Plcxd1	-0.99446	0.99	-3.8E-02	rgb(209,212,218)	1.98	None
Hif1a	Ppme1	0.99446	0.99	0.078	rgb(218,202,202)	1.98	None
Hif1a	Ppp1r3b	0.99446	0.99	0.126	rgb(218,193,193)	1.98	None
Hif1a	Rgs11	0.99446	0.99	0.333	rgb(221,153,154)	1.98	None
Hif1a	Rnf181	-0.99446	0.99	-1.5E-01	rgb(184,197,223)	1.98	None
Hif1a	Sap30	0.99446	0.99	0.596	rgb(224,103,104)	1.98	None
Hif1a	Sertad1	0.99446	0.99	0.393	rgb(221,142,143)	1.98	None
Hif1a	Slc2a1	0.99446	0.99	0.248	rgb(220,170,170)	1.98	None
Hif1a	Smtnl2	0.99446	0.99	0.239	rgb(220,171,172)	1.98	None
Hif1a	Sra1	0.99446	0.99	0.005	rgb(217,216,216)	1.98	None
Hif1a	Syce2	-0.99446	0.99	-2.9E-01	rgb(154,179,228)	1.98	None
Hif1a	Tnfrsf18	0.99446	0.99	0.389	rgb(221,143,143)	1.98	None
Hif1a	Vdac1	0.99446	0.99	0.251	rgb(220,169,170)	1.98	None
Hif1a	Vegfa	0.99446	0.99	0.132	rgb(218,192,192)	1.98	None
Hif1a	Vldlr	-0.99446	0.99	-1.5E-01	rgb(185,198,223)	1.98	None
Hif1a	Wdr54	0.99446	0.99	0.126	rgb(218,193,193)	1.98	None
Hif1a	Zfp395	0.99446	0.99	0.04	rgb(217,209,210)	1.98	None
Maf	Lgals1	0.99446	0.99	0.277	rgb(220,164,165)	1.98	None
Rorc	Adcy4	0.99446	0.99	0.105	rgb(218,197,197)	1.98	None
Rorc	Ccdc63	0.99446	0.99	0.375	rgb(221,145,146)	1.98	None
Rorc	Ccl20	0.99446	0.99	0.064	rgb(218,205,205)	1.98	None
Rorc	Cysltr1	-0.99446	0.99	-6.3E-02	rgb(203,209,219)	1.98	None
Rorc	Dpy19l3	0.99446	0.99	0.374	rgb(221,146,146)	1.98	None
Rorc	Fes	0.99446	0.99	0.056	rgb(218,206,206)	1.98	None
Rorc	Furin	0.99446	0.99	0.012	rgb(217,215,215)	1.98	None
Rorc	Hist1h1a	-0.99446	0.99	-2.0E-02	rgb(213,214,218)	1.98	None
Rorc	Hist1h1d	0.99446	0.99	0.09	rgb(218,200,200)	1.98	None
Rorc	Igfbp7	-0.99446	0.99	-7.9E-02	rgb(200,207,220)	1.98	None
